,tic,date,high,low,open,close,adjcp,zopen,zhigh,zlow,zadjcp,zclose,zd_5,zd_10,zd_15,zd_20,zd_25,zd_30,EMA_10_close,EMA_12_close,EMA_26_close,RSI_14_close,return,DIF,MACD,BB_mid,BB_low,BB_high,slowK,best_action,normal_open,normal_close,normal_high,normal_low,normal_EMA_12_close,normal_EMA_26_close,normal_EMA_10_close,normal_BB_mid,normal_BB_low,normal_BB_high,normal_MACD
0,BTC,2013-04-29 23:59:59,147.48800659179688,134.0,134.44400024414062,144.5399932861328,144.5399932861328,-0.0698491318039987,0.0203958312065792,-0.0729209476664893,0.0,-0.0383284457137463,0.2347621283567775,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448,144.5399932861328,144.5399932861328,144.5399932861328,0.0,0.0,0.0,0.0,7.226999664306641,,,0.7814344702754681,-1.0,0.013444400024414063,0.014453999328613281,0.014748800659179688,0.0134,0.014453999328613281,0.014453999328613281,0.014453999328613281,0.000722699966430664,,,0.0
1,BTC,2013-04-30 23:59:59,146.92999267578125,134.0500030517578,144.0,139.0,139.0,0.0359712230215827,0.057050307020009,-0.0356114888362747,0.0,-0.0383284457137463,0.2347621283567775,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448,143.5327217795632,143.68768662672778,144.12962341308594,0.0,-5.5399932861328125,-0.4419367863581556,-0.0803521429742101,14.17699966430664,6.342266023601726,22.011733305011553,0.384316842849747,-1.0,0.0144,0.0139,0.014692999267578125,0.01340500030517578,0.014368768662672778,0.014412962341308594,0.014353272177956318,0.001417699966430664,0.0006342266023601726,0.0022011733305011554,-0.000803521429742101
2,BTC,2013-05-01 23:59:59,139.88999938964844,107.72000122070312,139.0,116.98999786376952,116.98999786376952,0.1881357597925619,0.1957432425338199,-0.0792375144229078,0.0,-0.1583453391095718,0.2347621283567775,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448,138.7067719766916,139.58034989396498,142.11928077980326,0.0,-22.010002136230483,-2.5389308858382833,-0.527366459858587,20.026499557495118,-9.118356677290752,49.17135579228099,0.2881565797543316,-1.0,0.0139,0.011698999786376951,0.013988999938964844,0.010772000122070313,0.013958034989396498,0.014211928077980326,0.013870677197669162,0.0020026499557495117,-0.0009118356677290752,0.004917135579228099,-0.00527366459858587
3,BTC,2013-05-02 23:59:59,125.5999984741211,92.28189849853516,116.37999725341795,105.20999908447266,105.20999908447266,0.1061685986707114,0.1938028663347615,-0.122879010535468,0.0,-0.1006923582733477,0.2347621283567775,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448,132.6164496326518,134.29260361558156,139.38525991348246,0.0,-11.77999877929686,-5.092656297900902,-1.3574191576844625,25.28699951171875,-11.68828477582348,62.262283799260985,0.3880203431591433,-1.0,0.011637999725341795,0.010520999908447265,0.01255999984741211,0.009228189849853515,0.013429260361558155,0.013938525991348245,0.01326164496326518,0.002528699951171875,-0.001168828477582348,0.006226228379926099,-0.013574191576844625
4,BTC,2013-05-03 23:59:59,108.12799835205078,79.0999984741211,106.25,97.75,97.75,0.0869565217391303,0.1061687810951486,-0.1907928544846947,0.0,-0.0709057993478647,0.2347621283567775,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448,126.27709515398783,128.67066459779977,136.30116658655783,0.0,-7.459999084472656,-7.630501988758056,-2.4979796724251155,30.17449951171875,-10.857707400140733,71.20670642357823,0.642483175014022,1.0,0.010625,0.009775,0.010812799835205078,0.00790999984741211,0.012867066459779978,0.013630116658655782,0.012627709515398784,0.003017449951171875,-0.0010857707400140732,0.007120670642357822,-0.024979796724251154
5,BTC,2013-05-04 23:59:59,115.0,92.5,98.0999984741211,112.5,112.5,-0.1280000135633681,0.0222222222222221,-0.1777777777777778,0.0,0.1508951406649616,0.0159111056857639,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448,123.77216876235367,126.18287004429212,134.53811720977578,23.968153411098456,14.75,-8.35524716548366,-3.56293739843576,35.79949951171875,-1.5062424667465777,73.10524149018408,0.8888888888888888,1.0,0.009809999847412109,0.01125,0.0115,0.00925,0.012618287004429211,0.013453811720977578,0.012377216876235367,0.003579949951171875,-0.00015062424667465778,0.007310524149018408,-0.0356293739843576
6,BTC,2013-05-05 23:59:59,118.8000030517578,107.14299774169922,112.9000015258789,115.91000366210938,115.91000366210938,-0.0259684413866896,0.0249331317258265,-0.0756363182074169,0.0,0.0303111436631944,-0.053817645957665,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448,122.34268419867288,124.60242906241785,133.15825694698566,27.95997615916879,3.410003662109375,-8.555827884567805,-4.470735668641586,41.59499969482422,7.441588843191134,75.74841054645731,0.7520804603945145,-1.0,0.01129000015258789,0.011591000366210937,0.01188000030517578,0.010714299774169923,0.012460242906241786,0.013315825694698566,0.012234268419867288,0.004159499969482422,0.0007441588843191135,0.00757484105464573,-0.04470735668641586
7,BTC,2013-05-06 23:59:59,124.66300201416016,106.63999938964844,115.9800033569336,112.3000030517578,112.3000030517578,0.0327693695919111,0.1100890349638226,-0.0504007436179742,0.0,-0.0311448580475861,-0.0317542457273691,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448,120.51674217196104,122.70974813770093,131.61320110289472,26.487754242682414,-3.6100006103515767,-8.903452965193793,-5.276684268014714,47.20999984741211,15.2534130332686,79.16658666155561,0.3140433245241622,-1.0,0.01159800033569336,0.01123000030517578,0.012466300201416015,0.010663999938964844,0.012270974813770093,0.013161320110289473,0.012051674217196105,0.0047209999847412105,0.00152534130332686,0.007916658666155561,-0.05276684268014714
8,BTC,2013-05-07 23:59:59,113.44400024414062,97.6999969482422,112.25,111.5,111.5,0.006726457399103,0.0174349797680772,-0.1237668435135228,0.0,-0.0071238025825262,-0.0135246516343189,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448,118.87733450433174,120.98517150113156,130.12333435453215,26.182242650383003,-0.8000030517577983,-9.138162853400587,-5.978771283539418,52.78499984741211,22.577500637842807,82.99249905698142,0.8765244005857729,1.0,0.011225,0.01115,0.011344400024414062,0.00976999969482422,0.012098517150113156,0.013012333435453214,0.011887733450433174,0.005278499984741211,0.0022577500637842806,0.008299249905698141,-0.05978771283539418
9,BTC,2013-05-08 23:59:59,115.77999877929688,109.5999984741211,109.5999984741211,113.56600189208984,113.56600189208984,-0.0349224534798472,0.0194952437377409,-0.0349224534798472,0.0,0.0185291649514784,-0.0036172812642359,0.0295915849457886,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448,117.91163766574229,119.84376079204822,128.89686528324012,28.317426211144706,2.0660018920898438,-9.053104491191903,-6.537740957658051,58.463299942016604,29.885651470246867,87.04094841378634,0.6417480941946236,-1.0,0.010959999847412109,0.011356600189208985,0.011577999877929688,0.010959999847412109,0.011984376079204821,0.012889686528324012,0.01179116376657423,0.00584632999420166,0.0029885651470246866,0.008704094841378634,-0.0653774095765805
10,BTC,2013-05-09 23:59:59,113.45999908447266,109.26000213623048,113.1999969482422,112.66999816894533,112.66999816894533,0.0047039920822768,0.0070116351146358,-0.0302653420443094,0.0,-0.0078897179456567,0.0046081760404097,0.0094932299702827,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448,116.9586123026883,118.74010500387854,127.69487512662569,27.966599116609828,-0.896003723144517,-8.95477012274715,-6.977200805856068,64.09679985046387,36.8644221370501,91.32917756387764,0.8119044072501126,1.0,0.01131999969482422,0.011266999816894533,0.011345999908447266,0.010926000213623048,0.011874010500387853,0.012769487512662568,0.01169586123026883,0.006409679985046387,0.0036864422137050097,0.009132917756387764,-0.06977200805856068
11,BTC,2013-05-10 23:59:59,122.0,111.5510025024414,112.79900360107422,117.1999969482422,117.1999969482422,-0.0375511387522607,0.0409556585046462,-0.0481996125673578,0.0,0.0402059008868027,-0.032020452506432,-0.0481262545048908,-0.0126242053387868,-0.0532834634675818,-0.0668315515153954,-0.0663524617828448,117.00250042006174,118.50316530301141,126.91747674304173,32.21256795046949,4.529998779296875,-8.414311440030318,-7.238493648433203,69.95679969787598,43.98894735855734,95.92465203719462,0.5406254951367997,-1.0,0.011279900360107422,0.01171999969482422,0.0122,0.01115510025024414,0.011850316530301141,0.012691747674304173,0.011700250042006173,0.006995679969787598,0.004398894735855734,0.009592465203719461,-0.07238493648433203
