,index,Unnamed: 0.1,Unnamed: 0,bid1_price,bid1_size,bid2_price,bid2_size,bid3_price,bid3_size,bid4_price,bid4_size,bid5_price,bid5_size,ask1_price,ask1_size,ask2_price,ask2_size,ask3_price,ask3_size,ask4_price,ask4_size,ask5_price,ask5_size,buy_volume_oe,sell_volume_oe,bid1_size_n,bid2_size_n,bid3_size_n,bid4_size_n,bid5_size_n,ask1_size_n,ask2_size_n,ask3_size_n,ask4_size_n,ask5_size_n,buy_spread_oe,sell_spread_oe,imblance_volume_oe,open,high,close,low,wap,trade_diff,trade_speard,kmid,klen,kmid2,kup,kup2,klow,klow2,ksft,ksft2,roc_10,roc_30,roc_60,ma_10,ma_30,ma_60,std_10,std_30,std_60,beta_10,beta_30,beta_60,max_10,max_30,max_60,min_10,min_30,min_60,qtlu_10,qtlu_30,qtlu_60,qtld_10,qtld_30,qtld_60,rsv_10,rsv_30,rsv_60,imax_10,imax_30,imax_60,imin_10,imin_30,imin_60,imxd_10,imxd_30,imxd_60,cntp_10,cntp_30,cntp_60,cntn_10,cntn_30,cntn_60,cntd_10,cntd_30,cntd_60,BTC,timestamp,pct_return,key_indicator_filtered,pct_return_filtered,label,tic
920,920,920,75920,23115.9,0.07558209,23114.0,0.01141788,23113.9,0.00717,23112.7,0.00717,23112.6,0.00034983,23116.0,0.07558531,23116.2,0.00678932,23116.5,0.0003,23117.4,0.00717,23118.4,0.01114999,-0.1122547479528972,-0.1103175521709349,1.2395117198530348,-0.1244551548655228,-0.4045303651364343,-0.4469774861968552,-0.787976818047627,1.151124489483185,-0.3470600684958691,-0.7387609850381137,-0.4147887539822809,-0.2711127239091067,1.5056577363079733,0.3897845885365888,0.0119802690685624,-0.8061469196103241,-0.8065972301282479,-0.8061672415063283,-0.8056958430587401,-0.8061357854442573,-0.009216854801391,-0.2800557017080191,-0.0091532634296708,-0.2775753457794571,-0.0228543762226752,-0.1030992897248551,-0.146724758572024,-0.1126924907001257,-0.1650260102604531,-0.0162379740272818,-0.0319852834140999,-0.286736229622301,-0.3392884123792913,1.1186547208539126,-0.2096500427538797,-0.2058847587557409,0.764575641293413,-0.3042882679897661,-0.4396372096962925,1.5442330846672423,-0.2867362296215341,-0.3392884123787769,1.1186547208532012,-0.47401804529425,-0.57997337945904,2.5063830365845496,0.0695096273427277,-0.0575239399379868,0.242482467059219,-0.3054678769985738,-0.3609593505159975,1.357699660356776,-0.1438199713057096,0.0993801425299522,0.2342756430124128,1.2106593819600593,1.1924086978527704,-0.8433603704667747,0.3325277340949542,0.0436172511597661,-1.0846047532406538,-0.901419472450542,-0.4514932039410436,0.5429518778025157,0.7437773386594498,0.2868407954526069,-0.938836626624334,0.2681377752739259,1.5519102634345483,0.976534047445392,-1.0276952080824435,-0.3001735238533072,1.324789343883152,0.8911052746661239,1.4157690169547406,-0.3582182821852026,HFT_small_BTC,920,0.0,23115.041296223702,-2.053125582768267e-06,1,default
921,921,921,75921,23115.9,2.09e-06,23115.8,4.658e-05,23114.0,0.01141788,23113.9,0.00717,23112.7,0.00717,23116.0,0.65777129,23116.2,0.00678932,23116.3,0.01,23116.5,0.0003,23117.3,0.01088,-0.1146187591765872,-0.09235115769249,-1.2891599186779272,-0.7172813892637067,1.5395284490732333,0.5816825904310249,0.4573840570974822,1.862611768539764,-0.6572569304768642,-0.676530383471691,-0.7757341696959171,-0.7130785410995278,1.3904463839037091,-0.8561490442654652,-1.145006091331893,-0.8063174859381526,-0.8067677958039722,-0.8063378069027414,-0.805866408794332,-0.8063063511100244,-0.009216854801391,-0.2800557017080191,-0.0091532634296708,-0.2775753457794571,-0.0228543762226752,-0.1030992897248551,-0.146724758572024,-0.1126924907001257,-0.1650260102604531,-0.0162379740272818,-0.0319852834140999,-0.2567598322634954,-0.3228965539144964,1.2541100336920337,-0.1316619285736605,-0.1718742717949083,0.7373606008655671,-0.3349490608871606,-0.4564662005308272,1.5232286638008838,-0.256759832262443,-0.3228965539139926,1.254110033691431,-0.451296282616771,-0.5683331875578701,2.5141982060765846,0.0927750210450491,-0.0450524538554644,0.251195509084362,-0.2809082259362213,-0.3483388839885522,1.2392838248078153,-0.1186948880553048,0.1343349120992026,0.2436262331656583,1.08577277088712,1.167371725587882,-0.8487441873155834,0.0338274131697902,-0.0499860362897508,-1.131402265927833,-0.901419472450542,-0.544939634724439,0.4961439036582828,0.5650189675303128,0.2868407954526069,-0.938836626624334,-0.3619825734974841,1.257798305519647,0.8006841918959733,-0.4188409112993337,-0.0179928157465063,1.4930689569941376,0.0478348191024231,0.9691795725438872,-0.6671174531146553,HFT_small_BTC,921,0.0,23114.94119237664,-4.330680001163323e-06,1,default
922,922,922,75922,23113.9,0.00721658,23112.8,0.01028999,23112.7,0.00717,23112.6,0.00034983,23112.5,0.0003,23114.0,3.26720594,23114.1,1.1180053,23114.3,0.10854628,23115.1,0.01048746,23115.2,0.10813153,-0.1146337174182157,0.028295226821619,-0.3199166961666603,1.4532463749030988,0.7066861607725299,-0.7282738850559465,-0.7498295024686957,1.0159409873403036,0.6008267422379336,-0.6285622293213596,-0.7663403018381404,-0.6776518076286044,-0.6833579593269511,-0.969415738154688,-1.221585338984963,-0.8064880522659872,-0.8067677958039722,-0.8095785494346376,-0.8091071577706299,-0.8095370904417117,-1.153745657110283,0.7265099446400326,-1.1705002572539778,0.7397105105937251,-2.3929794403917923,0.1263484606015038,0.3880470248100142,-0.1126924907001257,-0.1650260102604531,-1.2276061920035115,-2.42154613895842,0.0280301107789739,-0.1261869132372281,1.8355694727340663,0.4114066399605726,0.1164927628963145,0.8733575451448667,-0.3192856093625422,-0.4702646632649324,1.459686381872818,0.028030110779661,-0.1261869132364897,1.835569472733511,-0.0195454365858488,-0.3471504046479223,2.662699274768076,0.4883175141487639,0.1919262851515776,0.4167576320239343,0.185765520942795,-0.1085292716043643,1.357849996277519,0.3587229999805444,0.3924723448665894,0.4213028186927104,-1.0372996173846445,0.6916692525477156,-0.9510367074445152,-0.2648729077553735,-0.1435893237392673,-1.178199778615012,1.7606464589813533,-0.6383860655078347,0.4493359295140502,-1.222564743761057,0.2868407954526069,-0.938836626624334,-0.3619825734974841,0.963686347604746,0.6248343363465543,0.190013385483776,0.2641878923602955,1.661348570105124,-0.3738004086794272,0.5225901281330333,-0.9760166240441072,HFT_small_BTC,922,-8.652053348556787e-05,23114.786015555343,-6.713269136260358e-06,1,default
923,923,923,75923,23111.6,0.00768313,23110.5,0.01149999,23110.4,0.00717,23109.5,0.0003,23109.3,0.00717,23111.7,0.90384862,23111.8,1.82582457,23112.1,0.2166,23112.4,0.07364,23112.6,1.30227556,-0.114369016822965,0.0193791712040742,-0.5165364282465291,1.0975222333857224,0.3349554274391668,-0.752799571098931,0.1585148720915252,-0.6690460545209715,1.5750676661362752,-0.4861206520890972,-0.6908126118855266,0.6213588154431916,0.3535442122862831,-1.3092158198305976,-1.215858857649293,-0.8097288124947705,-0.8101791093185082,-0.8121370303808696,-0.8116656438045473,-0.8108286249866461,-0.899405923265148,0.4616242482328534,-0.9124973977633576,0.4720653228968006,-2.5246530550703112,-0.1030992897248551,-0.146724758572024,-0.1126924907001257,-0.1650260102604531,-0.9088984541153317,-2.42154613895797,0.2528973509153699,0.2836982026522747,2.473528595306969,0.795658068257528,0.3210917088009405,0.950405349095776,-0.1569574707779359,-0.4596932967987933,1.3110711670176645,0.2528973509161307,0.2836982026526214,2.473528595306235,0.3213606366288833,-0.1725067306921294,2.522465689434642,0.4883175141487639,0.3790422852537131,0.547483799032318,0.5542463611854037,0.0808219573016044,1.41379912950777,0.7256350102354371,0.5807252987472039,0.5615944420465742,-1.0372996173846445,0.3161146685689244,-1.0311169532686646,-0.5635732286805374,-0.237192611188784,-1.178199778615012,1.7606464589813533,-0.7318324962912302,0.4025279553698172,-1.401323114890194,0.2868407954526069,-0.9118400268754392,-0.3619825734974841,0.6695743896898453,0.4489844807971368,0.7988676822668856,0.5463686004670965,1.82962818321611,-0.7954356364612771,0.07600068372218,-1.2849157949735592,HFT_small_BTC,923,-9.950722292662027e-05,23114.57388386347,-9.177315841601974e-06,1,default
924,924,924,75924,23111.6,0.00768313,23110.5,0.00963999,23110.4,0.00717,23109.5,0.0003,23109.3,0.00717,23111.7,4.0152098,23111.8,0.10854628,23112.3,0.55377965,23112.6,0.66212022,23112.8,0.39321704,-0.1144269619014384,0.0627226228459832,-0.471559835475338,0.8914294855761148,0.399433849742244,-0.7502387129930581,0.2145017536246626,0.9890319522211396,-0.6083749963446371,-0.2370135835583016,-0.187132511326377,-0.4665884935985878,0.3535442122862831,-1.0826824320480315,-1.221377733184989,-0.8121167410844055,-0.8125670287786859,-0.8121370303808696,-0.8116656438045473,-0.8121055837461891,-0.009216854801391,-0.2800557017080191,-0.0091532634296708,-0.2775753457794571,-0.0228543762226752,-0.1030992897248551,-0.146724758572024,-0.1126924907001257,-0.1650260102604531,-0.0162379740272818,-0.0319852834140999,0.2528973509153699,0.2918960645716041,2.287256822939421,0.74654665079356,0.3033440381279033,0.8825999397174848,-0.0410311403803566,-0.4526530322426499,1.17615601313899,0.2528973509161307,0.2918960645721647,2.287256822938481,0.3213606366288833,-0.1725067306921294,1.991883289585398,0.4883175141487639,0.3790422852537131,0.547483799032318,0.5542463611854037,0.0782974948696478,1.3968790191389029,0.6100336237230977,0.5699680269882658,0.5597238951612006,-1.0372996173846445,0.3161146685689244,-1.0008253093470476,-0.8622735496057012,-0.3307958986383008,-1.178199778615012,1.4648613554889205,-0.8252789270746256,0.3557199812255845,-1.401323114890194,0.2868407954526069,-0.8848434271265447,-0.3619825734974841,0.3754624317749446,0.4489844807971368,0.7988676822668856,0.5463686004670965,1.661348570105124,-0.7954356364612771,-0.1472940384832465,-1.1304662095088336,HFT_small_BTC,924,0.0,23114.303461690102,-1.1699206514781402e-05,1,default
925,925,925,75925,23110.4,0.02772982,23109.5,0.0003,23109.3,0.00717,23108.1,0.00717,23107.0,0.00717,23110.5,2.65820419,23111.5,0.04326905,23111.6,0.20943107,23111.7,2.52637614,23112.6,0.3257,-0.1138793902558456,0.0636476783612917,0.6151079687230552,-0.6944714172771391,-0.0165706617719899,-0.0787165672185613,-0.1467166892510183,0.1819454391974584,-0.6702040649771405,-0.5599289995228939,1.4646493776954896,-0.5230357674243694,1.6208690887080466,0.0499845068606791,-1.2139740309095872,-0.813651838034886,-0.8141021198602296,-0.8155483383091788,-0.8150769585164371,-0.8136484082975727,-0.7086511228784049,0.3026928303870041,-0.7189942889993507,0.3114866526740946,-2.524653055069824,-0.1030992897248551,-0.146724758572024,-0.1126924907001257,-0.1650260102604531,-0.7176838644559683,-2.421546138957505,0.822627450178467,0.2755244620026692,1.971330240576124,1.1655391559877344,0.5824275023127421,1.0246460793500003,0.2087475163365892,-0.4085169314347844,1.1000272465134144,0.8226274501798087,0.2755244620030868,1.9713302405754272,0.7759709062045248,0.0603867667702018,2.148178676093481,0.4883175141487639,0.6285680694280555,0.7218117523717862,1.0456285549271844,0.3308038170019953,1.410570028155286,0.811123009965141,0.8066647779047708,0.7374540161347297,-1.0372996173846445,-0.1846247767361304,-1.0818822064833988,-0.8622735496057012,-0.4243991860878174,-1.0378072405534746,1.7606464589813533,-0.9187253578580212,0.3089120070813516,-1.580081486019331,0.2868407954526069,-0.7768570281309664,-0.9921029222688942,0.3754624317749446,0.4489844807971368,1.4077219790499955,0.5463686004670965,1.661348570105124,-1.6387060920249783,-0.1472940384832465,-1.1304662095088336,HFT_small_BTC,925,-5.192197857339931e-05,23113.973958719074,-1.42553709903126e-05,1,default
926,926,926,75926,23110.4,0.02772982,23109.5,0.0003,23109.3,0.00717,23108.1,0.00717,23107.0,0.00717,23110.5,2.1872841,23111.1,0.01,23111.5,0.04326905,23111.6,0.20943107,23111.7,2.52637614,-0.1138793902558456,0.0394786766352434,0.6151079687230552,-0.6944714172771391,-0.0165706617719899,-0.0787165672185613,-0.1467166892510183,0.1086372035905027,-0.699958675540354,-0.708083491395752,-0.5626769659179869,1.5861883709851037,1.6208690887080466,-0.969415738154688,-1.210658146423559,-0.8155280676410234,-0.8159783422932219,-0.8155483383091788,-0.8150769585164371,-0.8155168970615787,-0.009216854801391,-0.2800557017080191,-0.0091532634296708,-0.2775753457794571,-0.0228543762226752,-0.1030992897248551,-0.146724758572024,-0.1126924907001257,-0.1650260102604531,-0.0162379740272818,-0.0319852834140999,0.822627450178467,0.2755244620026692,1.824557961663383,1.0066355255085917,0.565664362773247,0.9705306757833106,0.3400940981852971,-0.3699482135016669,1.0347002196659318,0.8226274501798087,0.2755244620030868,1.824557961662548,0.7759709062045248,0.0603867667702018,2.148178676093481,0.4883175141487639,0.6285680694280555,0.7218117523717862,1.0456285549271844,0.3308038170019953,1.3716504064670307,0.7105913658388675,0.672187244140654,0.729971181079043,-1.0372996173846445,-0.1846247767361304,-1.0818822064833988,-0.8622735496057012,-0.5180024735373341,-1.0846047532406538,1.4648613554889205,-1.0121717886414163,0.262104032937119,-1.401323114890194,0.2868407954526069,-0.7768570281309664,-0.9921029222688942,0.3754624317749446,0.4489844807971368,1.4077219790499955,0.5463686004670965,1.4930689569941376,-1.6387060920249783,-0.1472940384832465,-0.9760166240441072,HFT_small_BTC,926,0.0,23113.585127736194,-1.6822333691934865e-05,1,default
927,927,927,75927,23110.4,0.02884287,23109.5,0.0003,23109.3,0.00717,23108.2,0.00862,23108.1,0.00717,23110.5,2.23054546,23111.4,0.00994747,23111.5,0.04326905,23111.6,0.20943107,23111.7,2.52637614,-0.1137995428723073,0.0408062734003483,0.5941055484558068,-0.6960699435233585,-0.0537845713206335,0.0240358054135409,-0.1790296812701387,0.1249558659490157,-0.7001089094574074,-0.708484595096928,-0.564530243548131,1.565757598175907,0.3535442122904744,-0.969415738154688,-1.2096230601744182,-0.8155280676410234,-0.8159783422932219,-0.8155483383091788,-0.8150769585164371,-0.8155168970615787,-0.009216854801391,-0.2800557017080191,-0.0091532634296708,-0.2775753457794571,-0.0228543762226752,-0.1030992897248551,-0.146724758572024,-0.1126924907001257,-0.1650260102604531,-0.0162379740272818,-0.0319852834140999,0.822627450178467,0.1771416055769967,1.824557961663383,0.8477318950309314,0.5548176254262605,0.916415272215078,0.39517447621893,-0.3411310350371593,0.9611879261552204,0.8226274501798087,0.1771416055776607,1.824557961662548,0.7759709062045248,0.0603867667702018,2.148178676093481,0.4883175141487639,0.6285680694280555,0.7218117523717862,1.0456285549271844,0.3308038170019953,1.2904268481596914,0.3084647893376426,0.6506708387385334,0.7075226759115031,-1.0372996173846445,-0.1846247767361304,-1.0818822064833988,-0.8622735496057012,-0.6116057609868509,-1.131402265927833,1.1690762519964877,-1.105618219424812,0.215296058792886,-1.222564743761057,0.2868407954526069,-0.7768570281309664,-0.9921029222688942,0.3754624317749446,0.4489844807971368,1.4077219790499955,0.2641878923602955,1.4930689569941376,-1.6387060920249783,0.07600068372218,-0.9760166240441072,HFT_small_BTC,927,0.0,23113.137261726217,-1.9376743482402148e-05,1,default
928,928,928,75928,23110.4,0.02884287,23109.5,0.0003,23109.3,0.00717,23108.2,0.00966999,23108.1,0.00717,23110.5,1.52855898,23111.1,0.62491667,23111.2,0.01269746,23111.3,0.51314295,23111.6,0.19827,-0.1137668322524438,-0.0250064291027574,0.5568977812344954,-0.6966802888765248,-0.0679934945834676,0.1058312708930381,-0.1913673482758614,0.418000378301604,0.4643239657542945,-0.7310328362412432,0.1342805401461537,-0.4651316019763322,0.3535442122904744,-1.0826824320480315,-1.1900775162863375,-0.8155280676410234,-0.8159783422932219,-0.8155483383091788,-0.8150769585164371,-0.8155168970615787,-0.009216854801391,-0.2800557017080191,-0.0091532634296708,-0.2775753457794571,-0.0228543762226752,-0.1030992897248551,-0.146724758572024,-0.1126924907001257,-0.1650260102604531,-0.0162379740272818,-0.0319852834140999,0.822627450178467,-0.0114255359047707,1.824557961663383,0.6888282645517886,0.5553106589407215,0.86229986864736,0.3853085501140758,-0.3429360453221599,0.8785154554360239,0.8226274501798087,-0.011425535904232,1.824557961662548,0.7759709062045248,0.0603867667702018,2.148178676093481,0.4883175141487639,0.6410454923344061,0.7218117523717862,1.0259762431909396,0.3308038170019953,0.6947874205755745,0.3084647893376426,0.6506708387385334,0.6139872377178199,-1.0372996173846445,-1.261214584141816,-1.0818822064833988,-0.8622735496057012,-0.7052090484363676,-1.178199778615012,0.8732911485040546,-1.105618219424812,0.1684880846486531,-1.04380637263192,0.232694885388002,-0.7768570281309664,-0.9921029222688942,0.3754624317749446,0.4489844807971368,1.4077219790499955,-0.0179928157465063,1.4930689569941376,-1.6387060920249783,0.2992954059276067,-0.9760166240441072,HFT_small_BTC,928,0.0,23112.63119051801,-2.18953923248888e-05,1,default
929,929,929,75929,23110.4,0.07321006,23110.3,4.661e-05,23109.5,0.0003,23109.3,0.00717,23108.1,0.00717,23110.5,0.19521436,23111.4,1.05479099,23111.5,0.01082747,23111.6,0.00717,23111.7,1.86931177,-0.1126844490282968,-0.0170262371782491,1.544543333415677,-0.724121464051465,-0.7552323236139031,-0.3920807761358306,-0.4333668920761952,-1.164833521904424,1.108492441607799,-0.7361847176168714,-0.7662808109510936,1.9983294888453569,0.3535442122904744,-0.969415738154688,-1.1674157303689512,-0.8156986339688518,-0.8161489079689462,-0.8157189037055917,-0.8152475242520292,-0.8156874627273456,-0.009216854801391,-0.2800557017080191,-0.0091532634296708,-0.2775753457794571,-0.0228543762226752,-0.1030992897248551,-0.146724758572024,-0.1126924907001257,-0.1650260102604531,-0.0162379740272818,-0.0319852834140999,0.8376234000066198,0.0049716423084213,2.0221447985839323,0.5559294591344711,0.5696111077603867,0.8123635682613757,0.3129388359439836,-0.34112859992274,0.7520316718027391,0.8376234000078445,0.0049716423087696,2.02214479858336,0.798703485163593,0.0720324997734017,2.1559941555323374,0.4883175141487639,0.6410454923344061,0.7305289420819098,0.6722388624963598,0.3434302803480514,0.5594188871403938,0.3335978091205335,0.6641198140878637,0.6083759613658292,-1.0372996173846445,-1.261214584141816,-1.0879011188098864,-0.8622735496057012,-0.7988123358858842,-1.178199778615012,1.7606464589813533,1.604328273293658,0.1216801105044204,-1.580081486019331,-1.3916824165501462,-0.7498604283820719,-0.9921029222688942,0.0813504738600429,0.2731346252477179,2.016576275833105,0.2641878923602955,1.661348570105124,-2.0603413198068288,-0.1472940384832465,-1.28491579497356,HFT_small_BTC,929,0.0,23112.06827697554,-2.435523406363327e-05,1,default
