,date,open,high,low,close,adjcp
0,2012-01-03,14.621429443359377,14.73214340209961,14.60714340209961,14.686785697937012,12.575916290283203
1,2012-01-04,14.64285659790039,14.8100004196167,14.617142677307127,14.765713691711426,12.64350128173828
2,2012-01-05,14.819643020629885,14.948213577270508,14.738213539123535,14.929642677307127,12.78386688232422
3,2012-01-06,14.991786003112791,15.098214149475098,14.972143173217772,15.08571434020996,12.917509078979492
4,2012-01-09,15.196429252624512,15.276785850524902,15.048213958740234,15.061785697937012,12.897021293640137
5,2012-01-10,15.211071014404297,15.214285850524902,15.053570747375488,15.115714073181152,12.943197250366213
6,2012-01-11,15.09571361541748,15.10178565979004,14.975357055664062,15.091071128845217,12.92209529876709
7,2012-01-12,15.081428527832031,15.103570938110352,14.95535659790039,15.049642562866213,12.886622428894045
8,2012-01-13,14.989286422729492,15.016071319580078,14.952142715454102,14.993213653564451,12.838302612304688
9,2012-01-16,15.543001174926758,15.527582168579102,15.441089630126953,15.538551330566406,13.134916305541992
10,2012-01-17,15.149999618530272,15.213929176330566,15.105713844299316,15.16785717010498,12.987844467163086
11,2012-01-18,15.248571395874023,15.338213920593262,15.225000381469728,15.325357437133787,13.122709274291992
12,2012-01-19,15.362500190734863,15.406070709228516,15.232500076293944,15.276785850524902,13.081119537353516
13,2012-01-20,15.267499923706056,15.26785659790039,14.991070747375488,15.010713577270508,12.85328483581543
14,2012-01-23,15.095356941223145,15.301786422729492,15.08214282989502,15.264642715454102,13.070719718933104
15,2012-01-24,15.182143211364746,15.182143211364746,14.983928680419922,15.014642715454102,12.85665225982666
16,2012-01-25,16.229999542236328,16.230356216430664,15.84749984741211,15.952142715454102,13.659406661987305
17,2012-01-26,16.01285743713379,16.028213500976562,15.82642936706543,15.879643440246582,13.597328186035156
18,2012-01-27,15.869285583496094,16.01714324951172,15.848929405212402,15.974286079406738,13.67836856842041
19,2012-01-30,15.918213844299316,16.21071434020996,15.90678596496582,16.17892837524414,13.853598594665527
20,2012-01-31,16.27107048034668,16.365713119506836,16.18107032775879,16.3028564453125,13.959714889526367
21,2012-02-01,16.37178611755371,16.392499923706055,16.269643783569336,16.292499542236328,13.950844764709473
22,2012-02-02,16.282142639160156,16.327499389648438,16.213571548461914,16.25428581237793,13.918123245239258
23,2012-02-03,16.332143783569336,16.428571701049805,16.270000457763672,16.417142868041992,14.057574272155762
24,2012-02-06,16.37071418762207,16.606428146362305,16.364286422729492,16.570356369018555,14.188770294189451
25,2012-02-07,16.616071701049805,16.77678680419922,16.59214210510254,16.743928909301758,14.33739185333252
26,2012-02-08,16.803571701049805,17.028213500976562,16.774999618530273,17.0242862701416,14.577458381652832
27,2012-02-09,17.170000076293945,17.741071701049805,17.162857055664062,17.61321449279785,15.081742286682127
28,2012-02-10,17.534286499023438,17.77214241027832,17.448213577270508,17.622142791748047,15.089384078979492
29,2012-02-13,17.840356826782227,17.993928909301758,17.75321388244629,17.950000762939453,15.37012004852295
30,2012-02-14,18.023571014404297,18.198570251464844,17.928571701049805,18.19499969482422,15.57990550994873
31,2012-02-15,18.36642837524414,18.79607009887696,17.746070861816406,17.773929595947266,15.219355583190918
32,2012-02-16,17.553571701049805,18.03178596496582,17.379642486572266,17.936071395874023,15.358190536499023
33,2012-02-17,17.96821403503418,18.1346435546875,17.867856979370117,17.932857513427734,15.35544204711914
34,2012-02-20,18.444541931152344,18.664121627807617,18.2684326171875,18.60211181640625,15.95508098602295
35,2012-02-21,18.10285758972168,18.387500762939453,18.00428581237793,18.387500762939453,15.74474048614502
36,2012-02-22,18.32428550720215,18.410356521606445,18.18107032775879,18.32285690307617,15.6893892288208
37,2012-02-23,18.395713806152344,18.49392890930176,18.196428298950195,18.4424991607666,15.791834831237791
38,2012-02-24,18.559642791748047,18.674999237060547,18.522857666015625,18.65749931335449,15.975932121276855
39,2012-02-27,18.618213653564453,18.875,18.43857192993164,18.777143478393555,16.078384399414062
40,2012-02-28,18.85571479797364,19.12178611755371,18.780357360839844,19.12178611755371,16.373493194580078
41,2012-02-29,19.341428756713867,19.5575008392334,19.132143020629883,19.37285614013672,16.588481903076172
42,2012-03-01,19.57749938964844,19.578929901123047,19.24178504943848,19.445356369018555,16.650556564331055
43,2012-03-02,19.437143325805664,19.5285701751709,19.375713348388672,19.4707145690918,16.672273635864258
44,2012-03-05,19.479286193847656,19.5528564453125,18.78571319580078,19.04142951965332,16.304689407348633
45,2012-03-06,18.7021427154541,19.06035614013672,18.43642807006836,18.937856674194336,16.215999603271484
46,2012-03-07,19.17142868041992,19.20642852783203,18.689285278320312,18.953214645385746,16.22914695739746
47,2012-03-08,19.096071243286133,19.39249992370605,19.00428581237793,19.35678672790528,16.57472038269043
