,date,open,high,low,close,adjcp
0,2012-01-03,64.94999694824219,65.19000244140625,63.45000076293945,64.11000061035156,49.66436004638672
1,2012-01-04,64.0999984741211,64.12999725341797,63.400001525878906,63.7599983215332,49.39321899414063
2,2012-01-05,63.81999969482422,64.91999816894531,63.58000183105469,64.41000366210938,49.89677047729492
3,2012-01-06,64.23999786376953,64.87000274658203,64.0,64.76000213623047,50.16790771484375
4,2012-01-09,64.62000274658203,64.63999938964844,63.29999923706055,64.19999694824219,49.73406982421875
5,2012-01-10,64.55000305175781,65.69999694824219,64.20999908447266,65.66999816894531,50.87284851074219
6,2012-01-11,65.26000213623047,66.44999694824219,65.1500015258789,66.4000015258789,51.438358306884766
7,2012-01-12,66.27999877929688,67.77999877929688,66.27999877929688,67.54000091552734,52.32149124145508
8,2012-01-13,67.12999725341797,67.66999816894531,66.7699966430664,67.5999984741211,52.36798095703125
9,2012-01-16,65.57914733886719,66.40681457519531,65.08467102050781,66.82766723632812,51.86548614501953
10,2012-01-17,67.9000015258789,68.47000122070312,67.73999786376953,68.06999969482422,52.732078552246094
11,2012-01-18,67.73999786376953,69.38999938964844,67.62999725341797,69.22000122070312,53.62294006347656
12,2012-01-19,69.13999938964844,69.48999786376953,68.69999694824219,69.13999938964844,53.56098175048828
13,2012-01-20,69.0999984741211,69.62999725341797,68.83999633789062,69.56999969482422,53.89408493041992
14,2012-01-23,68.80999755859375,69.0,67.55999755859375,67.77999877929688,52.50741958618164
15,2012-01-24,67.30999755859375,68.58999633789062,67.18000030517578,68.19000244140625,52.82501983642578
16,2012-01-25,67.55999755859375,69.38999938964844,67.44999694824219,69.20999908447266,53.615196228027344
17,2012-01-26,69.19000244140625,69.19000244140625,67.61000061035156,68.08000183105469,52.73982238769531
18,2012-01-27,67.02999877929688,69.18000030517578,66.70999908447266,68.33999633789062,52.94123077392578
19,2012-01-30,67.98999786376953,68.38999938964844,67.2300033569336,68.33000183105469,52.93348693847656
20,2012-01-31,68.43000030517578,68.70999908447266,67.7699966430664,67.93000030517578,52.62360763549805
21,2012-02-01,68.45999908447266,69.94999694824219,68.08999633789062,69.83999633789062,54.10324096679688
22,2012-02-02,69.69000244140625,70.0,69.26000213623047,69.62000274658203,53.93281936645508
23,2012-02-03,69.61000061035156,69.87000274658203,69.01000213623047,69.27999877929688,53.669410705566406
24,2012-02-06,68.6500015258789,69.1500015258789,67.27999877929688,69.12000274658203,53.54547882080078
25,2012-02-07,68.70999908447266,69.23999786376953,68.1500015258789,69.16999816894531,53.584205627441406
26,2012-02-08,69.01000213623047,69.01000213623047,67.69999694824219,68.05999755859375,52.72431564331055
27,2012-02-09,68.01000213623047,68.05999755859375,66.66999816894531,66.83999633789062,51.77923583984375
28,2012-02-10,66.9000015258789,67.37000274658203,66.80000305175781,67.36000061035156,52.18204879760742
29,2012-02-13,67.37999725341797,68.43000030517578,67.36000061035156,68.19999694824219,53.11664581298828
30,2012-02-14,67.83999633789062,68.0199966430664,67.5,67.83999633789062,52.83626556396485
31,2012-02-15,67.95999908447266,68.12000274658203,67.5,67.9000015258789,52.88300323486328
32,2012-02-16,68.06999969482422,69.19999694824219,67.9800033569336,68.88999938964844,53.6540412902832
33,2012-02-17,68.63999938964844,68.66000366210938,67.7699966430664,67.77999877929688,52.78953552246094
34,2012-02-20,68.08570861816406,67.10136413574219,67.51591491699219,67.77900695800781,53.275489807128906
35,2012-02-21,67.44999694824219,67.77999877929688,66.6500015258789,66.69000244140625,51.94060897827149
36,2012-02-22,66.6500015258789,67.23999786376953,66.3499984741211,66.79000091552734,52.01848983764648
37,2012-02-23,66.79000091552734,67.55000305175781,66.58999633789062,67.33999633789062,52.44684219360352
38,2012-02-24,67.56999969482422,68.12000274658203,67.26000213623047,67.7300033569336,52.75060272216797
39,2012-02-27,67.20999908447266,67.70999908447266,66.7300033569336,67.44000244140625,52.52473831176758
40,2012-02-28,67.05000305175781,68.4000015258789,67.0199966430664,68.1500015258789,53.07772064208984
41,2012-02-29,68.05999755859375,68.58000183105469,67.9000015258789,68.01000213623047,52.96866989135742
42,2012-03-01,68.20999908447266,68.20999908447266,67.4000015258789,67.58999633789062,52.641544342041016
43,2012-03-02,67.69000244140625,67.87999725341797,67.16000366210938,67.7300033569336,52.75060272216797
44,2012-03-05,67.62000274658203,67.69999694824219,67.12000274658203,67.2300033569336,52.36116790771485
45,2012-03-06,65.94000244140625,67.26000213623047,65.80000305175781,66.54000091552734,51.82377624511719
46,2012-03-07,66.68000030517578,67.19999694824219,66.36000061035156,66.94999694824219,52.143096923828125
47,2012-03-08,67.29000091552734,68.16999816894531,67.12000274658203,67.80000305175781,52.805118560791016
48,2012-03-09,67.83999633789062,68.25,67.54000091552734,68.01000213623047,52.96866989135742
49,2012-03-12,68.0,68.37000274658203,67.80999755859375,68.02999877929688,52.98424530029297
50,2012-03-13,68.44999694824219,68.93000030517578,68.18000030517578,68.91000366210938,53.66961288452149
51,2012-03-14,68.80000305175781,68.87999725341797,68.06999969482422,68.26000213623047,53.16339492797852
52,2012-03-15,68.23999786376953,68.30000305175781,67.77999877929688,68.26000213623047,53.16339492797852
