日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,股票代號
107/10/19,"18,388,029","659,237,999",35.00,36.90,34.50,36.90,X0.00,"7,498",5876
107/10/22,"16,668,944","628,047,691",37.10,38.10,37.05,37.35,+0.45,"6,210",5876
107/10/23,"7,449,672","273,810,828",37.35,37.35,36.45,36.55,-0.80,"2,838",5876
107/10/24,"10,424,948","380,913,268",36.35,36.95,35.80,36.80,+0.25,"3,913",5876
107/10/25,"7,244,735","263,744,329",36.00,36.65,35.95,36.20,-0.60,"2,437",5876
107/10/26,"8,669,634","313,871,598",36.40,36.50,35.90,36.45,+0.25,"3,307",5876
107/10/29,"11,409,335","423,308,447",36.35,37.50,36.15,37.35,+0.90,"4,569",5876
107/10/30,"21,778,064","833,202,479",37.30,38.60,37.15,38.40,+1.05,"7,482",5876
107/10/31,"7,279,065","280,126,270",38.35,38.80,37.80,38.45,+0.05,"3,094",5876
107/11/01,"3,759,562","144,489,120",38.40,38.50,38.20,38.50,+0.05,"2,053",5876
107/11/02,"6,175,326","236,877,641",38.50,38.60,37.80,38.60,+0.10,"2,921",5876
107/11/05,"3,395,436","131,020,451",38.20,38.70,38.20,38.70,+0.10,"1,395",5876
107/11/06,"8,845,702","345,427,818",38.65,39.20,38.50,38.95,+0.25,"2,730",5876
107/11/07,"16,601,514","659,937,587",38.95,40.00,38.95,39.95,+1.00,"4,551",5876
107/11/08,"4,998,164","198,874,559",39.95,40.00,39.45,39.90,-0.05,"2,009",5876
107/11/09,"2,960,793","117,218,815",39.90,39.90,39.50,39.55,-0.35,"1,266",5876
107/11/12,"11,486,439","460,747,361",39.55,40.50,39.50,40.50,+0.95,"3,748",5876
107/11/13,"11,549,067","469,633,222",40.05,41.00,39.90,40.80,+0.30,"3,354",5876
107/11/14,"15,894,226","623,381,549",40.20,40.20,38.65,39.15,-1.65,"6,245",5876
107/11/15,"3,342,761","130,097,796",39.00,39.15,38.70,39.05,-0.10,"1,765",5876
107/11/16,"7,937,008","308,326,240",39.05,39.20,38.55,38.55,-0.50,"2,801",5876
107/11/19,"4,491,098","174,972,337",38.60,39.30,38.60,39.20,+0.65,"2,488",5876
107/11/20,"2,171,221","84,424,980",39.10,39.10,38.80,38.90,-0.30,"1,446",5876
107/11/21,"2,809,334","109,312,774",38.60,39.10,38.60,38.90, 0.00,"1,222",5876
107/11/22,"2,523,854","97,976,856",38.90,38.95,38.65,38.90, 0.00,"1,382",5876
107/11/23,"3,658,618","143,136,802",38.90,39.45,38.75,39.20,+0.30,"1,418",5876
107/11/26,"9,948,035","396,185,425",39.25,40.00,39.25,39.95,+0.75,"3,461",5876
107/11/27,"9,411,281","370,710,318",39.80,39.80,39.05,39.60,-0.35,"3,471",5876
107/11/28,"5,436,214","212,301,309",39.50,39.50,38.85,39.10,-0.50,"2,686",5876
107/11/29,"7,126,428","276,453,343",39.10,39.15,38.65,38.80,-0.30,"4,241",5876
107/11/30,"7,826,386","307,967,886",39.05,39.95,38.50,39.95,+1.15,"3,105",5876
107/12/03,"5,309,078","210,090,182",39.60,39.85,39.25,39.80,-0.15,"2,011",5876
107/12/04,"3,595,239","141,346,083",39.50,39.60,39.10,39.20,-0.60,"2,218",5876
107/12/05,"3,483,051","135,714,784",38.90,39.35,38.70,39.05,-0.15,"1,449",5876
107/12/06,"5,518,187","213,419,068",39.05,39.05,38.40,38.80,-0.25,"2,411",5876
107/12/07,"1,229,715","47,670,373",39.00,39.00,38.70,38.80, 0.00,475,5876
107/12/10,"3,986,116","155,457,202",38.95,39.25,38.80,38.95,+0.15,"2,228",5876
107/12/11,"4,004,267","156,775,836",39.05,39.50,38.90,39.25,+0.30,"1,634",5876
107/12/12,"3,041,573","119,672,628",39.50,39.50,39.20,39.25, 0.00,"1,283",5876
107/12/13,"4,706,043","185,831,795",39.25,39.70,39.20,39.65,+0.40,"1,809",5876
107/12/14,"2,233,000","88,319,143",39.60,39.65,39.45,39.50,-0.15,"1,191",5876
107/12/17,"3,307,838","130,790,909",39.50,39.80,39.35,39.65,+0.15,"1,182",5876
107/12/18,"6,568,535","261,442,869",39.50,39.95,39.50,39.80,+0.15,"2,409",5876
107/12/19,"8,692,057","347,786,080",39.80,40.15,39.70,40.15,+0.35,"3,290",5876
107/12/20,"7,523,948","303,330,749",40.10,40.45,40.00,40.25,+0.10,"3,266",5876
107/12/21,"18,336,973","740,213,402",40.15,40.45,40.05,40.40,+0.15,"2,312",5876
107/12/22,"3,086,914","122,776,062",39.95,40.05,39.60,39.70,-0.70,"1,208",5876
107/12/24,"3,904,466","154,957,988",39.70,39.90,39.50,39.65,-0.05,"1,906",5876
107/12/25,"3,972,614","157,472,644",39.40,39.80,39.30,39.75,+0.10,"2,163",5876
107/12/26,"2,616,261","104,401,237",39.75,40.00,39.60,39.85,+0.10,983,5876
107/12/27,"4,725,486","189,297,190",39.95,40.15,39.95,40.15,+0.30,"1,985",5876
107/12/28,"5,776,526","232,106,140",40.15,40.25,40.05,40.20,+0.05,"1,905",5876
108/01/02,"4,123,541","165,242,580",40.20,40.25,39.95,40.10,-0.10,"2,306",5876
108/01/03,"6,946,965","277,490,886",40.00,40.10,39.70,40.10, 0.00,"3,238",5876
108/01/04,"4,751,992","190,269,820",40.00,40.10,39.80,40.05,-0.05,"2,493",5876
108/01/07,"4,398,278","176,445,514",40.05,40.25,39.90,40.20,+0.15,"2,156",5876
108/01/08,"2,892,896","116,011,079",40.20,40.25,39.95,39.95,-0.25,"1,698",5876
108/01/09,"10,997,695","446,923,453",40.00,40.90,40.00,40.70,+0.75,"4,343",5876
108/01/10,"10,558,619","433,616,587",40.70,41.20,40.50,41.20,+0.50,"3,675",5876
108/01/11,"10,889,509","454,312,106",41.20,42.05,41.20,41.60,+0.40,"4,017",5876
108/01/14,"12,690,868","538,735,620",41.80,42.75,41.80,42.50,+0.90,"4,635",5876
108/01/15,"11,877,035","513,755,089",42.50,43.50,42.50,43.20,+0.70,"5,010",5876
108/01/16,"10,411,988","443,935,719",43.50,43.50,42.20,42.60,-0.60,"4,448",5876
108/01/17,"5,575,982","240,261,796",42.80,43.30,42.80,43.05,+0.45,"2,919",5876
108/01/18,"5,367,939","231,077,448",43.05,43.15,42.90,43.15,+0.10,"2,078",5876
108/01/21,"10,039,269","437,856,116",43.15,43.80,43.10,43.75,+0.60,"3,282",5876
108/01/22,"5,225,013","228,628,382",43.75,43.90,43.50,43.85,+0.10,"1,878",5876
108/01/23,"7,020,510","307,494,032",43.85,43.95,43.50,43.95,+0.10,"2,071",5876
108/01/24,"6,106,801","268,821,144",44.00,44.35,43.75,43.95, 0.00,"2,151",5876
108/01/25,"8,516,177","371,329,218",44.10,44.10,43.20,43.70,-0.25,"4,127",5876
108/01/28,"9,988,408","429,509,522",43.65,43.65,42.85,43.30,-0.40,"4,343",5876
108/01/29,"2,482,223","107,344,786",43.20,43.40,43.00,43.30, 0.00,"1,255",5876
108/01/30,"9,132,753","399,147,470",43.30,44.00,43.10,43.90,+0.60,"2,852",5876
108/02/11,"8,974,179","392,354,806",43.90,43.95,43.25,43.80,-0.10,"3,827",5876
108/02/12,"48,710,774","2,204,370,422",45.00,46.00,44.60,44.70,+0.90,"14,822",5876
108/02/13,"22,017,730","989,014,450",45.00,45.10,44.80,45.00,+0.30,"6,684",5876
108/02/14,"18,427,234","830,907,273",45.10,45.40,44.95,45.05,+0.05,"5,965",5876
108/02/15,"14,392,748","647,664,910",45.00,45.15,44.75,45.00,-0.05,"4,394",5876
108/02/18,"19,015,525","862,770,457",45.20,45.60,45.10,45.20,+0.20,"5,042",5876
108/02/19,"19,644,372","892,596,146",45.50,45.70,45.10,45.20, 0.00,"4,190",5876
108/02/20,"20,962,196","961,188,988",45.30,46.30,45.25,46.30,+1.10,"5,352",5876
108/02/21,"27,079,766","1,271,526,343",46.40,47.65,46.25,47.65,+1.35,"7,566",5876
108/02/22,"18,303,673","863,581,128",47.70,47.85,46.30,47.20,-0.45,"6,060",5876
108/02/25,"26,766,428","1,228,600,038",47.20,47.20,45.30,45.70,-1.50,"10,122",5876
108/02/26,"20,809,307","936,265,628",45.70,45.70,44.65,44.90,-0.80,"8,171",5876
108/02/27,"270,688,759","12,863,821,994",45.10,47.90,44.90,47.90,+3.00,"18,540",5876
108/03/04,"53,126,050","2,445,699,169",46.30,47.00,45.45,46.10,-1.80,"16,483",5876
108/03/05,"14,281,669","655,634,016",46.00,46.10,45.50,46.10, 0.00,"3,855",5876
108/03/06,"6,918,881","316,976,076",45.80,46.10,45.55,46.00,-0.10,"3,827",5876
108/03/07,"6,484,608","294,601,892",45.75,45.80,45.15,45.50,-0.50,"3,018",5876
