日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,股票代號
100/12/13,"23,071,310","582,742,150",25.30,25.85,24.90,25.00,X0.00,"6,257",5871
100/12/14,"8,894,016","212,145,377",24.80,24.80,23.30,23.85,-1.15,"2,328",5871
100/12/15,"5,629,480","132,436,476",23.50,24.05,22.85,23.85, 0.00,"1,861",5871
100/12/16,"4,111,486","99,457,156",23.70,24.60,23.65,24.50,+0.65,"1,236",5871
100/12/19,"3,498,390","83,003,326",24.45,24.45,23.05,23.40,-1.10,876,5871
100/12/20,"7,878,308","194,524,300",23.50,25.00,23.50,24.70,+1.30,"1,455",5871
100/12/21,"11,966,323","309,763,124",25.40,26.40,25.20,26.40,+1.70,"2,741",5871
100/12/22,"4,435,324","116,267,685",26.30,26.60,25.90,26.25,-0.15,"1,283",5871
100/12/23,"8,336,968","223,055,588",26.50,27.10,26.25,26.90,+0.65,"2,440",5871
100/12/26,"14,889,645","414,948,471",26.90,28.75,26.50,27.40,+0.50,"3,149",5871
100/12/27,"9,051,422","254,517,788",27.40,28.60,27.20,28.40,+1.00,"2,918",5871
100/12/28,"5,367,037","152,134,747",27.90,28.55,27.85,28.45,+0.05,"1,791",5871
100/12/29,"2,863,314","80,152,616",28.25,28.25,27.75,27.95,-0.50,974,5871
100/12/30,"5,288,765","145,144,752",28.25,28.30,26.80,27.50,-0.45,"1,770",5871
101/01/02,"2,380,200","64,913,170",27.30,27.60,26.80,27.60,+0.10,"1,069",5871
101/01/03,"3,664,758","103,154,074",27.60,28.50,27.60,28.35,+0.75,"1,216",5871
101/01/04,"4,263,314","122,969,642",28.50,29.20,28.35,28.70,+0.35,"1,328",5871
101/01/05,"2,327,700","66,755,768",28.70,28.95,28.35,28.60,-0.10,"1,046",5871
101/01/06,"4,490,243","131,099,645",28.85,29.60,28.70,28.75,+0.15,"1,343",5871
101/01/09,"3,913,160","110,276,330",28.60,28.75,27.85,28.00,-0.75,"1,242",5871
101/01/10,"2,868,204","81,842,164",28.00,29.00,27.90,28.50,+0.50,"1,006",5871
