日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,股票代號
 99/01/04,"63,490,223","625,517,331",9.88,9.94,9.72,9.90,+0.10,"7,462",2883
 99/01/05,"68,540,135","689,744,702",9.99,10.25,9.91,9.98,+0.08,"9,253",2883
 99/01/06,"50,089,647","500,252,208",10.10,10.15,9.89,10.00,+0.02,"7,891",2883
 99/01/07,"46,679,991","469,074,122",10.05,10.15,9.95,9.98,-0.02,"6,629",2883
 99/01/08,"53,306,500","540,472,642",10.10,10.25,9.98,10.10,+0.12,"7,515",2883
 99/01/11,"54,172,134","560,755,678",10.20,10.50,10.15,10.40,+0.30,"7,305",2883
 99/01/12,"37,560,390","387,734,453",10.50,10.55,10.20,10.25,-0.15,"5,281",2883
 99/01/13,"28,562,548","288,640,166",10.15,10.20,10.05,10.10,-0.15,"3,800",2883
 99/01/14,"26,335,073","266,360,022",10.10,10.20,10.05,10.10, 0.00,"3,313",2883
 99/01/15,"28,633,624","291,946,434",10.20,10.30,10.10,10.15,+0.05,"4,410",2883
 99/01/18,"24,303,704","245,134,491",10.00,10.15,10.00,10.10,-0.05,"3,076",2883
 99/01/19,"28,446,926","286,216,160",10.15,10.20,10.00,10.00,-0.10,"3,960",2883
 99/01/20,"39,256,081","389,872,762",10.10,10.10,9.80,9.80,-0.20,"5,195",2883
 99/01/21,"27,267,811","266,413,036",9.80,9.88,9.66,9.69,-0.11,"4,182",2883
 99/01/22,"44,458,734","418,126,695",9.55,9.55,9.30,9.33,-0.36,"6,063",2883
 99/01/25,"31,721,976","292,321,493",9.27,9.31,9.12,9.13,-0.20,"4,584",2883
 99/01/26,"46,582,789","419,504,134",9.16,9.20,8.84,8.85,-0.28,"6,283",2883
 99/01/27,"21,426,701","190,189,200",8.94,8.94,8.83,8.88,+0.03,"3,196",2883
 99/01/28,"27,019,131","243,809,627",8.94,9.14,8.90,9.01,+0.13,"3,773",2883
 99/01/29,"30,084,355","266,068,205",8.90,8.92,8.75,8.88,-0.13,"4,242",2883
 99/02/01,"21,762,407","191,380,981",8.95,8.96,8.68,8.68,-0.20,"3,478",2883
 99/02/02,"26,748,735","233,064,302",8.90,8.90,8.56,8.60,-0.08,"3,981",2883
 99/02/03,"18,564,410","161,520,083",8.70,8.76,8.62,8.73,+0.13,"2,537",2883
 99/02/04,"14,979,836","131,201,893",8.79,8.81,8.70,8.76,+0.03,"2,555",2883
 99/02/05,"35,840,751","300,302,248",8.59,8.59,8.20,8.20,-0.56,"4,935",2883
 99/02/06,"16,864,648","139,036,290",8.25,8.34,8.13,8.28,+0.08,"2,716",2883
 99/02/08,"21,456,580","178,723,586",8.28,8.49,8.21,8.49,+0.21,"3,318",2883
 99/02/09,"16,909,687","144,734,706",8.49,8.64,8.41,8.62,+0.13,"3,078",2883
 99/02/10,"25,476,514","218,887,415",8.65,8.69,8.52,8.52,-0.10,"3,748",2883
 99/02/22,"20,604,328","180,422,818",8.72,8.83,8.65,8.80,+0.28,"3,495",2883
 99/02/23,"12,729,822","112,195,439",8.81,8.88,8.74,8.82,+0.02,"2,425",2883
 99/02/24,"18,263,975","161,410,999",8.78,8.95,8.73,8.82, 0.00,"3,270",2883
 99/02/25,"23,482,641","205,070,224",8.90,8.90,8.60,8.66,-0.16,"3,700",2883
 99/02/26,"9,718,128","84,838,013",8.70,8.78,8.69,8.73,+0.07,"2,029",2883
 99/03/01,"16,196,498","143,936,818",8.73,8.96,8.73,8.86,+0.13,"2,718",2883
 99/03/02,"8,835,558","78,544,106",8.92,8.93,8.86,8.87,+0.01,"1,517",2883
 99/03/03,"17,814,435","160,297,223",8.90,9.07,8.90,9.03,+0.16,"2,956",2883
 99/03/04,"28,670,597","255,292,172",9.10,9.10,8.76,8.81,-0.22,"4,477",2883
 99/03/05,"20,572,626","184,743,114",8.90,9.05,8.90,8.95,+0.14,"3,184",2883
 99/03/08,"13,604,641","122,558,179",8.97,9.05,8.97,9.00,+0.05,"1,989",2883
