日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,股票代號
 99/01/04,"5,207,078","90,440,885",17.50,17.50,17.20,17.40,+0.25,"1,674",2615
 99/01/05,"6,181,976","108,752,171",17.40,17.80,17.30,17.50,+0.10,"1,572",2615
 99/01/06,"3,201,514","55,933,930",17.80,17.80,17.30,17.50, 0.00,"1,221",2615
 99/01/07,"4,460,999","77,942,369",17.50,17.65,17.30,17.30,-0.20,"1,363",2615
 99/01/08,"4,285,927","75,003,764",17.30,17.75,17.25,17.55,+0.25,"1,278",2615
 99/01/11,"4,459,544","79,190,709",17.40,17.95,17.35,17.80,+0.25,"1,309",2615
 99/01/12,"3,925,382","68,651,072",17.80,17.95,17.30,17.35,-0.45,"1,102",2615
 99/01/13,"1,976,818","34,156,594",17.20,17.35,17.20,17.35, 0.00,695,2615
 99/01/14,"3,084,309","54,098,547",17.35,17.75,17.35,17.65,+0.30,"1,082",2615
 99/01/15,"3,399,523","60,635,765",17.90,17.95,17.65,17.85,+0.20,"1,244",2615
 99/01/18,"1,581,389","27,996,741",17.50,17.95,17.50,17.85, 0.00,617,2615
 99/01/19,"3,009,183","53,438,096",17.85,17.90,17.55,17.60,-0.25,930,2615
 99/01/20,"2,229,529","39,198,147",17.80,17.85,17.40,17.50,-0.10,"1,163",2615
 99/01/21,"1,920,092","33,240,127",17.45,17.50,17.20,17.30,-0.20,772,2615
 99/01/22,"3,263,441","54,617,922",17.00,17.10,16.50,16.50,-0.80,"1,376",2615
 99/01/25,"1,865,089","30,497,813",16.15,16.65,16.15,16.50, 0.00,842,2615
 99/01/26,"5,120,553","81,091,366",16.60,16.60,15.35,15.45,-1.05,"1,754",2615
 99/01/27,"3,187,958","49,538,991",15.40,15.75,15.40,15.50,+0.05,762,2615
 99/01/28,"1,992,579","31,294,394",15.50,15.95,15.50,15.60,+0.10,676,2615
 99/01/29,"3,331,283","52,467,843",15.60,16.00,15.45,16.00,+0.40,"1,286",2615
 99/02/01,"2,193,794","34,462,359",16.00,16.05,15.50,15.60,-0.40,861,2615
 99/02/02,"2,533,240","39,736,662",15.80,15.90,15.50,15.80,+0.20,756,2615
 99/02/03,"1,413,618","22,434,412",15.85,16.00,15.60,15.90,+0.10,468,2615
 99/02/04,"1,099,070","17,238,989",15.90,15.90,15.60,15.70,-0.20,449,2615
 99/02/05,"2,462,860","37,553,567",15.50,15.60,15.10,15.10,-0.60,844,2615
 99/02/06,"1,135,000","17,036,995",14.90,15.30,14.90,15.10, 0.00,414,2615
 99/02/08,"2,359,818","35,401,253",15.05,15.25,14.90,15.05,-0.05,"1,206",2615
 99/02/09,"1,618,390","24,537,712",15.05,15.30,14.90,15.30,+0.25,552,2615
 99/02/10,"1,640,638","25,093,204",15.55,15.55,15.15,15.40,+0.10,667,2615
 99/02/22,"2,896,963","46,203,099",15.60,16.30,15.45,16.00,+0.60,"1,094",2615
 99/02/23,"2,419,768","39,267,258",16.30,16.45,15.90,16.10,+0.10,"1,205",2615
 99/02/24,"2,779,780","44,678,752",16.00,16.30,15.90,16.20,+0.10,"1,279",2615
 99/02/25,"2,261,218","36,461,574",16.20,16.40,15.90,16.05,-0.15,957,2615
 99/02/26,"1,544,731","24,913,886",16.05,16.25,15.80,16.25,+0.20,515,2615
