日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,股票代號
 99/01/04,"5,429,774","212,092,647",39.40,39.45,38.80,38.90,-0.55,"1,941",1216
 99/01/05,"15,419,253","593,951,437",39.00,39.30,38.25,38.35,-0.55,"4,711",1216
 99/01/06,"8,292,424","321,546,660",38.40,39.00,38.40,38.95,+0.60,"2,561",1216
 99/01/07,"18,274,471","699,097,948",38.60,38.80,37.95,38.00,-0.95,"5,227",1216
 99/01/08,"13,417,535","510,117,980",38.00,38.20,37.90,38.00, 0.00,"3,486",1216
 99/01/11,"20,173,664","769,306,915",38.00,38.50,37.90,38.15,+0.15,"3,976",1216
 99/01/12,"16,585,636","627,437,015",38.15,38.20,37.60,37.85,-0.30,"4,443",1216
 99/01/13,"13,205,671","496,924,994",37.80,38.05,37.45,37.55,-0.30,"3,906",1216
 99/01/14,"11,586,066","435,192,328",37.60,37.70,37.50,37.55, 0.00,"4,253",1216
 99/01/15,"10,749,516","403,798,163",37.70,37.85,37.45,37.50,-0.05,"3,427",1216
 99/01/18,"11,188,860","416,411,632",37.35,37.45,37.10,37.20,-0.30,"3,901",1216
 99/01/19,"7,755,833","289,684,914",37.10,37.60,37.10,37.50,+0.30,"3,204",1216
 99/01/20,"7,865,149","295,811,315",37.75,37.80,37.40,37.60,+0.10,"2,860",1216
 99/01/21,"6,585,133","246,739,306",37.65,37.80,37.20,37.30,-0.30,"2,720",1216
 99/01/22,"13,468,218","491,777,080",37.00,37.10,36.05,36.10,-1.20,"4,177",1216
 99/01/25,"7,963,469","284,625,912",35.85,36.00,35.55,35.80,-0.30,"2,591",1216
 99/01/26,"13,694,347","477,302,156",36.00,36.00,33.60,33.80,-2.00,"4,498",1216
 99/01/27,"10,545,695","359,652,205",34.00,34.40,33.80,34.10,+0.30,"3,101",1216
 99/01/28,"5,720,104","197,533,803",34.60,34.80,34.15,34.35,+0.25,"2,435",1216
 99/01/29,"8,147,664","276,425,036",34.35,34.35,33.55,34.20,-0.15,"2,700",1216
 99/02/01,"6,257,786","214,007,052",34.60,34.60,34.00,34.20, 0.00,"2,194",1216
 99/02/02,"20,391,473","717,255,316",34.65,35.60,34.55,34.75,+0.55,"5,688",1216
 99/02/03,"7,310,082","256,967,750",35.40,35.40,34.90,35.15,+0.40,"2,628",1216
 99/02/04,"4,335,222","151,107,120",35.30,35.30,34.55,34.75,-0.40,"1,708",1216
 99/02/05,"10,519,574","351,419,977",33.90,34.20,32.80,33.25,-1.50,"3,610",1216
 99/02/06,"4,089,290","136,961,736",33.50,33.65,32.95,33.55,+0.30,"1,363",1216
 99/02/08,"3,901,078","130,700,056",33.55,33.95,33.20,33.45,-0.10,"1,609",1216
 99/02/09,"5,601,780","189,886,620",33.40,34.45,33.20,33.90,+0.45,"2,051",1216
 99/02/10,"15,159,194","516,048,635",34.30,34.35,33.80,33.95,+0.05,"4,264",1216
 99/02/22,"11,702,555","407,015,525",34.85,35.20,34.40,35.20,+1.25,"3,978",1216
 99/02/23,"13,120,578","466,198,577",35.20,35.95,35.05,35.95,+0.75,"4,278",1216
 99/02/24,"11,838,939","423,972,843",35.50,36.15,35.35,35.95, 0.00,"3,135",1216
 99/02/25,"14,364,824","516,490,360",36.30,36.30,35.65,35.75,-0.20,"3,704",1216
 99/02/26,"8,553,694","306,046,780",36.10,36.10,35.55,35.60,-0.15,"1,649",1216
 99/03/01,"12,567,372","461,302,860",36.10,37.00,35.80,36.70,+1.10,"3,816",1216
 99/03/02,"9,524,978","348,801,522",37.00,37.00,36.20,36.45,-0.25,"1,644",1216
 99/03/03,"15,730,927","566,229,990",36.30,36.55,35.70,35.80,-0.65,"3,141",1216
 99/03/04,"14,594,246","521,892,017",36.30,36.30,35.10,35.45,-0.35,"3,092",1216
 99/03/05,"8,893,246","321,183,993",36.00,36.50,35.75,36.20,+0.75,"2,981",1216
 99/03/08,"5,499,354","199,381,695",36.20,36.45,36.10,36.25,+0.05,"1,880",1216
 99/03/09,"6,016,646","218,741,074",36.40,36.70,36.10,36.25, 0.00,"1,996",1216
 99/03/10,"6,643,669","241,509,552",36.50,36.65,36.15,36.25, 0.00,"2,221",1216
 99/03/11,"5,393,609","194,546,513",36.35,36.45,35.80,35.80,-0.45,"1,912",1216
 99/03/12,"7,846,395","281,293,265",35.90,36.00,35.70,35.75,-0.05,"1,865",1216
 99/03/15,"8,273,430","293,462,936",35.90,35.90,35.15,35.15,-0.60,"2,783",1216
 99/03/16,"7,316,183","257,455,153",35.30,35.50,35.10,35.30,+0.15,"2,047",1216
 99/03/17,"11,728,494","420,486,790",35.80,36.10,35.60,36.05,+0.75,"3,268",1216
 99/03/18,"13,912,868","499,972,748",36.10,36.40,35.65,35.75,-0.30,"3,888",1216
 99/03/19,"19,487,860","685,836,740",35.75,35.75,35.00,35.05,-0.70,"5,803",1216
 99/03/22,"12,330,098","432,445,962",35.30,35.40,34.80,35.30,+0.25,"3,567",1216
 99/03/23,"9,429,413","330,203,805",35.40,35.45,34.80,34.90,-0.40,"3,757",1216
 99/03/24,"10,089,113","351,371,054",35.00,35.05,34.60,34.65,-0.25,"3,645",1216
 99/03/25,"8,713,353","300,520,396",34.80,34.80,34.30,34.50,-0.15,"2,627",1216
