日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,股票代號
113/01/25,"761,827","245,091,370",322.50,325.50,319.00,321.00,X0.00,"1,287",6446
113/01/26,"694,031","223,058,049",321.00,324.00,319.00,319.00,-2.00,"1,127",6446
113/01/29,"663,196","211,388,200",319.00,321.50,316.50,319.00, 0.00,"1,399",6446
113/01/30,"1,037,008","327,547,885",320.50,321.00,314.00,314.50,-4.50,"1,868",6446
113/01/31,"816,949","256,583,192",313.50,316.00,311.50,315.00,+0.50,"1,398",6446
113/02/01,"591,938","185,704,622",316.00,316.00,311.50,314.00,-1.00,"1,519",6446
113/02/02,"1,268,446","395,331,844",314.00,315.00,309.00,315.00,+1.00,"2,100",6446
113/02/05,"960,556","298,148,024",312.50,313.00,309.00,309.50,-5.50,"2,864",6446
113/02/15,"1,954,010","614,175,780",311.00,322.00,307.50,311.50,+2.00,"2,800",6446
113/02/16,"927,814","292,220,115",313.00,317.00,311.50,315.00,+3.50,"2,181",6446
113/02/19,"981,834","312,395,492",318.50,321.00,315.50,319.50,+4.50,"1,731",6446
113/02/20,"1,972,888","643,525,806",322.50,329.00,320.00,328.00,+8.50,"2,554",6446
113/02/21,"1,096,210","359,616,511",328.50,330.00,324.50,329.50,+1.50,"7,315",6446
113/02/22,"798,866","260,108,166",328.50,329.00,323.50,325.00,-4.50,"3,483",6446
113/02/23,"1,092,632","356,490,552",325.00,329.00,322.50,324.00,-1.00,"1,353",6446
113/02/26,"1,453,959","479,737,218",325.00,333.50,324.00,332.00,+8.00,"2,852",6446
113/02/27,"1,162,705","379,263,919",330.00,331.00,323.50,324.00,-8.00,"5,851",6446
113/02/29,"2,972,300","967,508,675",323.50,328.50,318.00,328.50,+4.50,"2,140",6446
113/03/01,"937,197","305,545,185",324.00,329.00,324.00,324.50,-4.00,"1,312",6446
113/03/04,"1,137,565","364,473,847",324.50,324.50,318.00,319.50,-5.00,"2,196",6446
113/03/05,"875,869","278,834,193",319.50,322.50,316.00,316.50,-3.00,"1,443",6446
113/03/06,"2,517,396","827,068,803",326.00,336.00,323.00,324.00,+7.50,"3,247",6446
113/03/07,"1,712,882","550,648,414",323.00,328.00,316.50,328.00,+4.00,"5,226",6446
113/03/08,"1,462,226","473,744,451",325.00,330.50,319.50,320.00,-8.00,"2,354",6446
113/03/11,"970,169","314,528,806",320.00,327.50,319.00,326.00,+6.00,"1,568",6446
113/03/12,"1,008,368","332,126,598",326.50,331.00,326.50,329.00,+3.00,"1,333",6446
113/03/13,"1,096,540","360,451,755",329.00,331.00,325.50,329.50,+0.50,"2,129",6446
113/03/14,"951,647","314,135,776",330.00,333.00,328.50,329.00,-0.50,"6,238",6446
113/03/15,"1,499,923","489,229,388",332.50,332.50,323.00,326.50,-2.50,"6,027",6446
113/03/18,"591,686","193,539,429",327.50,329.50,324.00,329.00,+2.50,"1,489",6446
113/03/19,"1,497,002","498,780,635",329.00,336.00,329.00,332.50,+3.50,"2,132",6446
113/03/20,"748,367","248,645,035",335.00,335.50,330.00,331.50,-1.00,"1,289",6446
113/03/21,"649,479","213,617,425",332.50,332.50,327.50,328.00,-3.50,"1,138",6446
113/03/22,"498,681","162,940,535",328.00,329.50,325.50,326.00,-2.00,943,6446
113/03/25,"467,845","153,094,790",325.50,330.00,325.50,325.50,-0.50,"1,435",6446
113/03/26,"1,410,543","451,809,942",328.00,328.00,316.00,318.00,-7.50,"2,933",6446
113/03/27,"915,897","294,510,135",319.00,326.50,318.50,320.00,+2.00,"1,826",6446
113/03/28,"495,771","158,334,928",320.00,322.00,318.00,320.00, 0.00,"2,091",6446
113/03/29,"600,474","193,504,192",320.00,325.00,320.00,322.00,+2.00,862,6446
113/04/01,"1,267,583","417,927,976",327.00,333.00,325.00,329.50,+7.50,"3,138",6446
113/04/02,"544,470","179,086,481",329.50,332.00,327.50,329.00,-0.50,"4,435",6446
113/04/03,"1,509,546","486,788,297",325.50,326.00,320.00,323.00,-6.00,"2,458",6446
113/04/08,"1,495,023","488,700,655",328.00,333.00,325.00,325.00,+2.00,"1,960",6446
113/04/09,"1,348,568","441,466,942",326.50,331.00,326.00,326.00,+1.00,"2,557",6446
113/04/10,"1,352,774","444,632,216",327.00,331.50,326.50,328.00,+2.00,"1,297",6446
113/04/11,"1,206,923","393,025,451",328.00,330.50,322.50,323.00,-5.00,"1,979",6446
113/04/12,"1,588,766","508,804,495",322.00,322.50,317.50,320.50,-2.50,"1,760",6446
113/04/15,"1,601,747","506,975,512",318.50,319.00,313.00,314.00,-6.50,"2,254",6446
113/04/16,"2,132,768","653,751,311",312.00,314.00,302.00,303.50,-10.50,"3,118",6446
113/04/17,"3,250,887","952,715,631",304.50,310.00,304.50,307.00,+3.50,"1,208",6446
113/04/18,"1,249,214","376,206,235",304.50,305.00,297.50,302.00,-5.00,"1,854",6446
113/04/19,"3,334,209","966,563,912",303.00,304.50,281.00,285.50,-16.50,"5,030",6446
113/04/22,"1,435,876","417,507,101",289.00,297.50,287.00,288.00,+2.50,"1,892",6446
113/04/23,"899,054","260,188,785",290.00,293.50,286.50,287.50,-0.50,"2,026",6446
