日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,股票代號
 99/01/04,"65,258","4,989,558",76.50,76.70,76.10,76.50,-0.40,53,2207
 99/01/05,"173,321","13,299,636",76.70,77.00,76.50,76.90,+0.40,98,2207
 99/01/06,"139,435","10,688,938",76.90,76.90,76.50,76.70,-0.20,95,2207
 99/01/07,"228,501","17,589,625",76.90,77.20,76.50,76.90,+0.20,151,2207
 99/01/08,"120,347","9,288,121",76.90,77.40,76.90,77.30,+0.40,88,2207
 99/01/11,"107,050","8,275,100",77.90,77.90,76.90,76.90,-0.40,64,2207
 99/01/12,"111,350","8,526,279",76.90,77.10,76.30,76.30,-0.60,82,2207
 99/01/13,"176,627","13,397,348",76.30,76.30,75.70,75.70,-0.60,115,2207
 99/01/14,"117,368","8,882,992",75.70,76.40,75.60,75.80,+0.10,93,2207
 99/01/15,"86,494","6,538,296",75.70,76.00,75.50,75.50,-0.30,70,2207
 99/01/18,"215,330","16,221,679",75.50,75.60,75.10,75.40,-0.10,170,2207
 99/01/19,"250,300","18,815,279",75.40,76.30,74.80,75.20,-0.20,156,2207
 99/01/20,"293,488","21,901,158",75.00,75.10,74.40,74.60,-0.60,209,2207
 99/01/21,"305,010","22,863,247",74.30,75.50,74.20,74.90,+0.30,243,2207
 99/01/22,"187,595","13,895,047",74.90,74.90,73.60,73.60,-1.30,128,2207
 99/01/25,"180,319","13,219,017",73.50,74.00,72.40,72.40,-1.20,121,2207
 99/01/26,"427,211","29,789,321",72.60,72.90,68.00,69.10,-3.30,306,2207
 99/01/27,"395,020","27,281,855",69.10,69.20,68.90,69.20,+0.10,279,2207
 99/01/28,"186,444","13,041,467",69.20,70.20,69.20,70.10,+0.90,149,2207
 99/01/29,"237,269","16,581,030",69.90,70.40,69.10,69.90,-0.20,165,2207
 99/02/01,"372,203","25,769,423",69.90,70.00,69.00,69.20,-0.70,251,2207
 99/02/02,"472,910","32,754,316",69.10,69.80,69.00,69.30,+0.10,338,2207
 99/02/03,"392,230","27,034,670",69.30,69.30,68.60,69.00,-0.30,223,2207
 99/02/04,"531,096","35,811,946",68.70,68.70,65.90,67.60,-1.40,317,2207
 99/02/05,"587,260","38,074,629",66.00,66.00,64.10,64.90,-2.70,318,2207
 99/02/06,"284,911","18,164,615",64.50,65.60,62.80,64.50,-0.40,148,2207
 99/02/08,"461,303","29,333,992",64.50,64.50,63.20,63.40,-1.10,296,2207
 99/02/09,"584,343","37,377,881",63.20,64.70,62.90,64.30,+0.90,317,2207
 99/02/10,"517,309","33,717,075",64.30,65.90,64.20,65.30,+1.00,386,2207
 99/02/22,"348,503","22,687,595",66.40,66.40,64.30,65.00,-0.30,270,2207
 99/02/23,"311,879","20,177,741",65.00,65.00,64.60,64.60,-0.40,209,2207
 99/02/24,"345,744","22,256,160",64.60,65.00,63.70,65.00,+0.40,260,2207
 99/02/25,"306,330","19,950,250",66.00,66.00,64.70,65.00, 0.00,222,2207
 99/02/26,"503,940","33,001,690",65.80,66.40,65.00,65.50,+0.50,284,2207
 99/03/01,"317,853","20,819,527",65.90,65.90,65.00,65.50, 0.00,226,2207
 99/03/02,"644,621","42,475,597",65.60,66.20,65.60,65.80,+0.30,342,2207
 99/03/03,"910,487","59,898,643",66.40,66.40,65.50,65.80, 0.00,506,2207
 99/03/04,"504,987","33,131,548",66.10,66.10,65.30,65.50,-0.30,308,2207
 99/03/05,"426,701","28,018,471",65.50,66.00,65.50,65.70,+0.20,254,2207
 99/03/08,"662,535","43,454,141",65.80,65.90,65.30,65.90,+0.20,402,2207
 99/03/09,"612,520","41,262,161",66.10,68.40,66.00,68.20,+2.30,379,2207
 99/03/10,"224,992","15,243,552",68.20,68.20,67.20,67.70,-0.50,154,2207
 99/03/11,"185,632","12,515,944",67.70,67.80,67.00,67.60,-0.10,162,2207
 99/03/12,"174,936","11,794,012",67.60,67.70,67.10,67.50,-0.10,135,2207
 99/03/15,"174,503","11,719,451",67.70,67.80,66.50,66.90,-0.60,119,2207
 99/03/16,"102,006","6,876,705",66.80,67.60,66.80,67.60,+0.70,58,2207
 99/03/17,"554,127","37,477,084",67.30,68.00,67.30,68.00,+0.40,306,2207
 99/03/18,"731,977","49,981,340",68.00,69.00,67.60,68.20,+0.20,354,2207
 99/03/19,"405,354","27,538,429",68.00,68.10,67.70,68.00,-0.20,176,2207
 99/03/22,"157,492","10,651,258",68.00,68.00,67.30,67.90,-0.10,105,2207
 99/03/23,"236,789","16,133,552",67.90,68.50,67.80,68.50,+0.60,122,2207
 99/03/24,"242,165","16,596,766",68.50,69.00,68.30,68.80,+0.30,163,2207
 99/03/25,"294,911","20,342,166",68.80,69.90,68.40,69.40,+0.60,190,2207
 99/03/26,"363,190","25,383,123",69.40,70.50,69.00,70.10,+0.70,200,2207
 99/03/29,"544,611","38,820,535",70.20,72.00,70.20,71.00,+0.90,171,2207
 99/03/30,"334,654","23,788,099",71.30,71.70,70.50,71.00, 0.00,117,2207
 99/03/31,"289,109","20,420,094",71.50,71.50,70.10,70.10,-0.90,149,2207
 99/04/01,"299,341","21,217,105",70.50,71.40,70.10,71.00,+0.90,207,2207
 99/04/02,"225,680","16,129,083",71.80,71.80,71.00,71.50,+0.50,137,2207
 99/04/06,"564,250","41,288,675",72.00,74.30,71.60,72.50,+1.00,351,2207
 99/04/07,"492,429","36,007,401",73.90,73.90,72.20,73.40,+0.90,224,2207
 99/04/08,"162,500","11,934,200",73.50,74.00,72.10,73.40, 0.00,119,2207
 99/04/09,"372,530","27,537,671",73.40,74.70,73.40,74.10,+0.70,301,2207
 99/04/12,"268,132","19,988,927",75.00,75.50,73.10,73.70,-0.40,180,2207
 99/04/13,"278,305","20,279,347",73.30,73.70,72.20,72.30,-1.40,189,2207
 99/04/14,"122,461","8,944,853",72.30,73.30,72.30,73.30,+1.00,71,2207
 99/04/15,"179,594","13,284,762",73.30,74.40,73.30,73.50,+0.20,137,2207
 99/04/16,"220,003","16,113,120",73.40,73.60,72.80,73.60,+0.10,164,2207
