日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,股票代號
100/12/01,"25,287,081","482,881,133",19.30,19.35,18.75,19.15,X0.00,"5,896",5880
100/12/02,"12,256,249","234,618,197",19.15,19.30,19.05,19.25,+0.10,"2,711",5880
100/12/05,"4,455,326","84,295,140",19.25,19.25,18.80,18.90,-0.35,"1,634",5880
100/12/06,"6,344,073","117,939,601",18.70,18.80,18.45,18.45,-0.45,"1,955",5880
100/12/07,"5,454,674","100,903,100",18.50,18.60,18.35,18.45, 0.00,"1,617",5880
100/12/08,"7,187,643","130,214,259",18.45,18.45,18.00,18.05,-0.40,"2,129",5880
100/12/09,"9,292,943","166,615,391",17.80,18.20,17.55,18.15,+0.10,"2,618",5880
100/12/12,"5,829,569","105,680,591",18.40,18.40,18.00,18.05,-0.10,"1,438",5880
100/12/13,"4,640,555","82,533,857",17.70,17.90,17.70,17.80,-0.25,"1,527",5880
100/12/14,"3,541,827","63,661,286",17.80,18.10,17.75,17.95,+0.15,"1,340",5880
100/12/15,"8,743,608","153,797,801",17.75,17.75,17.50,17.55,-0.40,"2,448",5880
100/12/16,"5,738,648","100,700,796",17.60,17.65,17.50,17.50,-0.05,"1,170",5880
100/12/19,"9,051,364","154,564,627",17.50,17.50,16.90,16.90,-0.60,"2,314",5880
100/12/20,"7,437,266","126,467,014",17.05,17.15,16.80,17.05,+0.15,"1,981",5880
100/12/21,"12,615,657","227,892,628",17.75,18.20,17.70,18.20,+1.15,"3,354",5880
100/12/22,"5,858,580","106,117,420",18.30,18.40,18.00,18.10,-0.10,"1,803",5880
100/12/23,"7,745,969","142,794,106",18.30,18.60,18.15,18.30,+0.20,"2,547",5880
100/12/26,"4,151,526","75,301,831",18.40,18.40,18.00,18.00,-0.30,"1,072",5880
100/12/27,"3,849,214","69,505,966",18.00,18.20,17.85,18.20,+0.20,"1,137",5880
100/12/28,"2,885,681","52,134,966",18.10,18.20,17.90,18.20, 0.00,"1,131",5880
100/12/29,"3,803,323","68,841,196",18.10,18.20,17.95,18.10,-0.10,969,5880
100/12/30,"4,123,873","75,022,170",18.25,18.35,18.05,18.20,+0.10,"1,252",5880
101/01/02,"4,306,654","76,638,986",18.20,18.20,17.60,17.70,-0.50,"1,355",5880
101/01/03,"5,024,850","90,298,079",17.80,18.00,17.80,18.00,+0.30,"1,489",5880
101/01/04,"7,488,242","134,434,163",18.10,18.10,17.80,17.80,-0.20,"2,147",5880
101/01/05,"6,334,635","113,713,489",17.80,18.05,17.80,18.05,+0.25,"1,242",5880
101/01/06,"6,041,412","107,499,724",17.95,18.00,17.70,17.90,-0.15,"1,728",5880
101/01/09,"4,027,280","71,165,305",17.90,17.90,17.60,17.60,-0.30,"1,084",5880
101/01/10,"5,443,914","97,401,342",17.70,18.00,17.70,17.80,+0.20,"1,945",5880
101/01/11,"3,666,385","65,589,125",17.85,17.95,17.80,17.85,+0.05,"1,164",5880
