日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,股票代號
 99/01/04,"12,963,867","157,972,089",12.15,12.35,12.00,12.25,+0.10,"2,556",2609
 99/01/05,"23,725,246","297,202,612",12.35,12.70,12.30,12.50,+0.25,"4,167",2609
 99/01/06,"15,153,455","189,513,809",12.60,12.60,12.35,12.55,+0.05,"2,638",2609
 99/01/07,"20,727,420","261,647,133",12.60,12.80,12.50,12.55, 0.00,"3,692",2609
 99/01/08,"25,063,455","319,979,383",12.55,12.95,12.55,12.75,+0.20,"4,589",2609
 99/01/11,"27,873,517","363,094,517",12.70,13.15,12.70,13.15,+0.40,"4,780",2609
 99/01/12,"13,912,021","180,563,180",13.20,13.20,12.85,13.00,-0.15,"2,871",2609
 99/01/13,"22,341,128","282,185,679",12.85,12.90,12.45,12.50,-0.50,"3,479",2609
 99/01/14,"7,706,303","97,306,933",12.50,12.70,12.50,12.65,+0.15,"1,549",2609
 99/01/15,"14,378,527","184,212,379",12.75,12.90,12.75,12.85,+0.20,"2,605",2609
 99/01/18,"6,347,196","80,721,436",12.65,12.80,12.60,12.75,-0.10,"1,482",2609
 99/01/19,"7,762,040","97,911,486",12.85,12.90,12.50,12.50,-0.25,"1,749",2609
 99/01/20,"7,888,103","99,630,515",12.75,12.75,12.55,12.60,+0.10,"1,626",2609
 99/01/21,"6,640,873","83,656,672",12.60,12.75,12.50,12.55,-0.05,"1,247",2609
 99/01/22,"14,487,146","177,674,817",12.35,12.45,12.15,12.20,-0.35,"2,518",2609
 99/01/25,"12,231,932","146,725,021",12.10,12.15,11.85,11.85,-0.35,"2,129",2609
 99/01/26,"14,780,970","171,050,141",11.85,11.95,11.30,11.30,-0.55,"3,050",2609
 99/01/27,"8,284,900","93,840,122",11.30,11.45,11.20,11.25,-0.05,"1,805",2609
 99/01/28,"6,300,914","71,893,101",11.30,11.50,11.30,11.40,+0.15,"1,151",2609
 99/01/29,"6,144,484","69,726,105",11.30,11.50,11.20,11.50,+0.10,"1,627",2609
 99/02/01,"4,821,559","54,500,864",11.45,11.50,11.20,11.20,-0.30,"1,333",2609
 99/02/02,"11,217,048","123,649,753",11.30,11.35,10.80,10.85,-0.35,"2,597",2609
 99/02/03,"6,243,089","67,831,963",11.00,11.00,10.75,10.80,-0.05,"1,450",2609
 99/02/04,"3,228,803","35,226,177",10.90,11.00,10.80,10.95,+0.15,898,2609
 99/02/05,"7,455,435","78,899,625",10.80,10.80,10.35,10.55,-0.40,"1,775",2609
 99/02/06,"4,364,170","45,116,900",10.55,10.60,10.20,10.30,-0.25,"1,111",2609
 99/02/08,"11,521,561","116,426,458",10.30,10.30,10.00,10.15,-0.15,"2,832",2609
 99/02/09,"7,826,218","80,274,058",10.00,10.45,10.00,10.20,+0.05,"1,571",2609
 99/02/10,"6,183,411","65,078,816",10.40,10.65,10.35,10.65,+0.45,"1,611",2609
 99/02/22,"5,022,519","54,395,196",10.90,10.90,10.75,10.90,+0.25,"1,070",2609
 99/02/23,"14,192,537","159,423,204",10.85,11.40,10.85,11.40,+0.50,"3,106",2609
 99/02/24,"14,561,901","168,789,750",11.40,11.80,11.25,11.50,+0.10,"3,446",2609
 99/02/25,"9,259,667","105,424,745",11.55,11.60,11.20,11.25,-0.25,"2,341",2609
 99/02/26,"4,013,896","45,371,012",11.25,11.40,11.25,11.30,+0.05,679,2609
 99/03/01,"5,471,681","63,162,277",11.50,11.70,11.30,11.50,+0.20,"1,400",2609
 99/03/02,"4,331,182","50,014,829",11.60,11.65,11.50,11.55,+0.05,744,2609
 99/03/03,"4,458,241","52,024,297",11.55,11.75,11.55,11.70,+0.15,"1,060",2609
 99/03/04,"23,493,826","286,426,281",11.70,12.50,11.70,12.15,+0.45,"4,631",2609
 99/03/05,"14,428,971","177,916,557",12.45,12.50,12.20,12.30,+0.15,"3,064",2609
 99/03/08,"13,379,583","166,341,354",12.50,12.50,12.30,12.50,+0.20,"2,354",2609
 99/03/09,"3,749,649","46,414,342",12.50,12.55,12.30,12.35,-0.15,"1,083",2609
 99/03/10,"4,336,781","52,813,933",12.35,12.40,12.10,12.10,-0.25,"1,461",2609
 99/03/11,"3,629,609","44,085,797",12.10,12.30,12.10,12.10, 0.00,912,2609
 99/03/12,"2,588,961","31,280,064",12.15,12.20,12.00,12.10, 0.00,864,2609
 99/03/15,"3,600,765","43,500,878",12.10,12.15,12.00,12.00,-0.10,978,2609
 99/03/16,"2,904,410","35,189,291",12.10,12.15,12.05,12.15,+0.15,631,2609
 99/03/17,"6,214,350","76,398,626",12.25,12.40,12.10,12.35,+0.20,"1,891",2609
 99/03/18,"9,004,643","112,082,683",12.35,12.60,12.30,12.35, 0.00,"1,631",2609
 99/03/19,"7,306,170","90,824,927",12.50,12.50,12.35,12.45,+0.10,"1,594",2609
 99/03/22,"4,044,654","49,754,946",12.45,12.45,12.20,12.30,-0.15,965,2609
 99/03/23,"3,758,858","45,947,309",12.40,12.40,12.05,12.15,-0.15,782,2609
 99/03/24,"2,944,983","36,060,620",12.30,12.35,12.15,12.20,+0.05,784,2609
 99/03/25,"3,471,566","42,038,129",12.20,12.25,12.00,12.15,-0.05,"1,057",2609
 99/03/26,"6,071,178","73,353,227",12.00,12.25,11.95,12.10,-0.05,"1,406",2609
 99/03/29,"7,372,958","88,949,559",12.10,12.20,12.00,12.10, 0.00,"1,767",2609
 99/03/30,"11,699,453","141,277,494",12.00,12.20,12.00,12.20,+0.10,"2,475",2609
 99/03/31,"12,205,960","145,640,004",12.00,12.10,11.85,11.90,-0.30,"2,476",2609
 99/04/01,"13,634,200","160,446,742",11.70,11.85,11.70,11.80,-0.10,"3,574",2609
 99/04/02,"10,320,119","123,863,228",11.85,12.10,11.85,12.10,+0.30,"2,049",2609
 99/04/06,"19,693,045","232,951,640",11.55,12.10,11.55,12.10, 0.00,"4,003",2609
 99/04/07,"4,936,345","59,182,768",12.10,12.10,11.90,12.00,-0.10,"1,267",2609
 99/04/08,"5,237,533","62,784,320",11.90,12.10,11.90,12.00, 0.00,"1,374",2609
 99/04/09,"4,984,723","60,091,526",12.00,12.15,11.90,12.10,+0.10,"1,604",2609
 99/04/12,"7,331,176","88,481,412",12.10,12.20,12.00,12.10, 0.00,"1,359",2609
 99/04/13,"5,668,839","68,168,013",12.10,12.15,11.90,11.95,-0.15,"1,074",2609
 99/04/14,"3,243,752","38,838,785",12.00,12.05,11.90,11.95, 0.00,985,2609
 99/04/15,"26,284,627","326,300,240",12.05,12.75,12.00,12.65,+0.70,"5,468",2609
 99/04/16,"16,142,464","204,257,936",12.80,12.80,12.50,12.60,-0.05,"3,064",2609
 99/04/19,"13,025,501","160,824,122",12.50,12.55,12.20,12.20,-0.40,"2,661",2609
 99/04/20,"6,763,991","83,003,575",12.35,12.45,12.20,12.25,+0.05,"1,502",2609
 99/04/21,"4,257,660","52,467,184",12.25,12.40,12.25,12.30,+0.05,"1,274",2609
 99/04/22,"3,600,701","43,945,687",12.30,12.30,12.10,12.30, 0.00,"1,053",2609
 99/04/23,"5,885,277","72,883,466",12.40,12.45,12.30,12.35,+0.05,"1,718",2609
 99/04/26,"11,393,595","143,406,860",12.50,12.65,12.40,12.60,+0.25,"2,501",2609
 99/04/27,"5,590,585","69,836,778",12.65,12.65,12.45,12.45,-0.15,"1,097",2609
 99/04/28,"7,080,168","86,684,543",12.10,12.35,12.10,12.25,-0.20,"2,083",2609
 99/04/29,"3,333,194","41,152,706",12.25,12.40,12.25,12.35,+0.10,926,2609
 99/04/30,"47,511,527","621,261,362",12.65,13.20,12.60,12.90,+0.55,"7,538",2609
 99/05/03,"10,636,053","136,201,857",12.95,12.95,12.70,12.75,-0.15,"2,266",2609
 99/05/04,"7,890,901","100,136,605",12.90,12.90,12.55,12.55,-0.20,"1,717",2609
 99/05/05,"25,279,341","302,004,905",12.20,12.30,11.75,11.80,-0.75,"4,278",2609
 99/05/06,"13,650,472","159,544,867",11.65,12.00,11.45,11.50,-0.30,"3,353",2609
 99/05/07,"23,163,239","273,369,418",11.30,12.10,11.25,12.00,+0.50,"3,722",2609
 99/05/10,"14,824,675","183,100,837",12.15,12.55,12.05,12.50,+0.50,"2,987",2609
 99/05/11,"11,352,575","141,650,148",12.70,12.80,12.20,12.20,-0.30,"2,349",2609
 99/05/12,"23,334,540","298,646,701",12.40,13.05,12.40,12.75,+0.55,"4,216",2609
 99/05/13,"17,478,696","225,538,661",13.05,13.05,12.80,12.80,+0.05,"3,654",2609
 99/05/14,"28,529,995","375,590,137",12.80,13.35,12.80,13.25,+0.45,"6,123",2609
 99/05/17,"11,014,159","143,272,567",13.20,13.20,12.90,12.95,-0.30,"2,139",2609
 99/05/18,"8,508,399","110,950,797",13.05,13.15,12.90,13.00,+0.05,"1,922",2609
 99/05/19,"22,499,600","297,703,300",13.00,13.50,12.95,13.40,+0.40,"4,028",2609
 99/05/20,"11,772,109","154,419,535",13.40,13.40,12.90,12.90,-0.50,"2,835",2609
 99/05/21,"12,242,031","151,639,218",12.40,12.55,12.20,12.45,-0.45,"2,556",2609
 99/05/24,"5,967,640","75,464,770",12.55,12.80,12.50,12.60,+0.15,"1,373",2609
