,index,Unnamed: 0,tic,date,high,low,open,close,adjcp,zopen,zhigh,zlow,zadjcp,zclose,zd_5,zd_10,zd_15,zd_20,zd_25,zd_30,BTC,pct_return,key_indicator_filtered,pct_return_filtered,label
15,15,15,BTC,2020-09-25 23:59:59,10777.69586388,10578.91424754,10761.10978907,10692.71721234,10692.71721234,0.0063961830629049,0.0079473392826596,-0.0106430351182077,0.0,-0.0062591663306561,-0.0142881579080464,0.006299764051018,-0.0009061656882516,-0.0103902857966525,-0.0051414566729357,0.0091248995569994,BTC,-0.0062591663306558,10650.567836542536,0.0013878612624997,2
16,16,16,BTC,2020-09-26 23:59:59,10772.99865956,10667.28093407,10695.57508179,10750.72357903,10750.72357903,-0.0051297474848641,0.002071961051389,-0.007761584078188,0.0,0.0054248481034411,-0.0142402328042942,-0.0012150719287844,-0.0041276428425608,-0.0135421731948796,-0.0150476118395929,0.0019044754151806,BTC,0.0054248481034415,10676.76028726992,0.0024592539223602,2
17,17,17,BTC,2020-09-27 23:59:59,10803.97608005,10622.92175798,10746.89275768,10775.26937624,10775.26937624,-0.0026334950495596,0.0026641286456652,-0.0141386366261926,0.0,0.0022831762931634,-0.0120903513641399,-0.0051024945754243,-0.0043353310192263,-0.013906722029235,-0.0196625327381216,-0.0027512679876976,BTC,0.0022831762931638,10702.732652581755,0.0024326073277869,2
18,18,18,BTC,2020-09-28 23:59:59,10945.34790707,10703.89325099,10776.6136391,10709.65218175,10709.65218175,0.0062524399685086,0.0220077852501729,-0.0005377327538061,0.0,-0.0060896105887333,0.0026175956978109,-0.0012004984949846,0.0041671998102221,-0.0051658731557385,-0.0119217384827838,0.0008775046508058,BTC,-0.0060896105887328,10718.052685536017,0.0014314132148822,2
19,19,19,BTC,2020-09-29 23:59:59,10860.00069783,10649.49543862,10709.65002191,10844.64098118,10844.64098118,-0.0124477112247668,0.0014163416453025,-0.017994652187994,0.0,0.0126044055529672,-0.0083027474333413,-0.0159356359097465,-0.0073252127451578,-0.0147721666744904,-0.0229932358660772,-0.0142454264824533,BTC,0.0126044055529674,10716.58673884152,-0.0001367736040776,2
20,20,20,BTC,2020-09-30 23:59:59,10847.25699325,10669.32109268,10843.87075063,10784.49157795,10784.49157795,0.0055059779360768,0.0058199698007395,-0.0106792688776796,0.0,-0.005546463302417,-0.0010696877675335,-0.0118730509674468,-0.0018656907621996,-0.0073236474251588,-0.0152633074322906,-0.0115179062560819,BTC,-0.0055464633024167,10698.245898119863,-0.001711444246999,2
21,21,21,BTC,2020-10-01 23:59:59,10933.62430944,10472.35651799,10795.25474253,10619.45190766,10619.45190766,0.0165547936370604,0.0295846155255319,-0.0138515048562816,0.0,-0.0153034261371619,0.0119826614784341,0.0049639173001927,0.0114151162830942,0.0091327422799045,0.0013180216959316,-0.0003963783180401,BTC,-0.0153034261371616,10669.077071207814,-0.0027265055589323,2
22,22,22,BTC,2020-10-02 23:59:59,10657.83798611,10416.68920469,10619.8212156,10575.97504191,10575.97504191,0.0041458280221207,0.0077404630661095,-0.0150611018453419,0.0,-0.0040940781245636,0.0123740171153396,0.0094499484404939,0.013221616481243,0.0139137814276106,0.0062150284616906,0.0010715092965987,BTC,-0.004094078124563,10639.77926250276,-0.0027460490265009,2
23,23,23,BTC,2020-10-03 23:59:59,10598.94080319,10511.12977968,10575.10063586,10549.32889962,10549.32889962,0.0024429740019698,0.0047028492562959,-0.0036209999994764,0.0,-0.0025194974632987,0.0118916362583516,0.0148732495989056,0.0132830409609323,0.0175439219190205,0.0103408111909686,0.0045607455646206,BTC,-0.0025194974632983,10623.097645466718,-0.0015678536767047,2
24,24,24,BTC,2020-10-04 23:59:59,10686.00009766,10534.39183687,10550.44067126,10669.58254327,10669.58254327,-0.0111664979887288,0.0015387250928908,-0.0126706650285276,0.0,0.0113991747526542,-0.0027945375619973,0.00258686661011,-0.0007914140895786,0.0060227486994826,0.0005552574514675,-0.0062684629854163,BTC,0.0113991747526547,10630.774182589876,0.0007226269944375,2
