,index,Unnamed: 0,tic,date,high,low,open,close,adjcp,zopen,zhigh,zlow,zadjcp,zclose,zd_5,zd_10,zd_15,zd_20,zd_25,zd_30,BTC,pct_return,key_indicator_filtered,pct_return_filtered,label
138,138,138,BTC,2021-01-26 23:59:59,32794.5495902,31030.26596571,32358.6131737,32569.84955679,32569.84955679,-0.0064856419653299,0.0068990196905331,-0.0472702088597468,0.0,0.0062860420564252,-0.0033787116282536,0.0352017006961882,0.0655945022062676,0.097548951143793,0.0839940571916237,0.0483132586250143,BTC,0.0062860420564256,32119.00564945653,0.0009092292330004,2
139,139,139,BTC,2021-01-27 23:59:59,32564.03024112,29367.13921776,32564.03024112,30432.54707881,30432.54707881,0.0700395913884623,0.0700395913884623,-0.0350088297995877,0.0,-0.0656221169905413,0.0497038597513657,0.0902962043378674,0.1327858395359793,0.159944955144101,0.1578963284773828,0.1256039903434245,BTC,-0.0656221169905412,32285.84665236392,0.0051944635126091,2
140,140,140,BTC,2021-01-28 23:59:59,33858.31099229,30023.2068317,30441.0418168,33466.09635821,33466.09635821,-0.0903916163101552,0.0117197604967684,-0.1028769381901746,0.0,0.0996810839245272,-0.0370895822152109,-0.0179884655763059,0.0224339828242265,0.0438475812729504,0.0537559274018484,0.0296525589984508,BTC,0.0996810839245276,32558.408934271996,0.0084421599607678,2
141,141,141,BTC,2021-01-29 23:59:59,38406.26096472,32064.81418675,34318.6716924,34316.38765032,34316.38765032,6.655834825242124e-05,0.1191813472931746,-0.0656121934078047,0.0,0.0254075432942268,-0.0491349185380902,-0.0474303095459064,-0.0123626889361719,0.0093310563080206,0.030378742946922,0.0094584133464672,BTC,0.0254075432942271,32913.21694255815,0.010897584369139,2
142,142,142,BTC,2021-01-30 23:59:59,34834.70830094,32940.18691419,34295.9350435,34269.52154165,34269.52154165,0.0007707578239135,0.0164924029827231,-0.0387905803074714,0.0,-0.0013657063542811,-0.0367277116187424,-0.0498575304703461,-0.0159840672780406,0.0047484863678859,0.0321112891683814,0.0159628163354565,BTC,-0.0013657063542806,33344.919012721155,0.0131163742187958,2
143,143,143,BTC,2021-01-31 23:59:59,34288.33147504,32270.17602471,34270.87759214,33114.35774753,33114.35774753,0.0349250271869236,0.0354521061969734,-0.0254929215072264,0.0,-0.0337081973180183,0.0001638059181263,-0.0098013072961141,0.0121743378622547,0.0360954377995044,0.0636340906735772,0.055168679849904,BTC,-0.0337081973180178,33869.368058942295,0.0157280047980041,2
144,144,144,BTC,2021-02-01 23:59:59,34638.21348502,32384.22810648,33114.57724298,33537.1768196,33537.1768196,-0.0126009287810123,0.0328303324797611,-0.0343782280578305,0.0,0.0127684515367516,0.0060688234122037,-0.0207006614258976,-0.0050674241440624,0.0224577335245861,0.0432662641193215,0.0432670078171271,BTC,0.0127684515367518,34518.47050773219,0.0191648821926726,2
145,145,145,BTC,2021-02-02 23:59:59,35896.88214463,33489.21867158,33533.20067102,35510.28903716,35510.28903716,-0.0556764932009159,0.0108867913484298,-0.0569150637851761,0.0,0.0588335812574076,-0.0383196677583796,-0.0654201756045406,-0.062452653027519,-0.0368976651850928,-0.0206581459815758,-0.0121406157272481,BTC,0.0588335812574081,35328.44297464997,0.0234649002404769,2
146,146,146,BTC,2021-02-03 23:59:59,37480.18789413,35443.98272623,35510.82121346,37472.09010368,37472.09010368,-0.0523394581085132,0.0002161019155215,-0.0541231453019702,0.0,0.0552459898162767,-0.0718242042626728,-0.100517990829876,-0.1090418824967561,-0.0896082848226216,-0.0749004405495162,-0.0589659828038877,BTC,0.0552459898162771,36325.43281417638,0.0282205994824567,2
147,147,147,BTC,2021-02-04 23:59:59,38592.17637724,36317.49880728,37475.10402915,36926.06446515,36926.06446515,0.0148686184664541,0.0451202134920833,-0.0164806530748585,0.0,-0.0145715287569826,-0.0437108274034813,-0.0748692412609848,-0.09337886626778,-0.0760099727480151,-0.0627704428776358,-0.0424027084241195,BTC,-0.0145715287569822,37512.52111753581,0.0326792610959931,2
148,148,148,BTC,2021-02-05 23:59:59,38225.90594551,36658.76353663,36931.54564785,38144.30686267,38144.30686267,-0.0317940294258399,0.0021392204905907,-0.0389453485519702,0.0,0.0329913955133167,-0.0478792657471337,-0.0898016867503835,-0.1095431940675769,-0.1029428367190978,-0.0900003713056879,-0.0718327238294859,BTC,0.0329913955133169,38861.16834609003,0.0359519218750608,2
149,149,149,BTC,2021-02-06 23:59:59,40846.54690329,38138.38833975,38138.38833975,39266.01073494,39266.01073494,-0.0287175186397686,0.0402520179352876,-0.0287175186397686,0.0,0.0294068490039269,-0.0458986910176821,-0.0933066673765478,-0.1243519058491253,-0.1241442737236583,-0.1105532129625807,-0.0984366456993544,BTC,0.0294068490039272,40309.80273632754,0.0372771702933953,2
150,150,150,BTC,2021-02-07 23:59:59,39621.8354917,37446.15388489,39250.1905137,38903.44147971,38903.44147971,0.0089130683765044,0.0184660786980677,-0.0374590920337998,0.0,-0.0092336666863739,-0.0195627615843944,-0.0708800232212658,-0.1044769807927106,-0.1130597364229328,-0.1006319996289537,-0.0916572922744138,BTC,-0.0092336666863733,41772.08487529477,0.0362760926549861,2
151,151,151,BTC,2021-02-08 23:59:59,46203.93143652,38076.32280719,38886.82728995,46196.46371944,46196.46371944,-0.1582293500620052,0.0001616512710875,-0.1757740800587069,0.0,0.187464706523037,-0.1365733599302108,-0.1918435039121309,-0.2257834575639916,-0.2421203120872794,-0.2365459830586284,-0.2307696646064743,BTC,0.1874647065230374,43155.53161781516,0.0331189297027065,2
152,152,152,BTC,2021-02-09 23:59:59,48003.72396182,45166.96004492,46184.99146609,46481.10423596,46481.10423596,-0.0063706053188149,0.0327578217189172,-0.0282726542891232,0.0,0.0061615217616801,-0.1007471510496762,-0.1705203403761672,-0.2102802254202257,-0.2350003349022394,-0.2329118269334421,-0.2296537694807455,BTC,0.0061615217616803,44386.856783184805,0.028532267341166,2
153,153,153,BTC,2021-02-10 23:59:59,47145.56819859,43881.1525986,46469.76120204,44918.18449192,44918.18449192,0.034542284548457,0.0495875719792429,-0.0230871284102442,0.0,-0.0336248410989957,-0.0392968589334575,-0.1153802486792242,-0.1644749245107837,-0.1926954777145764,-0.1984380588536517,-0.1959100425480826,BTC,-0.0336248410989955,45435.61546936708,0.0236276853597701,2
154,154,154,BTC,2021-02-11 23:59:59,48463.46712511,44187.7623505,44898.71161149,47909.33119483,47909.33119483,-0.0628399417870581,0.0115663466063955,-0.0776794155024982,0.0,0.0665909973153087,-0.0631949162084047,-0.1406114924645611,-0.1923204214194145,-0.2275443857833461,-0.238364878510505,-0.2363810452304768,BTC,0.0665909973153091,46326.237527734185,0.0196018486635791,2
155,155,155,BTC,2021-02-12 23:59:59,48745.73380014,46424.97781781,47877.03437451,47504.85118326,47504.85118326,0.007834635452582,0.0261211768055653,-0.022731854506483,0.0,-0.0084426144444627,-0.0190057266929436,-0.1080450987269416,-0.1657419309668283,-0.2047192796347188,-0.222723166469297,-0.2227301236870134,BTC,-0.0084426144444623,47132.05652119041,0.0173944407415733,2
156,156,156,BTC,2021-02-13 23:59:59,48047.74459107,46392.28233345,47491.20255503,47105.51747252,47105.51747252,0.0081876838044503,0.0200024788837034,-0.0151412228829899,0.0,-0.0084061669659694,-0.0068297680204802,-0.0800328728089931,-0.1405695925899731,-0.1822507997789696,-0.2067628007690147,-0.2105377152427754,BTC,-0.0084061669659691,47951.45021959187,0.0173850614397244,2
