,average_k_list_mean,average_k_list_std,average_length_list_mean,average_length_list_std,mpp_k_list_mean,mpp_k_list_std,mdd_k_list_mean,mdd_k_list_std,mpp_length_list_mean,mpp_length_list_std,mdd_length_list_mean,mdd_length_list_std
0,-2.5134680013212776e-05,6.8245806933362365e-06,85.76470588235294,50.344144366274804,9.865639022183622e-05,0.00010603027865565585,4.451134622572536e-05,1.5996426541817197e-05,12.058823529411764,9.07141981386852,70.88235294117646,52.08125140014249
1,-1.8542013651609534e-06,9.227509114295111e-06,118.25,53.306308257090926,6.633793360496078e-05,6.733811128020946e-05,3.736696138280586e-05,1.9322717237646576e-05,39.5625,31.55346405309566,46.25,22.848687051994915
2,2.8485378047319597e-05,1.09782136848826e-05,109.8,52.4101771287473,4.844474242483761e-05,2.406865727608194e-05,8.149062781774051e-05,5.7401827774198296e-05,94.8,57.407548864819745,15.6,12.103993831238787
