Unnamed: 0,date,tic,open,high,low,close,adjcp,Volume,pct_return,adjcp_filtered,pct_return_filtered,label,stock_type
13,2000-01-21,DJI,11356.259765625,11387.599609375,11232.48046875,11251.7099609375,11251.7099609375,205840000,-0.008773430837310303,11226.723194351818,-0.008346512710526348,0,0
14,2000-01-24,DJI,11251.9404296875,11366.5,10917.26953125,11008.169921875,11008.169921875,202740000,-0.021644713550917793,11112.460255116215,-0.008078182890813163,0,0
15,2000-01-25,DJI,11010.9599609375,11079.51953125,10883.4501953125,11029.8896484375,11029.8896484375,209230000,0.001973055168719595,11023.083375450893,-0.0070881065716342775,0,0
16,2000-01-26,DJI,11025.849609375,11131.0302734375,11002.580078125,11032.990234375,11032.990234375,188840000,0.0002811076118010014,10960.97191588383,-0.0056007942727345,0,0
17,2000-01-27,DJI,11035.5498046875,11164.1396484375,10915.400390625,11028.01953125,11028.01953125,194280000,-0.00045053090951829855,10925.18963020181,-0.0039014723885110606,0,0
18,2000-01-28,DJI,11024.919921875,11024.919921875,10735.76953125,10738.8701171875,10738.8701171875,183090000,-0.02621952321023191,10916.323725507675,-0.002286267166796519,0,0
19,2000-01-31,DJI,10735.76953125,10956.669921875,10701.6396484375,10940.5302734375,10940.5302734375,191880000,0.018778526423114394,10933.696886834101,-0.0010134376154974064,0,0
20,2000-02-01,DJI,10937.740234375,11073.3203125,10907.9599609375,11041.0498046875,11041.0498046875,183110000,0.009187811626832243,10969.131922190078,-0.0002626404153672346,0,0
21,2000-02-02,DJI,11037.6396484375,11118.9296875,10987.0703125,11003.2001953125,11003.2001953125,164170000,-0.0034280806666527885,11005.61197440641,-0.00010919589995615822,0,0
22,2000-02-03,DJI,11010.48046875,11079.51953125,10842.259765625,11013.4404296875,11013.4404296875,178630000,0.0009306596438518611,11022.443418478988,-0.0005196656913084615,0,0
23,2000-02-04,DJI,11014.3701171875,11089.4501953125,10943.01953125,10963.7998046875,10963.7998046875,166590000,-0.004507276842047436,11002.316287219903,-0.001370319086442309,0,0
24,2000-02-07,DJI,10965.9697265625,10970.9404296875,10846.2197265625,10905.7900390625,10905.7900390625,145660000,-0.0052910274410700175,10937.438859766477,-0.002482994011986463,0,0
25,2000-02-08,DJI,10904.259765625,11023.0595703125,10904.259765625,10957.599609375,10957.599609375,168890000,0.0047506480618944025,10834.873693216417,-0.003668126924920521,0,0
26,2000-02-09,DJI,10948.8203125,10948.8203125,10698.849609375,10699.16015625,10699.16015625,168550000,-0.023585407601851682,10718.440054769879,-0.004763923855937832,0,0
27,2000-02-10,DJI,10697.919921875,10738.25,10606.400390625,10643.6298828125,10643.6298828125,156390000,-0.005190152556512673,10621.21093257011,-0.005662173271223364,0,0
28,2000-02-11,DJI,10638.6396484375,10638.6396484375,10356.9599609375,10425.2099609375,10425.2099609375,193540000,-0.02052118725282881,10567.833195447784,-0.006314255826272406,0,0
29,2000-02-14,DJI,10431.650390625,10549.0,10430.7998046875,10519.83984375,10519.83984375,167240000,0.009077024171894044,10557.571433049907,-0.006716696158773232,0,0
30,2000-02-15,DJI,10520.150390625,10763.0703125,10494.48046875,10718.08984375,10718.08984375,183320000,0.018845343935324665,10563.126729198328,-0.006884201554893472,0,0
31,2000-02-16,DJI,10711.8203125,10741.669921875,10561.41015625,10561.41015625,10561.41015625,163280000,-0.014618247260855366,10548.258665289486,-0.006825248308205737,0,0
32,2000-02-17,DJI,10565.759765625,10671.8603515625,10454.6103515625,10514.5703125,10514.5703125,195830000,-0.004434999025417219,10489.992200999568,-0.006534436071850158,0,0
33,2000-02-18,DJI,10514.5703125,10517.75,10199.98046875,10219.51953125,10219.51953125,208930000,-0.028061135403625204,10388.419855440941,-0.006005530758538032,0,0
34,2000-02-22,DJI,10219.830078125,10336.7900390625,10103.7998046875,10304.83984375,10304.83984375,194340000,0.008348759669092098,10261.624644935613,-0.005256358371765279,0,0
35,2000-02-23,DJI,10294.8203125,10338.349609375,10164.919921875,10225.73046875,10225.73046875,185280000,-0.007676914556608128,10136.28338224176,-0.004350599653220702,0,0
36,2000-02-24,DJI,10242.48046875,10248.0595703125,9942.7802734375,10092.6298828125,10092.6298828125,237540000,-0.013016242345156415,10041.241195422592,-0.0034040931620239827,0,0
37,2000-02-25,DJI,10090.76953125,10132.419921875,9836.0595703125,9862.1201171875,9862.1201171875,195240000,-0.02283941532598477,10000.704770302522,-0.0025695245417089586,0,0
38,2000-02-28,DJI,9854.66015625,10156.5400390625,9842.5703125,10038.650390625,10038.650390625,213230000,0.01789982998988693,10023.324540189995,-0.00199970101674258,0,0
39,2000-02-29,DJI,10039.580078125,10204.9404296875,10029.9599609375,10128.3095703125,10128.3095703125,191360000,0.008931397767495852,10093.031814837315,-0.0017970889911789543,0,0
40,2000-03-01,DJI,10128.1103515625,10186.330078125,10084.5595703125,10137.9296875,10137.9296875,216780000,0.000949824560625423,10171.56580627416,-0.0019657015895474675,0,0
41,2000-03-02,DJI,10135.4404296875,10212.3896484375,10103.490234375,10164.919921875,10164.919921875,206510000,0.002662302383915627,10215.060934465293,-0.002385255711905104,0,0
42,2000-03-03,DJI,10171.1201171875,10443.51953125,10171.1201171875,10367.2001953125,10367.2001953125,210460000,0.019899839348679116,10196.39974135881,-0.002822206067082873,0,0
43,2000-03-06,DJI,10358.9599609375,10383.9501953125,10121.48046875,10170.5,10170.5,172590000,-0.018973318890999846,10119.476132885655,-0.0029798313326765405,0,0
44,2000-03-07,DJI,10197.6103515625,10229.1396484375,9752.6796875,9796.0302734375,9796.0302734375,278180000,-0.036819205207462735,10014.859807433006,-0.0025752075671036734,0,0
45,2000-03-08,DJI,9800.6904296875,9918.8896484375,9731.8095703125,9856.5302734375,9856.5302734375,223310000,0.006175971113936862,9920.115144752905,-0.001419751675347444,0,0
46,2000-03-09,DJI,9855.2900390625,10010.73046875,9738.9501953125,10010.73046875,10010.73046875,187360000,0.01564447031914029,9862.12674987081,0.0005220591909351292,2,0
47,2000-03-10,DJI,10008.5498046875,10091.3896484375,9907.259765625,9928.8203125,9928.8203125,197440000,-0.008182235702548835,9855.099822179362,0.003111854483506416,2,0
48,2000-03-13,DJI,9911.2197265625,9998.5498046875,9735.5400390625,9947.1298828125,9947.1298828125,186210000,0.0018440831575377015,9907.989850912518,0.006056793711855929,2,0
49,2000-03-14,DJI,9957.669921875,10043.2998046875,9811.240234375,9811.240234375,9811.240234375,186080000,-0.01366119172448943,10025.063347762536,0.00896297991493128,2,0
50,2000-03-15,DJI,9808.150390625,10180.2001953125,9776.490234375,10131.41015625,10131.41015625,204920000,0.03263297139063437,10197.00682387273,0.011412985187999236,2,0
51,2000-03-16,DJI,10139.580078125,10632.4599609375,10138.33984375,10630.599609375,10630.599609375,253790000,0.04927146817928918,10397.113949095808,0.01305256948484409,2,0
52,2000-03-17,DJI,10629.98046875,10763.3798828125,10567.3095703125,10595.23046875,10595.23046875,247830000,-0.0033271068354233657,10592.341139015289,0.013665211324493744,2,0
53,2000-03-20,DJI,10594.75,10727.7099609375,10586.990234375,10680.240234375,10680.240234375,177730000,0.00802339938482044,10759.41418401575,0.013213467170504289,2,0
54,2000-03-21,DJI,10680.240234375,10907.33984375,10603.6103515625,10907.33984375,10907.33984375,211950000,0.021263530069676406,10889.829522634356,0.01183756024753658,2,0
55,2000-03-22,DJI,10916.9599609375,10917.26953125,10789.1298828125,10866.7001953125,10866.7001953125,195830000,-0.003725899166952873,10982.172911219881,0.009816404749607925,2,0
56,2000-03-23,DJI,10884.3798828125,11136.6103515625,10831.01953125,11119.8603515625,11119.8603515625,224710000,0.023296875012637663,11034.60523833093,0.007504582971597393,2,0
57,2000-03-24,DJI,11107.4501953125,11234.650390625,11045.08984375,11112.7197265625,11112.7197265625,217140000,-0.0006421506002992627,11047.222299241832,0.005259643556324328,2,0
58,2000-03-27,DJI,11093.25,11170.8203125,10982.73046875,11025.849609375,11025.849609375,184880000,-0.007817178811758918,11029.866660772865,0.003372835273023077,2,0
59,2000-03-28,DJI,11023.6796875,11094.33984375,10932.7802734375,10936.1103515625,10936.1103515625,177780000,-0.008138988013785098,11003.581193050248,0.0020160541106823255,2,0
60,2000-03-29,DJI,10939.0498046875,11101.5498046875,10910.75,11018.7197265625,11018.7197265625,199370000,0.00755381688226997,10990.849873144205,0.0012165572324351708,2,0
61,2000-03-30,DJI,11008.169921875,11144.0595703125,10916.33984375,10980.25,10980.25,214190000,-0.0034913063874164596,11002.134192438734,0.0008658242491796111,2,0
62,2000-03-31,DJI,10993.2802734375,11107.759765625,10921.919921875,10921.919921875,10921.919921875,179590000,-0.00531227231848086,11030.800131571626,0.0007600881083386454,2,0
63,2000-04-03,DJI,10863.2802734375,11223.7900390625,10862.9697265625,11221.9296875,11221.9296875,279950000,0.027468592314445095,11061.847225908827,0.0006613755066433366,2,0
64,2000-04-04,DJI,11225.33984375,11418.240234375,10717.7802734375,11164.83984375,11164.83984375,319280000,-0.005087346413655713,11087.565949399384,0.00036292641652323844,2,0
65,2000-04-05,DJI,11163.2900390625,11218.2099609375,11002.580078125,11033.919921875,11033.919921875,189310000,-0.011726090450664861,11114.847049445461,-0.0002569491129891227,2,0
66,2000-04-06,DJI,11029.5595703125,11201.1396484375,11029.5595703125,11114.26953125,11114.26953125,161820000,0.00728205478596089,11154.161388165603,-0.0012035009484816423,2,0
67,2000-04-07,DJI,11122.0302734375,11192.4501953125,11062.76953125,11111.48046875,11111.48046875,156500000,-0.00025094429212446645,11198.471775940472,-0.0023609610280282104,2,0
68,2000-04-10,DJI,11114.8896484375,11287.7001953125,11097.2099609375,11186.5595703125,11186.5595703125,150070000,0.006756894526670276,11214.239148919767,-0.0035150591965127354,2,0
69,2000-04-11,DJI,11180.98046875,11361.150390625,11102.48046875,11287.080078125,11287.080078125,171130000,0.008985828679558105,11159.419889257208,-0.004401317969088727,2,0
70,2000-04-12,DJI,11283.0498046875,11425.4501953125,11116.75,11125.1298828125,11125.1298828125,234780000,-0.014348280883234699,11018.740356242362,-0.004774049355704953,2,0
71,2000-04-13,DJI,11132.580078125,11144.0595703125,10920.759765625,10923.5498046875,10923.5498046875,200240000,-0.018119346043449447,10826.7522081132,-0.004482545150123469,2,0
72,2000-04-14,DJI,10922.849609375,10922.849609375,10201.5302734375,10305.76953125,10305.76953125,267580000,-0.05655490060313528,10655.12160412664,-0.0035313988267471376,2,0
73,2000-04-17,DJI,10303.2900390625,10583.75,10232.5498046875,10582.509765625,10582.509765625,247520000,0.02685294228013202,10570.792185708524,-0.0020995800648917016,2,0
74,2000-04-18,DJI,10584.01953125,10773.9296875,10571.33984375,10767.419921875,10767.419921875,218380000,0.017473185505638922,10597.66075673124,-0.0005047133856687307,2,0
75,2000-04-19,DJI,10748.9697265625,10789.4404296875,10632.150390625,10674.9599609375,10674.9599609375,193860000,-0.008587011708316439,10708.874360347678,0.0008784802100891596,1,0
76,2000-04-20,DJI,10668.1904296875,10845.2900390625,10665.08984375,10844.0498046875,10844.0498046875,158390000,0.015839857420425485,10848.14000584936,0.0017177433772847459,1,0
77,2000-04-24,DJI,10822.330078125,10910.75,10695.4404296875,10906.099609375,10906.099609375,295330000,0.005722013989706953,10959.394026324304,0.0018091124680682795,1,0
78,2000-04-25,DJI,10916.650390625,11136.6103515625,10881.0400390625,11124.8203125,11124.8203125,240200000,0.020054896888800133,11007.981964062674,0.0011260653561687383,1,0
79,2000-04-26,DJI,11127.919921875,11141.8798828125,10902.0595703125,10945.5,10945.5,198970000,-0.016118940123330594,10987.878778369868,-0.0001780544518292846,1,0
80,2000-04-27,DJI,10941.91015625,10941.91015625,10747.25,10888.099609375,10888.099609375,192920000,-0.0052441999566031905,10915.936461977724,-0.001811426193827211,1,0
81,2000-04-28,DJI,10892.759765625,10959.23046875,10715.2998046875,10733.91015625,10733.91015625,173520000,-0.014161282377710638,10818.512942865324,-0.003414640510539791,1,0
82,2000-05-01,DJI,10749.419921875,10926.259765625,10724.2197265625,10811.7802734375,10811.7802734375,174020000,0.0072545899913423195,10719.426044129263,-0.0046407445693718765,1,0
83,2000-05-02,DJI,10805.580078125,10824.5,10710.01953125,10731.1201171875,10731.1201171875,208610000,-0.007460395439978229,10635.065715570485,-0.00522588950283661,1,0
84,2000-05-03,DJI,10732.2099609375,10732.2099609375,10400.08984375,10480.1298828125,10480.1298828125,200220000,-0.023389006146059432,10573.94110665684,-0.005038378681077346,1,0
85,2000-05-04,DJI,10478.8896484375,10523.099609375,10407.5302734375,10412.490234375,10412.490234375,169170000,-0.006454084939198079,10535.62914097709,-0.0040996682421065795,1,0
86,2000-05-05,DJI,10409.7001953125,10585.919921875,10375.8095703125,10577.8603515625,10577.8603515625,138300000,0.01588189889883984,10511.493773279917,-0.0025753875394277067,1,0
87,2000-05-08,DJI,10571.3095703125,10627.849609375,10522.0703125,10603.6298828125,10603.6298828125,144180000,0.0024361761635653956,10493.021935153783,-0.0007401722413424165,1,0
88,2000-05-09,DJI,10607.5400390625,10684.849609375,10514.25,10536.75,10536.75,166320000,-0.006307263036491539,10483.769084629115,0.0010742773070735443,1,0
89,2000-05-10,DJI,10533.08984375,10533.08984375,10292.099609375,10367.7802734375,10367.7802734375,225970000,-0.016036228112321194,10500.999024865634,0.002537574223402279,1,0
90,2000-05-11,DJI,10369.26953125,10575.099609375,10369.26953125,10545.9697265625,10545.9697265625,185720000,0.017186846984163617,10560.569149035082,0.0033786330526657674,1,0
91,2000-05-12,DJI,10549.0595703125,10673.7900390625,10543.919921875,10609.3701171875,10609.3701171875,137770000,0.006011812310186215,10657.209466320877,0.0034380656238593623,1,0
92,2000-05-15,DJI,10606.9697265625,10811.5498046875,10605.259765625,10807.7802734375,10807.7802734375,155810000,0.018701407723402008,10759.513607832178,0.002706276037088492,1,0
93,2000-05-16,DJI,10816.009765625,10971.240234375,10816.009765625,10934.5703125,10934.5703125,181920000,0.011731367205356058,10825.896916117632,0.0013348957450384285,1,0
94,2000-05-17,DJI,10930.6396484375,10930.6396484375,10752.6103515625,10769.740234375,10769.740234375,169570000,-0.015074216307939592,10828.786752333674,-0.0003876766666744354,1,0
95,2000-05-18,DJI,10771.7998046875,10864.3203125,10764.259765625,10777.2802734375,10777.2802734375,161220000,0.0007001133637776213,10768.29445195875,-0.0020951896587453585,1,0
96,2000-05-19,DJI,10764.2197265625,10764.2197265625,10570.650390625,10626.849609375,10626.849609375,188270000,-0.013958128604418252,10667.44243085579,-0.0034231121574469373,1,0
97,2000-05-22,DJI,10624.7900390625,10664.5400390625,10369.490234375,10542.5498046875,10542.5498046875,185570000,-0.007932718330099564,10556.429345565626,-0.004088036697580155,1,0
98,2000-05-23,DJI,10539.1201171875,10557.4501953125,10416.7802734375,10422.26953125,10422.26953125,157080000,-0.011409030610794013,10459.56293789479,-0.003947115794637336,1,0
99,2000-05-24,DJI,10420.900390625,10554.8798828125,10364.009765625,10535.349609375,10535.349609375,225350000,0.010849851636051344,10392.375971724654,-0.0030247215112400327,1,0
100,2000-05-25,DJI,10529.8701171875,10558.650390625,10266.0,10323.919921875,10323.919921875,184380000,-0.020068597183700243,10365.468035991822,-0.0015025389506331352,1,0
101,2000-05-26,DJI,10322.8896484375,10387.66015625,10258.8095703125,10299.240234375,10299.240234375,129200000,-0.002390534572794145,10386.231430841024,0.0003228255575191828,1,0
102,2000-05-30,DJI,10302.3095703125,10528.150390625,10302.3095703125,10527.1298828125,10527.1298828125,165450000,0.02212684074276572,10454.56091037848,0.0021049732658205075,1,0
103,2000-05-31,DJI,10528.2802734375,10599.4296875,10490.7998046875,10522.330078125,10522.330078125,162880000,-0.0004559461829511946,10557.320787138153,0.003521446274471443,1,0
104,2000-06-01,DJI,10532.26953125,10673.4501953125,10513.080078125,10652.2001953125,10652.2001953125,183990000,0.012342334466154847,10668.56004014695,0.0043390748117359155,1,0
105,2000-06-02,DJI,10660.08984375,10846.080078125,10660.08984375,10794.759765625,10794.759765625,200900000,0.013383110315109636,10757.448653204669,0.004455260022279275,1,0
106,2000-06-05,DJI,10793.1103515625,10863.0,10752.2802734375,10815.2998046875,10815.2998046875,151120000,0.001902778710083819,10800.260178390097,0.0039061722601645313,1,0
107,2000-06-06,DJI,10822.6103515625,10822.6103515625,10707.7197265625,10735.5703125,10735.5703125,169370000,-0.007371916972005121,10790.363404047615,0.002842449893709135,1,0
108,2000-06-07,DJI,10733.48046875,10848.3798828125,10695.1796875,10812.8603515625,10812.8603515625,154430000,0.007199434851868691,10741.151257054,0.0014820112098680354,1,0
109,2000-06-08,DJI,10818.7802734375,10823.66015625,10635.73046875,10668.7197265625,10668.7197265625,176280000,-0.013330480586403848,10679.95891497719,5.514089073408682e-05,1,0
110,2000-06-09,DJI,10678.4697265625,10763.76953125,10588.2900390625,10614.0595703125,10614.0595703125,136750000,-0.005123403524596282,10634.799719250059,-0.0012426255842032375,1,0
111,2000-06-12,DJI,10615.1201171875,10652.58984375,10564.2099609375,10564.2099609375,10564.2099609375,136750000,-0.004696563934352582,10619.69649432347,-0.0022787540900989925,1,0
112,2000-06-13,DJI,10562.3095703125,10654.7197265625,10492.7900390625,10621.83984375,10621.83984375,155190000,0.005455200438612362,10627.264226785457,-0.0029895299725608655,1,0
113,2000-06-14,DJI,10632.4599609375,10737.7099609375,10624.6796875,10687.9501953125,10687.9501953125,166340000,0.006224001918217592,10634.73295592832,-0.0033681043414207175,1,0
114,2000-06-15,DJI,10689.6298828125,10763.7001953125,10669.2099609375,10714.8203125,10714.8203125,176200000,0.0025140571107156173,10620.240379552271,-0.0034450366527714483,1,0
115,2000-06-16,DJI,10717.759765625,10724.830078125,10449.2998046875,10449.2998046875,10449.2998046875,233100000,-0.02478067760994007,10577.468712351187,-0.0032712937885341392,1,0
116,2000-06-19,DJI,10448.400390625,10597.4404296875,10440.1103515625,10557.83984375,10557.83984375,169330000,0.01038730260316667,10518.310720406864,-0.002907840400561761,1,0
117,2000-06-20,DJI,10558.900390625,10561.3798828125,10407.9404296875,10435.16015625,10435.16015625,179000000,-0.011619771593014194,10463.912147851102,-0.002419615071014376,1,0
118,2000-06-21,DJI,10446.830078125,10521.0703125,10410.0595703125,10497.740234375,10497.740234375,204540000,0.005997040504214901,10432.389698653302,-0.001869701704230198,1,0
119,2000-06-22,DJI,10495.9697265625,10495.9697265625,10335.4599609375,10376.1201171875,10376.1201171875,189280000,-0.011585361656145099,10430.34641325955,-0.0013117051554907473,1,0
120,2000-06-23,DJI,10376.4697265625,10478.650390625,10376.4697265625,10404.75,10404.75,142390000,0.0027592088843571005,10450.672413122333,-0.000781252451294433,1,0
121,2000-06-26,DJI,10403.6904296875,10566.6796875,10403.6904296875,10542.990234375,10542.990234375,157390000,0.013286261983709302,10476.984260692398,-0.000289380102991971,1,0
122,2000-06-27,DJI,10541.580078125,10615.830078125,10504.4599609375,10504.4599609375,10504.4599609375,159240000,-0.003654586846896013,10493.196965643912,0.0001784759130743406,1,0
123,2000-06-28,DJI,10506.3896484375,10620.419921875,10506.3896484375,10527.7900390625,10527.7900390625,189270000,0.0022209688276937367,10492.812820555846,0.0006548920987400615,1,0
124,2000-06-29,DJI,10523.900390625,10523.900390625,10359.5,10398.0400390625,10398.0400390625,168670000,-0.012324523904691631,10481.343450307471,0.0011748436840697107,1,0
125,2000-06-30,DJI,10393.08984375,10448.240234375,10336.16015625,10447.8896484375,10447.8896484375,224060000,0.004794135162754731,10470.908185840359,0.0017573430189585446,1,0
126,2000-07-03,DJI,10450.3603515625,10565.6201171875,10422.080078125,10560.669921875,10560.669921875,74690000,0.010794550596575858,10472.879675846627,0.0023915166235960123,1,0
127,2000-07-05,DJI,10538.23046875,10572.6904296875,10463.1796875,10483.599609375,10483.599609375,154490000,-0.007297862074105654,10494.12361318654,0.0030319439235054688,1,0
128,2000-07-06,DJI,10481.4501953125,10527.7900390625,10393.08984375,10481.4697265625,10481.4697265625,147120000,-0.00020316331144465405,10536.463455165958,0.0036041510733666815,1,0
129,2000-07-07,DJI,10483.330078125,10658.25,10483.330078125,10635.98046875,10635.98046875,158820000,0.014741324090831842,10596.341015530663,0.004018538405297394,1,0
130,2000-07-10,DJI,10627.1396484375,10703.150390625,10604.8603515625,10646.580078125,10646.580078125,148470000,0.0009965803722697952,10664.492857085983,0.004189447569208107,1,0
131,2000-07-11,DJI,10649.0595703125,10807.4501953125,10626.7900390625,10727.1904296875,10727.1904296875,160920000,0.007571478443873847,10727.747677165447,0.004054535739722642,1,0
132,2000-07-12,DJI,10722.240234375,10834.3203125,10722.240234375,10783.759765625,10783.759765625,151430000,0.00527345312906391,10773.533476867138,0.0035891970381474268,1,0
133,2000-07-13,DJI,10774.919921875,10829.73046875,10754.419921875,10788.7099609375,10788.7099609375,175240000,0.00045904169047594756,10795.185025665454,0.00281260678170884,1,0
134,2000-07-14,DJI,10793.3095703125,10821.9501953125,10753.7099609375,10812.75,10812.75,150970000,0.0022282589067219583,10795.131517864962,0.0017850712559213675,1,0
135,2000-07-17,DJI,10812.400390625,10847.400390625,10749.4697265625,10804.26953125,10804.26953125,162780000,-0.0007843026750826709,10783.53711954649,0.0005989981595958985,1,0
136,2000-07-18,DJI,10799.16015625,10799.16015625,10703.0595703125,10739.919921875,10739.919921875,170620000,-0.00595594261961685,10772.019996653939,-0.0006329329462657632,1,0
137,2000-07-19,DJI,10724.150390625,10790.48046875,10685.48046875,10696.080078125,10696.080078125,213930000,-0.004081952572170255,10765.665036031074,-0.0017891564719737588,1,0
138,2000-07-20,DJI,10700.6796875,10874.6298828125,10700.6796875,10843.8701171875,10843.8701171875,178590000,0.013817215090297541,10759.220783118104,-0.002748811774554475,1,0
139,2000-07-21,DJI,10843.509765625,10851.650390625,10716.150390625,10733.5595703125,10733.5595703125,170710000,-0.01017261786455359,10741.234521846573,-0.003400820853152553,1,0
140,2000-07-24,DJI,10731.4404296875,10778.1103515625,10678.400390625,10685.1201171875,10685.1201171875,147970000,-0.004512897404415295,10703.398245804226,-0.0036550187714454088,1,0
141,2000-07-25,DJI,10689.2802734375,10744.51953125,10680.169921875,10699.9697265625,10699.9697265625,168950000,0.0013897466020165172,10647.974552386602,-0.0034561355592520686,1,0
142,2000-07-26,DJI,10689.3603515625,10692.5498046875,10516.48046875,10516.48046875,10516.48046875,201880000,-0.01714857728587693,10588.242649005742,-0.0027977992493403475,1,0
143,2000-07-27,DJI,10516.830078125,10643.400390625,10516.830078125,10586.1298828125,10586.1298828125,160760000,0.006622882462385071,10542.460248396204,-0.0017313234994694596,1,0
144,2000-07-28,DJI,10594.9697265625,10649.0595703125,10464.5,10511.169921875,10511.169921875,174720000,-0.00708095987554469,10525.624953278822,-0.00036455457348954216,1,0
145,2000-07-31,DJI,10514.2900390625,10603.2900390625,10497.7998046875,10521.98046875,10521.98046875,175820000,0.0010284817917842748,10543.53761910031,0.0011510619613138693,1,0
146,2000-08-01,DJI,10523.8095703125,10626.919921875,10516.759765625,10606.9501953125,10606.9501953125,151420000,0.008075449941658652,10591.597519467046,0.002643273872389459,1,0
147,2000-08-02,DJI,10609.150390625,10724.5302734375,10587.5400390625,10687.5302734375,10687.5302734375,163400000,0.0075969130278947805,10658.095887150483,0.003946591813010297,1,0
148,2000-08-03,DJI,10679.3701171875,10744.3095703125,10623.4404296875,10706.580078125,10706.580078125,161580000,0.0017824328165736425,10729.625372583043,0.00492811764167693,1,0
149,2000-08-04,DJI,10713.3603515625,10769.9501953125,10664.4599609375,10767.75,10767.75,150750000,0.005713301673237137,10795.799655823668,0.005506002429279684,1,0
150,2000-08-07,DJI,10773.98046875,10892.2802734375,10736.98046875,10867.009765625,10867.009765625,145090000,0.009218245745397091,10852.022135938874,0.005657551914624997,1,0
151,2000-08-08,DJI,10865.150390625,10988.25,10836.6103515625,10976.8896484375,10976.8896484375,204720000,0.010111326407387322,10900.099483824812,0.005416749863053666,1,0
152,2000-08-09,DJI,10970.9404296875,10978.26953125,10892.650390625,10905.830078125,10905.830078125,186430000,-0.006473561508620551,10945.632390791601,0.00486293005824214,1,0
153,2000-08-10,DJI,10901.0595703125,10946.490234375,10886.7900390625,10908.759765625,10908.759765625,144290000,0.00026863498505047545,10991.865994639913,0.004103949602423332,1,0
154,2000-08-11,DJI,10905.98046875,11067.73046875,10902.6796875,11027.7998046875,11027.7998046875,155120000,0.010912334822663405,11034.30604338516,0.0032581726435578513,1,0
155,2000-08-14,DJI,11027.0703125,11177.6103515625,11006.1904296875,11176.1396484375,11176.1396484375,140280000,0.013451445109381233,11062.662680120087,0.0024384123146759355,1,0
156,2000-08-15,DJI,11175.0498046875,11175.0498046875,11046.1201171875,11067.0,11067.0,155190000,-0.009765415597035587,11070.188967791737,0.001738354386866747,1,0
157,2000-08-16,DJI,11068.830078125,11088.9697265625,10961.1396484375,11008.3896484375,11008.3896484375,162550000,-0.005295956588280526,11061.600267759779,0.00122121482072056,1,0
158,2000-08-17,DJI,11010.9501953125,11091.5400390625,10984.400390625,11055.6396484375,11055.6396484375,177570000,0.00429218091918715,11051.481891287278,0.0009125235620910476,1,0
159,2000-08-18,DJI,11051.2001953125,11082.3798828125,11006.1904296875,11046.48046875,11046.48046875,164870000,-0.000828462212839387,11054.831897903798,0.0008004358865992847,1,0
160,2000-08-21,DJI,11058.849609375,11106.1904296875,11027.0703125,11079.8095703125,11079.8095703125,147300000,0.0030171692836271635,11078.086040251912,0.0008447819793238108,1,0
161,2000-08-22,DJI,11082.2001953125,11189.7001953125,11081.2802734375,11139.150390625,11139.150390625,146810000,0.0053557617516730716,11116.583101615384,0.000991872731748042,1,0
