Date,Open,High,Low,Close,Adj Close,Volume
1990-10-08,311.5,315.0299987792969,294.510009765625,300.0299987792969,300.0299987792969,782270000
1990-10-15,300.0299987792969,312.4800109863281,296.4100036621094,312.4800109863281,312.4800109863281,901400000
1990-10-22,312.4800109863281,315.8299865722656,304.7099914550781,304.7099914550781,304.7099914550781,719890000
1990-10-29,304.739990234375,311.94000244140625,299.44000244140625,311.8500061035156,311.8500061035156,771460000
1990-11-05,311.8500061035156,314.760009765625,305.0299987792969,313.739990234375,313.739990234375,740030000
1990-11-12,313.739990234375,321.70001220703125,313.7300109863281,317.1199951171875,317.1199951171875,817750000
1990-11-19,317.1499938964844,319.3900146484375,312.4200134277344,315.1000061035156,315.1000061035156,506130000
1990-11-26,315.0799865722656,323.0199890136719,311.4800109863281,322.2200012207031,322.2200012207031,757890000
1990-12-03,322.2300109863281,333.9800109863281,321.9700012207031,327.75,327.75,989970000
1990-12-10,327.75,330.5799865722656,325.1600036621094,326.82000732421875,326.82000732421875,779370000
1990-12-17,326.82000732421875,332.4700012207031,324.4599914550781,331.75,331.75,883500000
1990-12-24,331.739990234375,331.739990234375,327.239990234375,328.7200012207031,328.7200012207031,349860000
1990-12-31,328.7099914550781,330.75,318.8699951171875,321.0,321.0,522680000
1991-01-07,320.9700012207031,320.9700012207031,310.92999267578125,315.2300109863281,315.2300109863281,712660000
1991-01-14,315.2300109863281,332.2300109863281,309.3500061035156,332.2300109863281,332.2300109863281,911240000
1991-01-21,332.2300109863281,336.9200134277344,327.8299865722656,336.07000732421875,336.07000732421875,899470000
1991-01-28,336.05999755859375,344.8999938964844,334.260009765625,343.04998779296875,343.04998779296875,974990000
1991-02-04,343.04998779296875,363.42999267578125,342.9599914550781,359.3500061035156,359.3500061035156,1298280000
1991-02-11,359.3599853515625,370.5400085449219,359.32000732421875,369.05999755859375,369.05999755859375,1190700000
1991-02-18,369.05999755859375,370.9599914550781,364.2300109863281,365.6499938964844,365.6499938964844,775110000
1991-02-25,365.6499938964844,370.4700012207031,362.19000244140625,370.4700012207031,370.4700012207031,1013920000
1991-03-04,370.4700012207031,379.6600036621094,369.07000732421875,374.95001220703125,374.95001220703125,1119730000
1991-03-11,374.94000244140625,378.2799987792969,369.54998779296875,373.5899963378906,373.5899963378906,983760000
1991-03-18,373.5899963378906,374.0899963378906,365.5799865722656,367.4800109863281,367.4800109863281,897700000
1991-03-25,367.4800109863281,378.4800109863281,367.4599914550781,375.2200012207031,375.2200012207031,705220000
1991-04-01,375.2200012207031,381.8800048828125,370.2699890136719,375.3599853515625,375.3599853515625,932790000
1991-04-08,375.3500061035156,381.07000732421875,371.2099914550781,380.3999938964844,380.3999938964844,871640000
1991-04-15,380.3999938964844,391.260009765625,378.7799987792969,384.20001220703125,384.20001220703125,1036140000
1991-04-22,384.19000244140625,384.19000244140625,376.7699890136719,379.0199890136719,379.0199890136719,820540000
1991-04-29,379.010009765625,382.1400146484375,373.010009765625,380.79998779296875,380.79998779296875,883230000
1991-05-06,380.7799987792969,383.9100036621094,375.6099853515625,375.739990234375,375.739990234375,792830000
1991-05-13,375.739990234375,377.0199890136719,365.8299865722656,372.3900146484375,372.3900146484375,859290000
1991-05-20,372.3900146484375,378.0799865722656,371.260009765625,377.489990234375,377.489990234375,743160000
1991-05-27,377.489990234375,389.8500061035156,377.1199951171875,389.8299865722656,389.8299865722656,817280000
1991-06-03,389.80999755859375,389.80999755859375,378.760009765625,379.42999267578125,379.42999267578125,878830000
1991-06-10,379.42999267578125,382.29998779296875,374.4599914550781,382.2900085449219,382.2900085449219,769070000
1991-06-17,382.29998779296875,382.30999755859375,373.8699951171875,377.75,377.75,803160000
1991-06-24,377.739990234375,377.739990234375,367.9800109863281,371.1600036621094,371.1600036621094,807670000
1991-07-01,371.17999267578125,377.92999267578125,371.17999267578125,374.0799865722656,374.0799865722656,535260000
1991-07-08,374.0899963378906,381.4100036621094,370.9200134277344,380.25,380.25,801140000
1991-07-15,380.2799987792969,385.8299865722656,380.239990234375,384.2200012207031,384.2200012207031,931830000
1991-07-22,384.2099914550781,384.8599853515625,378.1499938964844,380.92999267578125,380.92999267578125,741500000
1991-07-29,380.92999267578125,389.55999755859375,380.45001220703125,387.17999267578125,387.17999267578125,804720000
1991-08-05,387.1700134277344,391.79998779296875,384.2900085449219,387.1199951171875,387.1199951171875,782360000
1991-08-12,387.1099853515625,392.1199951171875,383.1600036621094,385.5799865722656,385.5799865722656,846600000
1991-08-19,385.5799865722656,395.3399963378906,374.0899963378906,394.1700134277344,394.1700134277344,1009260000
1991-08-26,394.1700134277344,396.82000732421875,391.7699890136719,395.42999267578125,395.42999267578125,742720000
1991-09-02,395.42999267578125,397.6199951171875,387.3599853515625,389.1000061035156,389.1000061035156,640060000
1991-09-09,389.1099853515625,389.3399963378906,382.8500061035156,383.5899963378906,383.5899963378906,736540000
1991-09-16,383.5899963378906,389.4200134277344,382.7699890136719,387.9200134277344,387.9200134277344,947770000
1991-09-23,387.8999938964844,389.0899963378906,384.4599914550781,385.8999938964844,385.8999938964844,789840000
1991-09-30,385.9100036621094,390.0299987792969,381.239990234375,381.25,381.25,815090000
1991-10-07,381.2200012207031,381.4599914550781,376.1099853515625,381.45001220703125,381.45001220703125,825350000
1991-10-14,381.45001220703125,393.80999755859375,381.45001220703125,392.5,392.5,979160000
1991-10-21,392.489990234375,392.489990234375,382.9700012207031,384.20001220703125,384.20001220703125,880040000
1991-10-28,384.20001220703125,395.1000061035156,384.20001220703125,391.32000732421875,391.32000732421875,935300000
1991-11-04,391.2900085449219,396.42999267578125,387.5799865722656,392.8900146484375,392.8900146484375,883930000
1991-11-11,392.8999938964844,398.2200012207031,382.6199951171875,382.6199951171875,382.6199951171875,951730000
1991-11-18,382.6199951171875,385.3999938964844,374.5199890136719,376.1400146484375,376.1400146484375,1061950000
1991-11-25,376.1400146484375,378.2900085449219,371.6300048828125,375.2200012207031,375.2200012207031,634230000
1991-12-02,375.1099853515625,382.3900146484375,371.3599853515625,379.1000061035156,379.1000061035156,929110000
1991-12-09,379.0899963378906,385.0400085449219,374.7799987792969,384.4700012207031,384.4700012207031,962530000
1991-12-16,384.4800109863281,388.239990234375,380.6400146484375,387.0400085449219,387.0400085449219,1072270000
1991-12-23,387.04998779296875,406.5799865722656,386.9599914550781,406.4599914550781,406.4599914550781,698720000
1991-12-30,406.489990234375,419.7900085449219,406.489990234375,419.3399963378906,419.3399963378906,924520000
1992-01-06,419.30999755859375,420.5,413.30999755859375,415.1000061035156,415.1000061035156,1323220000
1992-01-13,415.04998779296875,421.17999267578125,413.5400085449219,418.8599853515625,418.8599853515625,1404610000
1992-01-20,418.8599853515625,419.7799987792969,411.32000732421875,415.4800109863281,415.4800109863281,1076000000
1992-01-27,415.44000244140625,417.8299865722656,408.6400146484375,408.7799987792969,408.7799987792969,1050610000
1992-02-03,408.7900085449219,416.1700134277344,407.45001220703125,411.0899963378906,411.0899963378906,1154580000
1992-02-10,411.07000732421875,418.0799865722656,411.07000732421875,412.4800109863281,412.4800109863281,1066640000
1992-02-17,412.4800109863281,414.260009765625,406.3399963378906,411.42999267578125,411.42999267578125,999570000
1992-02-24,411.4599914550781,416.07000732421875,408.0199890136719,412.70001220703125,412.70001220703125,1046820000
1992-03-02,412.67999267578125,413.7799987792969,403.6499938964844,404.44000244140625,404.44000244140625,979090000
1992-03-09,404.45001220703125,409.1600036621094,401.94000244140625,405.8399963378906,405.8399963378906,908190000
1992-03-16,405.8500061035156,411.29998779296875,403.54998779296875,411.29998779296875,411.29998779296875,978440000
1992-03-23,411.2900085449219,411.42999267578125,402.8699951171875,403.5,403.5,884170000
1992-03-30,403.5,405.2099914550781,398.2099914550781,401.54998779296875,401.54998779296875,876670000
1992-04-06,401.5400085449219,405.92999267578125,392.4100036621094,404.2900085449219,404.2900085449219,1065360000
1992-04-13,404.2799987792969,416.2799987792969,403.8999938964844,416.0400085449219,416.0400085449219,837210000
1992-04-20,416.04998779296875,416.04998779296875,406.8599853515625,409.0199890136719,409.0199890136719,1060460000
1992-04-27,409.0299987792969,415.2099914550781,406.3299865722656,412.5299987792969,412.5299987792969,969880000
1992-05-04,412.5400085449219,418.5299987792969,412.5400085449219,416.04998779296875,416.04998779296875,912740000
1992-05-11,416.04998779296875,418.75,409.8500061035156,410.0899963378906,410.0899963378906,906340000
1992-05-18,410.1300048828125,416.8299865722656,410.1300048828125,414.0199890136719,414.0199890136719,868260000
1992-05-25,414.0199890136719,418.3599853515625,410.2300109863281,415.3500061035156,415.3500061035156,779250000
1992-06-01,415.3500061035156,417.29998779296875,410.9700012207031,413.4800109863281,413.4800109863281,1002630000
1992-06-08,413.4800109863281,413.95001220703125,406.1099853515625,409.760009765625,409.760009765625,949800000
1992-06-15,409.760009765625,411.67999267578125,400.510009765625,403.6700134277344,403.6700134277344,1045300000
1992-06-22,403.6400146484375,405.5299987792969,399.9200134277344,403.45001220703125,403.45001220703125,889820000
1992-06-29,403.4700012207031,415.7099914550781,403.4700012207031,411.7699890136719,411.7699890136719,806730000
1992-07-06,411.7699890136719,415.8800048828125,407.20001220703125,414.6199951171875,414.6199951171875,986750000
1992-07-13,414.6199951171875,417.92999267578125,412.9599914550781,415.6199951171875,415.6199951171875,950020000
1992-07-20,415.6199951171875,415.6199951171875,409.80999755859375,411.6000061035156,411.6000061035156,869060000
1992-07-27,411.6000061035156,424.79998779296875,411.2699890136719,424.2099914550781,424.2099914550781,1024940000
1992-08-03,424.19000244140625,425.1400146484375,418.510009765625,418.8800048828125,418.8800048828125,875750000
1992-08-10,418.8699951171875,420.3999938964844,416.3999938964844,419.9100036621094,419.9100036621094,845550000
1992-08-17,419.8900146484375,421.8900146484375,413.5799865722656,414.8500061035156,414.8500061035156,899870000
1992-08-24,414.79998779296875,415.8299865722656,408.29998779296875,414.8399963378906,414.8399963378906,871170000
1992-08-31,414.8699951171875,420.30999755859375,413.3500061035156,417.0799865722656,417.0799865722656,858520000
1992-09-07,417.0799865722656,420.5799865722656,414.29998779296875,419.5799865722656,419.5799865722656,742790000
1992-09-14,419.6499938964844,425.2699890136719,417.7699890136719,422.92999267578125,422.92999267578125,1119960000
1992-09-21,422.8999938964844,422.8999938964844,412.7099914550781,414.3500061035156,414.3500061035156,950080000
1992-09-28,414.3500061035156,418.6700134277344,410.45001220703125,410.4700012207031,410.4700012207031,906790000
1992-10-05,410.4700012207031,410.4700012207031,396.79998779296875,402.6600036621094,402.6600036621094,1058370000
1992-10-12,402.6600036621094,411.7300109863281,402.6600036621094,411.7300109863281,411.7300109863281,938730000
1992-10-19,411.7300109863281,417.9800109863281,410.6600036621094,414.1000061035156,414.1000061035156,1114920000
1992-10-26,414.0899963378906,421.1600036621094,413.7099914550781,418.67999267578125,418.67999267578125,1002180000
1992-11-02,418.6600036621094,422.80999755859375,415.5799865722656,417.5799865722656,417.5799865722656,1030860000
1992-11-09,417.5799865722656,423.1000061035156,416.7900085449219,422.42999267578125,422.42999267578125,1083450000
1992-11-16,422.44000244140625,426.9800109863281,418.30999755859375,426.6499938964844,426.6499938964844,1056520000
1992-11-23,426.6499938964844,431.92999267578125,424.8299865722656,430.1600036621094,430.1600036621094,747790000
1992-11-30,430.19000244140625,432.8900146484375,428.6099853515625,432.05999755859375,432.05999755859375,1209220000
1992-12-07,432.05999755859375,436.989990234375,432.05999755859375,433.7300109863281,433.7300109863281,1087240000
1992-12-14,433.7300109863281,441.2900085449219,430.8800048828125,441.2799987792969,441.2799987792969,1297880000
1992-12-21,441.260009765625,441.6400146484375,438.25,439.7699890136719,439.7699890136719,804490000
1992-12-28,439.7699890136719,442.6499938964844,435.7099914550781,435.7099914550781,435.7099914550781,707470000
1993-01-04,435.70001220703125,437.32000732421875,426.8800048828125,429.04998779296875,429.04998779296875,1305120000
1993-01-11,429.0400085449219,439.489990234375,428.19000244140625,437.1499938964844,437.1499938964844,1292680000
1993-01-18,437.1300048828125,437.80999755859375,432.4800109863281,436.1099853515625,436.1099853515625,1299000000
1993-01-25,436.1099853515625,442.6600036621094,436.1099853515625,438.7799987792969,438.7799987792969,1384050000
1993-02-01,438.7799987792969,449.8599853515625,438.7799987792969,448.92999267578125,448.92999267578125,1531390000
1993-02-08,448.94000244140625,450.0400085449219,444.239990234375,444.5799865722656,444.5799865722656,1209720000
1993-02-15,444.5299987792969,444.5299987792969,428.25,434.2200012207031,434.2200012207031,1256940000
1993-02-22,434.2099914550781,443.7699890136719,432.4100036621094,443.3800048828125,443.3800048828125,1444400000
1993-03-01,443.3800048828125,450.0,441.07000732421875,446.1099853515625,446.1099853515625,1267290000
1993-03-08,446.1199951171875,456.760009765625,446.1199951171875,449.8299865722656,449.8299865722656,1334050000
1993-03-15,449.8299865722656,453.32000732421875,447.989990234375,450.17999267578125,450.17999267578125,1236860000
1993-03-22,450.1700134277344,452.0899963378906,446.0799865722656,447.7799987792969,447.7799987792969,1218400000
1993-03-29,447.760009765625,454.8800048828125,440.7099914550781,441.3900146484375,441.3900146484375,1268210000
1993-04-05,441.4200134277344,443.7699890136719,439.4800109863281,441.8399963378906,441.8399963378906,1174130000
1993-04-12,441.8399963378906,450.3999938964844,441.8399963378906,448.94000244140625,448.94000244140625,1368380000
1993-04-19,448.94000244140625,449.1400146484375,436.82000732421875,437.0299987792969,437.0299987792969,1420200000
1993-04-26,437.0299987792969,442.2900085449219,432.29998779296875,440.19000244140625,440.19000244140625,1332600000
1993-05-03,440.19000244140625,446.0899963378906,438.25,442.30999755859375,442.30999755859375,1246550000
1993-05-10,442.3399963378906,445.4200134277344,438.1000061035156,439.55999755859375,439.55999755859375,1256570000
1993-05-17,439.55999755859375,450.5899963378906,436.8599853515625,445.8399963378906,445.8399963378906,1402580000
1993-05-24,445.8399963378906,454.54998779296875,445.260009765625,450.19000244140625,450.19000244140625,1202940000
1993-05-31,450.2300109863281,455.6300048828125,448.9200134277344,450.05999755859375,450.05999755859375,1037260000
1993-06-07,450.07000732421875,450.75,444.0899963378906,447.260009765625,447.260009765625,1215940000
1993-06-14,447.260009765625,448.9800109863281,443.6099853515625,443.67999267578125,443.67999267578125,1252360000
1993-06-21,443.67999267578125,448.6400146484375,442.5,447.6000061035156,447.6000061035156,1239320000
1993-06-28,447.6000061035156,451.8999938964844,445.20001220703125,445.8399963378906,445.8399963378906,1312310000
1993-07-05,445.8599853515625,448.94000244140625,441.3999938964844,448.1099853515625,448.1099853515625,1006100000
1993-07-12,448.1300048828125,451.1199951171875,445.6600036621094,445.75,445.75,1277370000
1993-07-19,445.75,447.6300048828125,443.7099914550781,447.1000061035156,447.1000061035156,1244180000
1993-07-26,447.05999755859375,450.7699890136719,446.5899963378906,448.1300048828125,448.1300048828125,1268090000
1993-08-02,448.1300048828125,450.42999267578125,446.94000244140625,448.67999267578125,448.67999267578125,1196600000
1993-08-09,448.67999267578125,451.6300048828125,447.5299987792969,450.1400146484375,450.1400146484375,1249500000
1993-08-16,450.25,456.989990234375,450.25,456.1600036621094,456.1600036621094,1378030000
1993-08-23,456.1199951171875,462.8699951171875,454.2900085449219,460.5400085449219,460.5400085449219,1235060000
1993-08-30,460.5400085449219,463.79998779296875,459.9100036621094,461.3399963378906,461.3399963378906,1149080000
1993-09-06,461.3399963378906,462.07000732421875,453.75,461.7200012207031,461.7200012207031,1040620000
1993-09-13,461.70001220703125,463.3800048828125,456.30999755859375,458.8299865722656,458.8299865722656,1409100000
1993-09-20,458.8399963378906,459.9100036621094,449.6400146484375,457.6300048828125,457.6300048828125,1354020000
1993-09-27,457.6300048828125,462.1700134277344,457.6300048828125,461.2799987792969,461.2799987792969,1303790000
1993-10-04,461.2799987792969,463.1499938964844,456.3999938964844,460.30999755859375,460.30999755859375,1299830000
1993-10-11,460.30999755859375,471.1000061035156,460.30999755859375,469.5,469.5,1456600000
1993-10-18,469.5,470.0400085449219,463.2699890136719,463.2699890136719,463.2699890136719,1530690000
1993-10-25,463.2699890136719,468.760009765625,462.04998779296875,467.8299865722656,467.8299865722656,1396460000
1993-11-01,467.8299865722656,469.1099853515625,454.3599853515625,459.57000732421875,459.57000732421875,1563240000
1993-11-08,459.57000732421875,465.8399963378906,458.7799987792969,465.3900146484375,465.3900146484375,1404210000
1993-11-15,465.3900146484375,467.239990234375,460.0299987792969,462.6000061035156,462.6000061035156,1488410000
1993-11-22,462.6000061035156,463.6300048828125,457.0799865722656,463.05999755859375,463.05999755859375,861380000
1993-11-29,463.05999755859375,464.8900146484375,460.45001220703125,464.8900146484375,464.8900146484375,1377970000
1993-12-06,464.8900146484375,466.8900146484375,462.6600036621094,463.92999267578125,463.92999267578125,1425710000
1993-12-13,463.92999267578125,466.3800048828125,461.8399963378906,466.3800048828125,466.3800048828125,1511770000
1993-12-20,466.3800048828125,468.9700012207031,464.0299987792969,467.3800048828125,467.3800048828125,1028950000
1993-12-27,467.3999938964844,471.2900085449219,466.45001220703125,466.45001220703125,466.45001220703125,1006180000
1994-01-03,466.510009765625,470.260009765625,464.3599853515625,469.8999938964844,469.8999938964844,1687650000
1994-01-10,469.8999938964844,475.32000732421875,469.54998779296875,474.9100036621094,474.9100036621094,1518560000
1994-01-17,474.9100036621094,475.55999755859375,472.2099914550781,474.7200012207031,474.7200012207031,1510990000
1994-01-24,474.7200012207031,479.75,470.2699890136719,478.70001220703125,478.70001220703125,1587320000
1994-01-31,478.70001220703125,482.8500061035156,469.2799987792969,469.80999755859375,469.80999755859375,1671070000
1994-02-07,469.80999755859375,473.4100036621094,466.8900146484375,470.17999267578125,470.17999267578125,1540110000
1994-02-14,470.17999267578125,475.1199951171875,466.07000732421875,467.69000244140625,467.69000244140625,1498670000
1994-02-21,467.69000244140625,472.4100036621094,464.260009765625,466.07000732421875,466.07000732421875,1197430000
1994-02-28,466.07000732421875,469.1600036621094,457.489990234375,464.739990234375,464.739990234375,1537910000
1994-03-07,464.739990234375,468.07000732421875,462.4599914550781,466.44000244140625,466.44000244140625,1566770000
1994-03-14,466.44000244140625,471.0899963378906,465.4800109863281,471.05999755859375,471.05999755859375,1637710000
1994-03-21,471.05999755859375,471.05999755859375,460.5799865722656,460.5799865722656,460.5799865722656,1364500000
1994-03-28,460.5799865722656,461.1199951171875,436.1600036621094,445.7699890136719,445.7699890136719,1386810000
1994-04-04,445.6600036621094,451.1000061035156,435.8599853515625,447.1000061035156,447.1000061035156,1565750000
1994-04-11,447.1199951171875,450.79998779296875,442.6199951171875,446.17999267578125,446.17999267578125,1363880000
1994-04-18,446.2699890136719,449.9599914550781,438.8299865722656,447.6300048828125,447.6300048828125,1635770000
1994-04-25,447.6400146484375,452.7900085449219,447.5799865722656,450.9100036621094,450.9100036621094,1169610000
1994-05-02,450.9100036621094,453.9800109863281,445.6400146484375,447.82000732421875,447.82000732421875,1399940000
1994-05-09,447.82000732421875,447.82000732421875,440.7799987792969,444.1400146484375,444.1400146484375,1350770000
1994-05-16,444.1499938964844,456.8800048828125,443.6199951171875,454.9200134277344,454.9200134277344,1482510000
1994-05-23,454.9200134277344,457.7699890136719,451.7900085449219,457.3299865722656,457.3299865722656,1226050000
1994-05-30,457.32000732421875,460.8599853515625,453.989990234375,460.1300048828125,460.1300048828125,1039730000
1994-06-06,460.1300048828125,461.8699951171875,455.42999267578125,458.6700134277344,458.6700134277344,1225110000
1994-06-13,458.6700134277344,463.2300109863281,457.17999267578125,458.45001220703125,458.45001220703125,1431770000
1994-06-20,458.45001220703125,458.45001220703125,442.510009765625,442.79998779296875,442.79998779296875,1297100000
1994-06-27,442.7799987792969,449.8299865722656,439.8299865722656,446.20001220703125,446.20001220703125,1274690000
1994-07-04,446.20001220703125,449.75,444.17999267578125,449.54998779296875,449.54998779296875,927900000
1994-07-11,449.55999755859375,454.3299865722656,444.6499938964844,454.1600036621094,454.1600036621094,1339250000
1994-07-18,454.4100036621094,455.7099914550781,450.69000244140625,453.1099853515625,453.1099853515625,1300550000
1994-07-25,453.1000061035156,459.3299865722656,451.3599853515625,458.260009765625,458.260009765625,1213370000
1994-08-01,458.2799987792969,462.7699890136719,456.0799865722656,457.0899963378906,457.0899963378906,1356180000
1994-08-08,457.0799865722656,462.2699890136719,456.6600036621094,461.94000244140625,461.94000244140625,1281290000
1994-08-15,461.9700012207031,465.9100036621094,459.8900146484375,463.67999267578125,463.67999267578125,1403060000
1994-08-22,463.6099853515625,474.6499938964844,461.4599914550781,473.79998779296875,473.79998779296875,1442970000
1994-08-29,473.8900146484375,477.5899963378906,470.6700134277344,470.989990234375,470.989990234375,1414230000
1994-09-05,471.0,473.3999938964844,466.54998779296875,468.17999267578125,468.17999267578125,1078370000
1994-09-12,468.17999267578125,474.80999755859375,466.1499938964844,471.19000244140625,471.19000244140625,1528200000
1994-09-19,471.2099914550781,473.1499938964844,458.4700012207031,459.6700134277344,459.6700134277344,1560260000
1994-09-26,459.6499938964844,465.54998779296875,459.30999755859375,462.7099914550781,462.7099914550781,1487060000
1994-10-03,462.69000244140625,463.30999755859375,449.2699890136719,455.1000061035156,455.1000061035156,1511270000
1994-10-10,455.1199951171875,471.29998779296875,455.1199951171875,469.1000061035156,469.1000061035156,1427870000
1994-10-17,469.1099853515625,471.42999267578125,463.8299865722656,464.8900146484375,464.8900146484375,1462020000
1994-10-24,464.8900146484375,473.7799987792969,458.260009765625,473.7699890136719,473.7699890136719,1640720000
1994-10-31,473.760009765625,474.739990234375,462.2799987792969,462.2799987792969,462.2799987792969,1514850000
1994-11-07,462.30999755859375,469.95001220703125,461.25,462.3500061035156,462.3500061035156,1385380000
1994-11-14,462.44000244140625,468.510009765625,460.25,461.4700012207031,461.4700012207031,1573730000
1994-11-21,461.69000244140625,463.4100036621094,444.17999267578125,452.2900085449219,452.2900085449219,1229350000
1994-11-28,452.260009765625,457.1300048828125,447.9700012207031,453.29998779296875,453.29998779296875,1421420000
1994-12-05,453.29998779296875,455.0400085449219,442.8800048828125,446.9599914550781,446.9599914550781,1539640000
1994-12-12,446.95001220703125,458.79998779296875,445.6199951171875,458.79998779296875,458.79998779296875,1762490000
1994-12-19,458.7799987792969,461.70001220703125,456.3699951171875,459.8299865722656,459.8299865722656,1514380000
1994-12-26,459.8500061035156,462.7300109863281,459.0,459.2699890136719,459.2699890136719,964350000
1995-01-02,459.2099914550781,462.489990234375,457.20001220703125,460.67999267578125,460.67999267578125,1199080000
1995-01-09,460.6700134277344,466.42999267578125,458.6499938964844,465.9700012207031,465.9700012207031,1627330000
1995-01-16,465.9700012207031,470.42999267578125,463.989990234375,464.7799987792969,464.7799987792969,1667400000
1995-01-23,464.7799987792969,471.3599853515625,461.1400146484375,470.3900146484375,470.3900146484375,1628110000
1995-01-30,470.3900146484375,479.9100036621094,467.489990234375,478.6499938964844,478.6499938964844,1888560000
1995-02-06,478.6400146484375,482.6000061035156,478.3599853515625,481.4599914550781,481.4599914550781,1579920000
1995-02-13,481.4599914550781,485.5400085449219,480.8900146484375,481.9700012207031,481.9700012207031,1643990000
1995-02-20,481.95001220703125,489.19000244140625,481.94000244140625,488.1099853515625,488.1099853515625,1344760000
1995-02-27,488.260009765625,488.260009765625,483.07000732421875,485.4200134277344,485.4200134277344,1626480000
1995-03-06,485.4200134277344,490.3699951171875,479.70001220703125,489.57000732421875,489.57000732421875,1706460000
1995-03-13,489.57000732421875,496.6700134277344,489.3500061035156,495.5199890136719,495.5199890136719,1685030000
1995-03-20,495.5199890136719,500.9700012207031,493.6700134277344,500.9700012207031,500.9700012207031,1658870000
1995-03-27,500.9700012207031,508.1499938964844,495.70001220703125,500.7099914550781,500.7099914550781,1718570000
1995-04-03,500.70001220703125,507.19000244140625,500.20001220703125,506.4200134277344,506.4200134277344,1577400000
1995-04-10,506.29998779296875,509.8299865722656,504.6099853515625,509.2300109863281,509.2300109863281,1201100000
