date,open,high,low,close,adjcp,tic,zopen,zhigh,zlow,zadjcp,zclose,zd_5,zd_10,zd_15,zd_20,zd_25,zd_30,label
2021-01-04,133.52000427246094,133.61000061035156,126.76000213623048,129.41000366210938,128.45343017578125,AAPL,0.031759527811179,0.0324549635220505,-0.0204775631781765,-0.0073918048006995,-0.0247192608255868,0.0314196507523352,0.0177576617388448,0.0023234909941693,-0.0104859292657303,-0.0215778105000472,-0.0349868790193076,1
2021-01-04,231.25,231.25,223.6699981689453,226.66000366210932,217.9892578125,AMGN,0.0202505791217277,0.0202505791217277,-0.0131915884799037,-0.0382544150247837,-0.0141788210368745,0.0008558222568666,-0.0042663716675402,0.001205858394446,0.0029581180198099,0.0009723211525798,-0.0024942559727804,1
2021-01-04,121.3000030517578,121.8000030517578,116.8499984741211,118.04000091552734,116.05821990966795,AXP,0.027617774575954,0.0318536267965738,-0.0100813489679473,-0.0167890629489032,-0.0237366856310949,0.0079295776231147,-0.0023296633975989,0.0009714928903965,0.0116698493549463,0.0142020405886595,0.0100221034079954,1
2021-01-04,210.0,210.1999969482422,202.4900054931641,202.72000122070312,202.72000122070312,BA,0.035911595972077,0.0368981633903777,-0.001134548767532,0.0,-0.0529757846735776,0.0514897265867686,0.0657409100988464,0.0839351366985867,0.1024985100250213,0.099297544728981,0.0892133564382953,1
2021-01-04,183.0,185.97999572753903,180.25,182.1499938964844,176.71368408203125,CAT,0.0046665173318569,0.0210266371638268,-0.0104309303329659,-0.0298452374230799,0.000714150208616,-0.0126490142393974,-0.0145979469321934,-0.0144899837447908,-0.0141807027445042,-0.0201988238085681,-0.0240260747647519,1
2021-01-04,222.63999938964844,223.75,215.72000122070312,220.3099975585937,220.3099975585937,CRM,0.0105760149647091,0.0156143728361277,-0.020834262578891,0.0,-0.0099761885268554,0.0097952963229028,0.0215696086419421,0.0179595439036552,0.0187712820319603,0.0286305750924145,0.0520675540511552,1
2021-01-04,44.310001373291016,44.369998931884766,43.34999847412109,43.959999084472656,42.51070785522461,CSCO,0.0079618356712383,0.0093266573237242,-0.0138762653106385,-0.0329684089952576,-0.0176536517436277,0.0068775037740287,0.0087356997223688,0.0076852800633024,0.0063590195807994,0.0011856718013316,-0.0085588470443737,1
2021-01-04,85.1500015258789,85.94999694824219,83.88999938964844,84.70999908447266,79.65483856201172,CVX,0.0051942208258966,0.0146381522508696,-0.009680081497894,-0.0596760781146974,0.0030787702264787,0.0010624567610095,0.0065635817529761,0.0239011617462057,0.0390685941953652,0.0416715950615098,0.0452563708758155,1
2021-01-04,182.259994506836,182.58999633789065,174.72999572753906,177.67999267578125,177.67999267578125,DIS,0.0257766885403467,0.0276339704215817,-0.0166028650936808,0.0,-0.0193178062782196,0.0087685998703586,-0.0108621920374675,-0.0157848950348474,-0.0449712635287788,-0.0668122114287028,-0.0855151221292871,1
2021-01-04,267.0,267.5799865722656,260.1600036621094,265.0,258.902099609375,GS,0.0075471698113207,0.0097357983859081,-0.0182641371241155,-0.0230109448702829,0.0048917696967185,-0.0145207682870596,-0.0311056880343774,-0.0500679616670579,-0.0603642023578381,-0.0718907943982958,-0.0826069328522856,1
2021-01-04,266.010009765625,266.44000244140625,261.0599975585937,263.9200134277344,256.9686279296875,HD,0.0079190521050154,0.0095483058709449,-0.0108366767339673,-0.0263389858456122,-0.006400051655385,0.0080628971629201,0.0163873868395938,0.0164997852028601,0.0122118557332784,0.0166107552799479,0.0179392051254887,1
2021-01-04,212.83999633789065,213.009994506836,206.3600006103516,207.9499969482422,203.336654663086,HON,0.0235152655033006,0.0243327609177756,-0.007646051268211,-0.0221848634424576,-0.0223319232165097,0.0105025179967597,0.0092954899533395,0.0136186520190686,0.0150973771245419,0.0113084870775048,0.0070385442972793,1
2021-01-04,120.31549072265624,120.38240814208984,117.62906646728516,118.48948669433594,111.47073364257812,IBM,0.0154106839286998,0.0159754379950773,-0.0072615744320876,-0.0592352389023669,-0.0154114896323646,0.0049701273560485,0.0038889533774306,0.0053520303259193,0.0079110660877663,0.0061868445382327,0.0006185584273945,1
2021-01-04,49.88999938964844,51.38999938964844,49.400001525878906,49.66999816894531,48.04860305786133,INTC,0.0044292576769344,0.0346285742723966,-0.0054358094024495,-0.032643349523973,-0.0030108696667553,-0.014697006975343,-0.036984100784612,-0.0188980436345777,-0.0092812298020594,-0.0091161260158564,-0.0191530363689759,1
2021-01-04,157.24000549316406,157.3800048828125,154.1300048828125,156.5,151.67922973632812,JNJ,0.0047284696048821,0.0056230343949681,-0.0151437387679712,-0.0308036438573282,-0.0055915926770224,-0.0066965378830937,-0.0147476422093566,-0.0211714895536251,-0.024300353605722,-0.0320230371864452,-0.0393813626814346,1
2021-01-04,127.5,127.86000061035156,124.77999877929688,125.87000274658205,121.15687561035156,JPM,0.0129498468090103,0.015809945343181,-0.008659759621041,-0.0374444032206749,-0.0094435897625254,-0.0011122855940647,-0.0128386890553652,-0.0248881557921061,-0.0273298307069512,-0.0305172417050234,-0.0349646905756579,1
2021-01-04,54.27000045776367,54.630001068115234,52.02999877929688,52.7599983215332,50.75895690917969,KO,0.028620208193111,0.0354435710021396,-0.0138362313392716,-0.0379272455650708,-0.0379285526124589,0.0247537004676632,0.0162245129246945,0.0145945029754146,0.013409894638241,0.0084686456404088,0.0062808848275439,1
2021-01-04,214.4900054931641,214.72000122070312,208.22000122070312,210.22000122070312,204.37762451171875,MCD,0.0203120742444389,0.0214061458180452,-0.0095138425857977,-0.0277917261681045,-0.0203187649042165,0.0114070890359718,0.0109266234695117,0.010928201279589,0.0066858208828191,0.0095138184805658,0.0123263923626426,1
2021-01-04,175.0,176.1999969482422,170.5500030517578,171.8699951171875,164.98753356933594,MMM,0.0182114678055256,0.0251934715428503,-0.0076801774767588,-0.0400445787128744,-0.0167057513650982,0.0116133707796897,0.015127698431731,0.0157056433022773,0.0130883505325212,0.0115109904414498,0.0122088075514454,1
2021-01-04,78.24427795410156,78.33015441894531,76.22137451171875,77.25190734863281,73.88758087158203,MRK,0.0128459042569686,0.0139575462576793,-0.0133399015284287,-0.0435500765290854,-0.0102689768557526,0.001037565543539,-0.0077074999434668,-0.0068181629659948,-0.0013799340870597,-0.002533690367783,-0.0048388300881616,1
2021-01-04,222.52999877929688,223.0,214.8099975585937,217.69000244140625,215.4349670410156,MSFT,0.0222334341660608,0.0243924732373641,-0.013229844506009,-0.010358929556251,-0.0212660541609494,0.0206256136345255,0.0197023021732951,0.0106358926399461,0.0030455891762626,-1.2887830123098354e-05,-0.004267560305993,1
2021-01-04,142.85000610351562,142.97000122070312,138.32000732421875,140.10000610351562,138.73779296875,NKE,0.0196288356901863,0.0204853318497855,-0.0127052012972911,-0.0097231482899374,-0.0096839973518499,0.0094933306350855,0.0094647900645821,0.0022270883558872,-0.0015666353581923,-0.0083708360462456,-0.0147281881851937,1
2021-01-04,139.66000366210938,139.86000061035156,136.35000610351562,137.82000732421875,132.97059631347656,PG,0.0133507200704325,0.0148018660406379,-0.010666094489786,-0.0351865531347277,-0.0094867907950263,0.0039616903637569,0.0005804441656707,-0.0018236487257451,-0.0028116634139898,-0.0012480272506497,0.0002853718515143,1
2021-01-04,140.6300048828125,140.66000366210938,134.32000732421875,135.64999389648438,131.95547485351562,TRV,0.0367122094390097,0.0369333578403856,-0.0098045457582589,-0.027235674229282,-0.0336254284027198,0.0212163646989522,0.0192185927713228,0.0144932014189913,0.0094482040242678,0.0028967901095233,0.0006853546602922,1
2021-01-04,351.45001220703125,352.0799865722656,340.3800048828125,349.5,343.6371459960937,UNH,0.0055794340687589,0.007381935829086,-0.0260944066300071,-0.016774975690719,-0.0033648702532973,-0.0051673747293808,-0.0196509027910617,-0.0233285335804787,-0.0200471932280321,-0.020836190716732,-0.0247595875610913,1
2021-01-04,220.25,220.25,214.2400054931641,217.759994506836,216.07899475097656,V,0.0114346324209053,0.0114346324209053,-0.0161645348202897,-0.0077195067885007,-0.0044346968392544,-0.0063832144630379,-0.0255281547788486,-0.0315607807845511,-0.0313648417588845,-0.0320757197626458,-0.0341722128447146,1
2021-01-04,58.959999084472656,59.150001525878906,58.43999862670898,58.84999847412109,54.95889663696289,VZ,0.0018691692982786,0.0050977580210089,-0.0069668624986014,-0.066118979406079,0.0017021016871672,-0.0024468553623913,0.0030077020811549,0.0094251428718181,0.0173237445725713,0.02094142038551,0.0215746631272191,1
2021-01-04,40.16999816894531,41.560001373291016,39.93999862670898,41.400001525878906,39.47895050048828,WBA,-0.0297102249178595,0.0038647304713768,-0.0352657692115612,-0.0464021969706881,0.0381143534867891,-0.0353140010261692,-0.0342754056605505,-0.0250080859946578,-0.0136232180938181,-0.0194686375815645,-0.0291465789043953,1
2021-01-04,144.3000030517578,146.88999938964844,144.27999877929688,146.52999877929688,143.68057250976562,WMT,-0.015218697509838,0.0024568389636978,-0.0153552174895527,-0.0194460267062654,0.016510613829936,-0.0112878906146289,-0.0123388185317935,-0.0095407336607814,-0.0047792751891676,0.002030264701978,0.0064860958449488,1
