,date,open,high,low,close,adjcp
0,2000-01-03,0.120775864151308,0.120775864151308,0.120775864151308,0.120775864151308,0.120775864151308
1,2000-01-04,0.120774405487989,0.120774405487989,0.120774405487989,0.120774405487989,0.120774405487989
2,2000-01-05,0.120775864151308,0.120775864151308,0.120775864151308,0.120775864151308,0.120775864151308
3,2000-01-06,0.1207773228498617,0.1207773228498617,0.1207773228498617,0.1207773228498617,0.1207773228498617
4,2000-01-07,0.1207816991569437,0.1207816991569437,0.1207816991569437,0.1207816991569437,0.1207816991569437
5,2000-01-10,0.1207816991569437,0.1207816991569437,0.1207816991569437,0.1207816991569437,0.1207816991569437
6,2000-01-11,0.1207802403526783,0.1207802403526783,0.1207802403526783,0.1207802403526783,0.1207802403526783
7,2000-01-12,0.1207787815836513,0.1207787815836513,0.1207787815836513,0.1207787815836513,0.1207787815836513
8,2000-01-13,0.120775864151308,0.120775864151308,0.120775864151308,0.120775864151308,0.120775864151308
9,2000-01-14,0.1207773228498617,0.1207773228498617,0.1207773228498617,0.1207773228498617,0.1207773228498617
10,2000-01-17,0.12078872323036194,0.12075818330049515,0.12078164517879486,0.12076172232627869,0.12076304852962494
11,2000-01-18,0.1207831579964489,0.1207831579964489,0.1207831579964489,0.1207831579964489,0.1207831579964489
12,2000-01-19,0.1207773228498617,0.1207773228498617,0.1207773228498617,0.1207773228498617,0.1207773228498617
13,2000-01-20,0.1207816991569437,0.1207816991569437,0.1207816991569437,0.1207816991569437,0.1207816991569437
14,2000-01-21,0.1207802403526783,0.1207802403526783,0.1207802403526783,0.1207802403526783,0.1207802403526783
15,2000-01-24,0.1207889937068934,0.1207889937068934,0.1207889937068934,0.1207889937068934,0.1207889937068934
16,2000-01-25,0.1207933708598072,0.1207933708598072,0.1207933708598072,0.1207933708598072,0.1207933708598072
17,2000-01-26,0.1207992075571984,0.1207992075571984,0.1207992075571984,0.1207992075571984,0.1207992075571984
18,2000-01-27,0.1207977483299711,0.1207977483299711,0.1207977483299711,0.1207977483299711,0.1207977483299711
19,2000-01-28,0.1208006668196808,0.1208006668196808,0.1208006668196808,0.1208006668196808,0.1208006668196808
20,2000-01-31,0.1208065042221873,0.1208065042221873,0.1208065042221873,0.1208065042221873,0.1208065042221873
21,2000-02-01,0.1208108826443086,0.1208108826443086,0.1208108826443086,0.1208108826443086,0.1208108826443086
22,2000-02-02,0.120812342188878,0.120812342188878,0.120812342188878,0.120812342188878,0.120812342188878
23,2000-02-03,0.1208006668196808,0.1208006668196808,0.1208006668196808,0.1208006668196808,0.1208006668196808
24,2000-02-04,0.1207904527226167,0.1207904527226167,0.1207904527226167,0.1207904527226167,0.1207904527226167
25,2000-02-07,0.1207904527226167,0.1207904527226167,0.1207904527226167,0.1207904527226167,0.1207904527226167
26,2000-02-08,0.1207904527226167,0.1207904527226167,0.1207904527226167,0.1207904527226167,0.1207904527226167
27,2000-02-09,0.1207904527226167,0.1207904527226167,0.1207904527226167,0.1207904527226167,0.1207904527226167
28,2000-02-10,0.1207904527226167,0.1207904527226167,0.1207904527226167,0.1207904527226167,0.1207904527226167
29,2000-02-11,0.1207904527226167,0.1207904527226167,0.1207904527226167,0.1207904527226167,0.1207904527226167
30,2000-02-14,0.1208035854504161,0.1208035854504161,0.1208035854504161,0.1208035854504161,0.1208035854504161
31,2000-02-15,0.1208065042221873,0.1208065042221873,0.1208065042221873,0.1208065042221873,0.1208065042221873
32,2000-02-16,0.1208065042221873,0.1208065042221873,0.1208065042221873,0.1208065042221873,0.1208065042221873
33,2000-02-17,0.120813801768714,0.120813801768714,0.120813801768714,0.120813801768714,0.120813801768714
34,2000-02-18,0.120813801768714,0.120813801768714,0.120813801768714,0.120813801768714,0.120813801768714
35,2000-02-21,0.1207861378788948,0.12078773975372314,0.12078981101512909,0.12073774635791779,0.12080337107181549
36,2000-02-22,0.120812342188878,0.120812342188878,0.120812342188878,0.120812342188878,0.120812342188878
37,2000-02-23,0.1208021261174196,0.1208021261174196,0.1208021261174196,0.1208021261174196,0.1208021261174196
38,2000-02-24,0.1208021261174196,0.1208021261174196,0.1208021261174196,0.1208021261174196,0.1208021261174196
39,2000-02-25,0.1207933708598072,0.1207933708598072,0.1207933708598072,0.1207933708598072,0.1207933708598072
40,2000-02-28,0.1207933708598072,0.1207933708598072,0.1207933708598072,0.1207933708598072,0.1207933708598072
41,2000-02-29,0.1207933708598072,0.1207933708598072,0.1207933708598072,0.1207933708598072,0.1207933708598072
42,2000-03-01,0.1207933708598072,0.1207933708598072,0.1207933708598072,0.1207933708598072,0.1207933708598072
43,2000-03-02,0.1207919117735876,0.1207919117735876,0.1207919117735876,0.1207919117735876,0.1207919117735876
44,2000-03-03,0.1207889937068934,0.1207889937068934,0.1207889937068934,0.1207889937068934,0.1207889937068934
45,2000-03-06,0.1207948299812768,0.1207948299812768,0.1207948299812768,0.1207948299812768,0.1207948299812768
46,2000-03-07,0.1207962891379976,0.1207962891379976,0.1207962891379976,0.1207962891379976,0.1207962891379976
47,2000-03-08,0.1207933708598072,0.1207933708598072,0.1207933708598072,0.1207933708598072,0.1207933708598072
48,2000-03-09,0.1207919117735876,0.1207919117735876,0.1207919117735876,0.1207919117735876,0.1207919117735876
49,2000-03-10,0.1207948299812768,0.1207948299812768,0.1207948299812768,0.1207948299812768,0.1207948299812768
50,2000-03-13,0.1208006668196808,0.1208006668196808,0.1208006668196808,0.1208006668196808,0.1208006668196808
51,2000-03-14,0.1208021261174196,0.1208021261174196,0.1208021261174196,0.1208021261174196,0.1208021261174196
52,2000-03-15,0.1208050448186716,0.1208050448186716,0.1208050448186716,0.1208050448186716,0.1208050448186716
53,2000-03-16,0.1208065042221873,0.1208065042221873,0.1208065042221873,0.1208065042221873,0.1208065042221873
54,2000-03-17,0.1207948299812768,0.1207948299812768,0.1207948299812768,0.1207948299812768,0.1207948299812768
55,2000-03-20,0.1207933708598072,0.1207933708598072,0.1207933708598072,0.1207933708598072,0.1207933708598072
56,2000-03-21,0.1207977483299711,0.1207977483299711,0.1207977483299711,0.1207977483299711,0.1207977483299711
57,2000-03-22,0.1207977483299711,0.1207977483299711,0.1207977483299711,0.1207977483299711,0.1207977483299711
58,2000-03-23,0.1207919117735876,0.1207919117735876,0.1207919117735876,0.1207919117735876,0.1207919117735876
