,Unnamed: 0,date,open,high,low,close,adjcp,tic,zopen,zhigh,zlow,zadjcp,zclose,zd_5,zd_10,zd_15,zd_20,zd_25,zd_30
653,22,2012-02-06,38.060001373291016,38.31999969482422,37.810001373291016,38.13999938964844,28.769487380981445,JPM,-0.0020974834199691,0.0047194627177848,-0.0086522816370832,-0.2456872616314261,-0.0036572464501789,-0.0095961036091299,-0.014577726902455,-0.022478408024346,-0.0298634892160617,-0.0299480095399029,-0.035000679848547
682,23,2012-02-07,37.86000061035156,38.119998931884766,37.70000076293945,37.869998931884766,28.565824508666992,JPM,-0.0002640169478532,0.0066015317415155,-0.004488993233168,-0.2456872111338798,-0.0070791940766772,0.000475351109946,-0.0069975740347401,-0.0102982502375854,-0.0195536251965467,-0.0297226221577636,-0.035000679848547
711,24,2012-02-08,38.04999923706055,38.34999847412109,37.970001220703125,38.29999923706055,28.89018821716309,JPM,-0.0065274152736298,0.0013054631346351,-0.0086161363689559,-0.245686976692996,0.0113546426539172,-0.0071020644059045,-0.0163187830231101,-0.0183465716814557,-0.02762421634329,-0.0368879086438114,-0.035000679848547
740,25,2012-02-09,38.59999847412109,38.68000030517578,37.84000015258789,37.86000061035156,28.55828285217285,JPM,0.0195456379249818,0.0216587343265921,-0.0005282741004024,-0.2456872057111236,-0.0114882150254255,0.0060750035147147,-0.0039091376910009,-0.0053001566510928,-0.0147384367550015,-0.0226200918801571,-0.035000679848547
769,26,2012-02-10,37.220001220703125,37.77000045776367,37.11000061035156,37.61000061035156,28.369712829589844,JPM,-0.0103695661611102,0.0042541835898846,-0.0132943363968567,-0.2456869883224217,-0.0066032751180581,0.0091994702129232,0.0037753581777475,0.0017546485230279,-0.007179142659289,-0.0140709269256886,-0.035000679848547
798,27,2012-02-13,38.08000183105469,38.34000015258789,37.77999877929688,38.29999923706055,28.89018821716309,JPM,-0.0057440577124863,0.0010444103478894,-0.0135770357212041,-0.245686976692996,0.0183461477136768,-0.0081463260274676,-0.0109401279308294,-0.0151786022185532,-0.0219583912856985,-0.0287625771789502,-0.035000679848547
827,28,2012-02-14,38.22999954223633,38.2599983215332,37.43999862670898,37.91999816894531,28.6035385131836,JPM,0.0081751420954681,0.0089662491826367,-0.0126582163875058,-0.2456872390724811,-0.0099216991040441,0.0020572144472186,0.0006067152238002,-0.0048521658709695,-0.0081880815860136,-0.0162656386573607,-0.0254920817481849
856,29,2012-02-15,38.08000183105469,38.400001525878906,37.310001373291016,37.400001525878906,28.211299896240234,JPM,0.0181818255997998,0.0267379668235587,-0.0024064210940102,-0.2456871993248598,-0.01371299230421,0.0111765344592189,0.0139839871228462,0.0086274623281634,0.0067513886629608,-0.0011443456310747,-0.0095632303024902
885,30,2012-02-16,37.150001525878906,38.119998931884766,37.04999923706055,38.0,28.66389274597168,JPM,-0.0223683808979234,0.0031578666285465,-0.025000020077354,-0.2456870330007452,0.0160427392952358,-0.0040527051427206,-0.0008422535464314,-0.0064036732879141,-0.0077369646998779,-0.0155053863969147,-0.0225264279300125
914,31,2012-02-17,38.59999847412109,38.63999938964844,38.22999954223633,38.470001220703125,29.018415451049805,JPM,0.0033791850609041,0.0044189800767104,-0.0062386709345264,-0.2456871710356699,0.0123684531763981,-0.0117493833149938,-0.0125552131006644,-0.0163590608750651,-0.0184169232996934,-0.0258486879886409,-0.0320509251770424
943,32,2012-02-21,38.650001525878906,38.970001220703125,38.40999984741211,38.459999084472656,29.01087760925293,JPM,0.0049402612046072,0.0132605862810946,-0.0013000321958076,-0.2456869916836424,-0.0002599983341068,-0.0106605794653602,-0.0114665791806801,-0.0135900319448767,-0.0171218447270571,-0.0229538630859651,-0.0291126494940353
972,33,2012-02-22,38.29999923706055,38.38999938964844,37.900001525878906,38.06999969482422,28.71668815612793,JPM,0.0060414905195704,0.008405560740462,-0.0044654103049132,-0.2456871976273725,-0.0101403899878378,0.0002627954713843,-0.0008141505458189,-0.0021363218574793,-0.0065142405110583,-0.0096242601280635,-0.0167409956440972
1001,34,2012-02-23,38.060001373291016,38.52000045776367,37.75,38.4900016784668,29.03350067138672,JPM,-0.0111717403591682,0.0007793914780123,-0.0192258156975033,-0.2456872069291311,0.0110323610982239,-0.0049882288142965,-0.0112236199437705,-0.0114834514481181,-0.0161989791561062,-0.0184047185649953,-0.0253571845576688
1030,35,2012-02-24,38.65999984741211,38.68000030517578,38.18999862670898,38.27999877929688,28.875089645385746,JPM,0.009926882973694,0.0104493609883611,-0.0023511012397571,-0.2456872892848061,-0.0054560376724377,0.0019333155997247,-0.0047019515270071,-0.0047890606667975,-0.0097699146891019,-0.0116089616505548,-0.0185995584124559
1059,36,2012-02-27,38.06999969482422,39.22999954223633,37.790000915527344,39.060001373291016,29.46346473693848,JPM,-0.0253456642002003,0.0043522315148087,-0.032514091477531,-0.2456870532245958,0.0203762439620556,-0.0150539176936665,-0.0208654745175885,-0.0233317652101636,-0.0271762887865297,-0.0296058693855468,-0.0363117898413715
1088,37,2012-02-28,39.130001068115234,39.54999923706055,38.84999847412109,39.209999084472656,29.57660865783692,JPM,-0.0020402453003142,0.0086712614263368,-0.0091813470736379,-0.2456870862425142,0.003840187043214,-0.014996252255724,-0.0222902854457192,-0.0252486850650828,-0.0280923662418365,-0.0317368465074461,-0.037201425890461
