,index,Unnamed: 0,date,close,tic,open,high,low,adjcp,zopen,zhigh,zlow,zadjcp,zclose,zd_5,zd_10,zd_15,zd_20,zd_25,zd_30,YUAN,pct_return,key_indicator_filtered,pct_return_filtered,label
28,28,28,2018-02-06,0.1591596371160273,YUAN,0.1591596371160273,0.1591596371160273,0.1591596371160273,0.1591596371160273,0.0,0.0,0.0,0.0,0.0003183192742322,-0.0010291527504404,-0.0043251306067652,-0.009516920664338,-0.0149386652328847,-0.0184372135321077,-0.0219724911027949,YUAN,0.0003183192742319,0.1590245704127749,-0.0003827638717964,1
29,29,29,2018-02-07,0.1596194671902185,YUAN,0.1596194671902185,0.1596194671902185,0.1596194671902185,0.1596194671902185,0.0,0.0,0.0,0.0,0.0028891123561436,-0.0032959113860996,-0.0056207972472368,-0.0106282346776147,-0.0157737533802748,-0.019871575414879,-0.0232178658111406,YUAN,0.0028891123561434,0.1588862315619558,-0.0008699212358191,1
30,30,30,2018-02-08,0.1581727879535605,YUAN,0.1581727879535605,0.1581727879535605,0.1581727879535605,0.1581727879535605,0.0,0.0,0.0,0.0,-0.0090633007497386,0.0050165690234704,0.0034217650328995,-0.0005892458209455,-0.0053630198102367,-0.0098069908176811,-0.0131596514768739,YUAN,-0.0090633007497387,0.1586865856425317,-0.00125653379441,1
31,31,31,2018-02-09,0.1588158688816186,YUAN,0.1588158688816186,0.1588158688816186,0.1588158688816186,0.1588158688816186,0.0,0.0,0.0,0.0,0.0040656862433692,0.0010041898166257,-0.0002726371100861,-0.0035692498452272,-0.0078587209709912,-0.0126155483977434,-0.0158366948458325,YUAN,0.004065686243369,0.1584509347787319,-0.0014850080921815,1
32,32,32,2018-02-12,0.1581027667984189,YUAN,0.1581027667984189,0.1581027667984189,0.1581027667984189,0.1581027667984189,0.0,0.0,0.0,0.0,-0.0044901185770748,0.0042462178439028,0.0043596721385268,0.0017422835846816,-0.0023336002401563,-0.0071601517387893,-0.0103404272627516,YUAN,-0.0044901185770753,0.1582100186774928,-0.0015204460710535,1
33,33,33,2018-02-13,0.1577784790154623,YUAN,0.1577784790154623,0.1577784790154623,0.1577784790154623,0.1577784790154623,0.0,0.0,0.0,0.0,-0.0020511202271998,0.0045595252082697,0.0061375717612017,0.0044470338645126,0.0005050440622245,-0.0041406189431976,-0.0074441031340909,YUAN,-0.0020511202272004,0.1579944725787985,-0.0013624048621956,1
34,34,34,2018-02-14,0.1576342255430499,YUAN,0.1576342255430499,0.1576342255430499,0.1576342255430499,0.1576342255430499,0.0,0.0,0.0,0.0,-0.0009142785081492,0.0029600176850217,0.0061082868157316,0.0055882662474446,0.0021139215849945,-0.0021107418148815,-0.0057798817163789,YUAN,-0.0009142785081497,0.1578289416646269,-0.0010477006661675,1
35,35,35,2018-02-15,0.1576342255430499,YUAN,0.1576342255430499,0.1576342255430499,0.1576342255430499,0.1576342255430499,0.0,0.0,0.0,0.0,4.440892098500626e-16,0.0022767112410624,0.0053634758770158,0.0053255622958074,0.0026881327264047,-0.0011165061681212,-0.0049738518748161,YUAN,0.0,0.1577274504612502,-0.0006430455802737,1
36,36,36,2018-02-16,0.1576342255430499,YUAN,0.1576342255430499,0.1576342255430499,0.1576342255430499,0.1576342255430499,0.0,0.0,0.0,0.0,4.440892098500626e-16,0.0007774894388199,0.0046426578914955,0.0050734486020254,0.0031194501197473,-0.0001817195433287,-0.0042154241873273,YUAN,0.0,0.1576912588878552,-0.0002294564027325,1
37,37,37,2018-02-20,0.1578507048033969,YUAN,0.1578507048033969,0.1578507048033969,0.1578507048033969,0.1578507048033969,0.0,0.0,0.0,0.0,0.0013733011317897,-0.0009143621751634,0.0024677370675887,0.0036708604570037,0.0022778372116218,-0.0007752633765557,-0.0047980165259536,YUAN,0.0013733011317893,0.1577096895592853,0.000116878205933,1
38,38,38,2018-02-21,0.1578507048033969,YUAN,0.1578507048033969,0.1578507048033969,0.1578507048033969,0.1578507048033969,0.0,0.0,0.0,0.0,4.440892098500626e-16,-0.0008228506573346,0.0016385153582143,0.0035105203672345,0.0027848684616218,-0.0001267658223977,-0.0039673767434897,YUAN,0.0,0.1577635626377309,0.0003415965030184,1
39,39,39,2018-02-22,0.1575522679648973,YUAN,0.1575522679648973,0.1575522679648973,0.1575522679648973,0.1575522679648973,0.0,0.0,0.0,0.0,-0.0018906272155785,0.0009657605607733,0.0022237554852011,0.0047430250187425,0.0048249647665006,0.0023013234532589,-0.0011654122928617,YUAN,-0.0018906272155788,0.1578302687713839,0.0004228234488219,1
40,40,40,2018-02-23,0.1579055409054303,YUAN,0.1579055409054303,0.1579055409054303,0.1579055409054303,0.1579055409054303,0.0,0.0,0.0,0.0,0.0022422586808572,-0.0009299996729309,-0.0001877066826362,0.0021140315918939,0.0024661491717985,0.0005862407719998,-0.0025156673047068,YUAN,0.002242258680857,0.1578892882235522,0.0003739425436433,1
41,41,41,2018-02-26,0.1584409411391903,YUAN,0.1584409411391903,0.1584409411391903,0.1584409411391903,0.1584409411391903,0.0,0.0,0.0,0.0,0.0033906361403788,-0.0032877185163292,-0.0038028866082455,-0.0014109502274943,-0.000854906214289,-0.0022479583530609,-0.0049416029092046,YUAN,0.0033906361403788,0.1579269651756688,0.0002386289313258,1
42,42,42,2018-02-27,0.1583054979499437,YUAN,0.1583054979499437,0.1583054979499437,0.1583054979499437,0.1583054979499437,0.0,0.0,0.0,0.0,-0.0008548496889294,-0.0018603737784591,-0.0028224959628264,-0.0008949481123375,0.0001254803135954,-0.0008533464158584,-0.003348328099023,YUAN,-0.0008548496889299,0.1579393680913232,7.853576899075065e-05,1
