,index,Unnamed: 0,date,close,tic,open,high,low,adjcp,zopen,zhigh,zlow,zadjcp,zclose,zd_5,zd_10,zd_15,zd_20,zd_25,zd_30,YUAN,pct_return,key_indicator_filtered,pct_return_filtered,label
350,350,350,2019-05-23,0.1447450316267894,YUAN,0.1447450316267894,0.1447450316267894,0.1447450316267894,0.1447450316267894,0.0,0.0,0.0,0.0,-0.0004776586043681,-1.6653489346207806e-05,0.0031168076474277,0.0086446154670989,0.01303247640744,0.0160318193545343,0.0184624550896224,YUAN,-0.0004776586043684,0.1447542188072629,0.0001533818685701,1
351,351,351,2019-05-24,0.1449338377030885,YUAN,0.1449338377030885,0.1449338377030885,0.1449338377030885,0.1449338377030885,0.0,0.0,0.0,0.0,0.0013044045393277,-0.0007845158831338,0.0006666320805537,0.0056871739359256,0.0104383071572111,0.0135356550412228,0.0161621360145836,YUAN,0.0013044045393275,0.144788038382225,0.0002336344684166,1
352,352,352,2019-05-28,0.1447638900952546,YUAN,0.1447638900952546,0.1447638900952546,0.1447638900952546,0.1447638900952546,0.0,0.0,0.0,0.0,-0.0011725875097711,0.0004840257546077,0.0013862053513602,0.0054122363219384,0.0103279651123937,0.0135537369402045,0.0163581352539714,YUAN,-0.0011725875097715,0.1448233658006025,0.0002439940396474,1
353,353,353,2019-05-29,0.1446382597124591,YUAN,0.1446382597124591,0.1446382597124591,0.1446382597124591,0.1446382597124591,0.0,0.0,0.0,0.0,-0.000867829558274,0.0009733578843698,0.0016726096871042,0.004924735458909,0.0098758385420225,0.0133105073500596,0.0162346489357652,YUAN,-0.0008678295582745,0.1448524920987306,0.0002011160144435,1
354,354,354,2019-05-30,0.1449044355247714,YUAN,0.1449044355247714,0.1449044355247714,0.1449044355247714,0.1449044355247714,0.0,0.0,0.0,0.0,0.0018402863311652,-0.0007407957659132,-0.0005586869003324,0.0019060366198546,0.0067640884980215,0.0103754536219489,0.0133006766119834,YUAN,0.0018402863311646,0.1448695896364413,0.0001180341288093,1
355,355,355,2019-05-31,0.1448708476393295,YUAN,0.1448708476393295,0.1448708476393295,0.1448708476393295,0.1448708476393295,0.0,0.0,0.0,0.0,-0.0002317933562225,-0.0003354263824689,-0.0006102677992585,0.0013852782746024,0.0057426216692604,0.0096550650438429,0.0125686172759023,YUAN,-0.000231793356223,0.1448702843752266,4.795615056396585e-06,1
356,356,356,2019-06-03,0.1448687489134844,YUAN,0.1448687489134844,0.1448687489134844,0.1448687489134844,0.1448687489134844,0.0,0.0,0.0,0.0,-1.4486874890695669e-05,-0.0004108031364316,-0.0003731883008345,0.0006072166157391,0.0045015672541659,0.0086316729184963,0.011590725676293,YUAN,-1.4486874891028734e-05,0.1448516814454561,-0.0001284109425938,1
357,357,357,2019-06-04,0.1447764651378272,YUAN,0.1447764651378272,0.1447764651378272,0.1447764651378272,0.1447764651378272,0.0,0.0,0.0,0.0,-0.0006370164466059,0.0002437291704389,0.0003204272746593,0.0009473941326898,0.0040546132101475,0.0082409136008818,0.0112620393210203,YUAN,-0.0006370164466065,0.1448128794968876,-0.0002678736496628,1
358,358,358,2019-06-05,0.1447513172369868,YUAN,0.1447513172369868,0.1447513172369868,0.1447513172369868,0.1447513172369868,0.0,0.0,0.0,0.0,-0.000173701580684,0.0005737125925913,0.0003826318183226,0.0007847419965598,0.0032483099545705,0.0073844052780669,0.0105281726163235,YUAN,-0.0001737015806846,0.1447557475361147,-0.0003945226486165,1
359,359,359,2019-06-06,0.1447555079470774,YUAN,0.1447555079470774,0.1447555079470774,0.1447555079470774,0.1447555079470774,0.0,0.0,0.0,0.0,2.8951101590291017e-05,0.0003389814215677,0.0003131225006374,0.0004260336757244,0.0022873596680317,0.0063076915082092,0.0095689549068052,YUAN,2.8951101589846928e-05,0.1446856219133847,-0.0004844410251308,1
360,360,360,2019-06-07,0.1448079123043283,YUAN,0.1448079123043283,0.1448079123043283,0.1448079123043283,0.1448079123043283,0.0,0.0,0.0,0.0,0.000362019780761,-0.0001099525304529,-5.45607525859193e-06,-0.0001539311677382,0.001337881525012,0.0049217935159771,0.008393236077534,YUAN,0.0003620197807607,0.1446115551024183,-0.000511915489507,1
361,361,361,2019-06-10,0.1443043089266645,YUAN,0.1443043089266645,0.1443043089266645,0.1443043089266645,0.1443043089266645,0.0,0.0,0.0,0.0,-0.0034777338451326,0.0025972431918359,0.0030481447187926,0.003223619870698,0.0040400967511684,0.0072639535648226,0.0109136168235495,YUAN,-0.0034777338451329,0.1445457884432385,-0.0004547814946955,1
362,362,362,2019-06-11,0.144703141505202,YUAN,0.144703141505202,0.144703141505202,0.144703141505202,0.144703141505202,0.0,0.0,0.0,0.0,0.0027638300027497,-0.0002674711878927,0.0002415495561982,0.0004623811165629,0.0010240760695121,0.0035972140681166,0.0072485940062319,YUAN,0.0027638300027492,0.1445022764244179,-0.0003010258499348,1
363,363,363,2019-06-12,0.1445901591937652,YUAN,0.1445901591937652,0.1445901591937652,0.1445901591937652,0.1445901591937652,0.0,0.0,0.0,0.0,-0.0007807868596458,0.0002907997465162,0.0009898684666822,0.0010953622066971,0.0014978512874204,0.0035513724415512,0.0071378174320884,YUAN,-0.0007807868596463,0.1444943477932058,-5.486855576442018e-05,1
