,index,Unnamed: 0,tic,date,high,low,open,close,adjcp,zopen,zhigh,zlow,zadjcp,zclose,zd_5,zd_10,zd_15,zd_20,zd_25,zd_30,BTC,pct_return,key_indicator_filtered,pct_return_filtered,label
217,217,217,BTC,2021-04-15 23:59:59,63821.67219266,62208.96436559,63075.19622093,63314.01084504,63314.01084504,-0.0037719080014452,0.0080181517620561,-0.0174534272067297,0.0,0.0032374567390023,-0.0206730631198439,-0.0513488847356871,-0.058102618121439,-0.0665253375692904,-0.0833470768748905,-0.0829634519245409,BTC,0.0032374567390025,62075.52903323944,-0.0043075989469073,0
218,218,218,BTC,2021-04-16 23:59:59,63594.72091303,60222.53207871,63258.50517438,61572.78960116,61572.78960116,0.0273776059869834,0.0328380657262263,-0.0219294518113658,0.0,-0.0275013574505904,0.0114643439635662,-0.0190317755137722,-0.0287847351607721,-0.0355806643920391,-0.052849168386782,-0.0555677997414875,BTC,-0.0275013574505903,61273.69726388071,-0.012917034809794,0
219,219,219,BTC,2021-04-17 23:59:59,62572.17605057,60361.35217909,61529.92099734,60683.82123331,60683.82123331,0.0139427568474472,0.0311179286156004,-0.0053139213659636,0.0,-0.0144376821905964,0.0288863463099748,0.0029763649815259,-0.0131295986215513,-0.0175529259700822,-0.035055592453995,-0.0401809357707175,BTC,-0.0144376821905962,59994.78267292477,-0.0208721629029202,0
220,220,220,BTC,2021-04-18 23:59:59,61057.45650886,52829.53592647,60701.88609331,56216.18500243,56216.18500243,0.0797937656332621,0.0861188198064442,-0.0602433102817917,0.0,-0.0736215376698736,0.0847285442916503,0.0789359251863175,0.0636537040656171,0.0591601309408356,0.0440799349430147,0.0348349484843084,BTC,-0.0736215376698734,58367.9213552582,-0.0271167132404791,0
221,221,221,BTC,2021-04-19 23:59:59,57520.05477733,54368.59365509,56191.5841095,55724.26709807,55724.26709807,0.0083862388105986,0.0322263131087854,-0.024328241780087,0.0,-0.0087504675804441,0.0677971708678217,0.0839368758217906,0.069413211934793,0.0656447121378684,0.0561824865891296,0.0424212541320117,BTC,-0.0087504675804439,56572.84077051579,-0.0307545744830726,0
222,222,222,BTC,2021-04-20 23:59:59,57062.1502465,53448.04838457,55681.79251074,56473.0322808,56473.0322808,-0.0140109312020952,0.0104318458192707,-0.0535651048661406,0.0,0.0134369678009802,0.0294120342979833,0.0636858912432576,0.0521826427217115,0.0493500730492297,0.0431248571227369,0.0279799949192778,BTC,0.0134369678009804,54811.1847555383,-0.0311396067615472,0
223,223,223,BTC,2021-04-21 23:59:59,56757.97158884,53695.4703347,56471.12771923,53906.08804584,53906.08804584,0.0475834876240466,0.0529046652499594,-0.0039071229016079,0.0,-0.0454543368982992,0.0499867600104577,0.1026524487451474,0.0969854262389346,0.0945052162268924,0.0912631383553208,0.0765459144843985,BTC,-0.045454336898299,53277.09945137032,-0.0279885448747387,0
224,224,224,BTC,2021-04-22 23:59:59,55410.22866494,50583.81405608,53857.10689483,51762.27205146,51762.27205146,0.0404703031831252,0.0704752026698778,-0.0227667362477524,0.0,-0.0397694596676535,0.0590023722533614,0.1326118363585313,0.1368978393359143,0.1324733278501362,0.1332228193175977,0.1192158714496756,BTC,-0.0397694596676532,52130.293792146986,-0.0215253020722365,0
225,225,225,BTC,2021-04-23 23:59:59,52120.79164545,47714.66215249,51739.80692966,51093.65070999,51093.65070999,0.0126465071626535,0.0201031032464309,-0.0661332378983702,0.0,-0.0129171559703813,0.0528091316582013,0.1231450578076189,0.1423414504944222,0.1409222037174706,0.1428411376085878,0.1327657191325015,BTC,-0.012917155970381,51473.46966297636,-0.0125996629098141,0
226,226,226,BTC,2021-04-24 23:59:59,51167.56335742,48805.2846976,51143.22627463,50050.86821565,50050.86821565,0.0218249572469642,0.022311204212454,-0.0248863518747218,0.0,-0.020409238327065,0.0520733033814397,0.1204540601923043,0.1552271013885036,0.1559938563091736,0.1595653577624773,0.1552651984008628,BTC,-0.0204092383270649,51336.94594343327,-0.0026523123550245,0
227,227,227,BTC,2021-04-25 23:59:59,50506.01909839,47159.48584083,50052.83164893,49004.25326318,49004.25326318,0.021397701544773,0.0306456222716973,-0.0376450471032091,0.0,-0.0209110249188996,0.0440609345161948,0.1151832567817139,0.1652224068718981,0.1704252397656993,0.1762380996036745,0.1757671429273006,BTC,-0.0209110249188992,51674.698446042894,0.0065791311968925,0
